56183.5695,4.830,0.008,-0.029,HD12484,SOPHIE+
56187.6754,4.820,0.008,-0.014,HD12484,SOPHIE+
56188.5662,4.787,0.006,0.026,HD12484,SOPHIE+
56191.6083,4.807,0.008,0.018,HD12484,SOPHIE+
56224.4682,4.970,0.010,0.006,HD12484,SOPHIE+
56229.3988,4.838,0.011,0.048,HD12484,SOPHIE+
56238.5291,4.792,0.008,0.004,HD12484,SOPHIE+
56251.4382,4.865,0.007,-0.016,HD12484,SOPHIE+
56262.4089,5.004,0.011,0.027,HD12484,SOPHIE+
56290.3772,4.935,0.010,-0.078,HD12484,SOPHIE+
56297.2851,4.833,0.008,-0.026,HD12484,SOPHIE+
56318.2739,4.941,0.008,0.031,HD12484,SOPHIE+
56322.2394,5.044,0.010,0.014,HD12484,SOPHIE+
56345.2558,4.974,0.011,-0.025,HD12484,SOPHIE+
56346.2657,4.951,0.022,-0.061,HD12484,SOPHIE+
56354.2679,4.808,0.012,0.026,HD12484,SOPHIE+
56520.6283,5.006,0.008,0.004,HD12484,SOPHIE+
56521.6477,4.963,0.008,0.022,HD12484,SOPHIE+
56522.6502,4.952,0.008,0.001,HD12484,SOPHIE+
56523.6238,4.955,0.008,-0.009,HD12484,SOPHIE+
56524.6431,4.902,0.008,0.025,HD12484,SOPHIE+
56534.6417,4.835,0.007,0.025,HD12484,SOPHIE+
56554.5803,4.990,0.010,-0.011,HD12484,SOPHIE+
56555.5803,5.023,0.008,0.015,HD12484,SOPHIE+
56556.6379,5.048,0.008,-0.019,HD12484,SOPHIE+
56557.4762,5.029,0.009,-0.016,HD12484,SOPHIE+
56559.4539,5.062,0.009,-0.010,HD12484,SOPHIE+
56560.5295,5.098,0.008,-0.036,HD12484,SOPHIE+
56587.5179,4.857,0.010,0.014,HD12484,SOPHIE+
56588.3709,4.807,0.014,0.062,HD12484,SOPHIE+
56589.4983,4.874,0.008,-0.036,HD12484,SOPHIE+
56591.4479,4.841,0.011,-0.036,HD12484,SOPHIE+
56592.4085,4.825,0.008,0.010,HD12484,SOPHIE+
56610.4212,4.944,0.010,0.018,HD12484,SOPHIE+
56613.3859,4.975,0.010,0.009,HD12484,SOPHIE+
56617.4714,5.075,0.011,-0.048,HD12484,SOPHIE+
56622.3832,5.087,0.010,0.049,HD12484,SOPHIE+
56624.4604,5.101,0.008,0.038,HD12484,SOPHIE+
56625.4682,5.154,0.008,-0.048,HD12484,SOPHIE+
56626.3739,5.067,0.008,0.040,HD12484,SOPHIE+
56627.3563,5.097,0.008,0.026,HD12484,SOPHIE+
56628.3698,5.093,0.009,0.003,HD12484,SOPHIE+
56629.3690,5.110,0.005,-0.019,HD12484,SOPHIE+
56630.3523,5.092,0.008,-0.009,HD12484,SOPHIE+
56631.3346,5.099,0.008,-0.019,HD12484,SOPHIE+
56643.4123,4.891,0.010,-0.007,HD12484,SOPHIE+
56644.3360,4.886,0.012,-0.087,HD12484,SOPHIE+
56653.3486,4.824,0.009,0.014,HD12484,SOPHIE+
56657.3160,4.819,0.008,-0.007,HD12484,SOPHIE+
56669.3129,4.924,0.011,0.030,HD12484,SOPHIE+
56672.2709,4.932,0.011,0.065,HD12484,SOPHIE+
56673.3479,5.010,0.017,0.029,HD12484,SOPHIE+
56679.2659,5.107,0.008,0.016,HD12484,SOPHIE+
56683.2497,5.141,0.008,-0.019,HD12484,SOPHIE+
56685.2464,5.059,0.008,0.071,HD12484,SOPHIE+
56686.2575,5.105,0.011,0.018,HD12484,SOPHIE+
56887.6210,4.810,0.008,0.022,HD12484,SOPHIE+
56903.6490,4.949,0.009,-0.028,HD12484,SOPHIE+
56905.6464,4.918,0.008,0.016,HD12484,SOPHIE+
56963.4226,4.975,0.007,-0.022,HD12484,SOPHIE+
56977.4625,5.124,0.008,0.020,HD12484,SOPHIE+
56999.4254,4.838,0.017,-0.006,HD12484,SOPHIE+
57026.2204,5.023,0.017,0.027,HD12484,SOPHIE+
57027.3098,5.022,0.010,0.015,HD12484,SOPHIE+
57048.2289,5.043,0.010,0.024,HD12484,SOPHIE+
