53216.58260,-9.514,0.036,--,--,--,--
53218.55130,-9.440,0.030,--,--,--,--
53333.32970,-9.292,0.045,--,--,--,--
53585.55950,-9.109,0.074,--,--,--,--
53588.56710,-9.207,0.060,--,--,--,--
53641.41370,-9.462,0.045,--,--,--,--
53642.39550,-9.297,0.057,--,--,--,--
53643.48090,-9.328,0.086,--,--,--,--
53716.30050,-9.454,0.071,--,--,--,--
53749.25250,-9.160,0.084,--,--,--,--
55391.58118,-8.9956,0.02608,25.2224,-0.278,-4.59662864,0.01842504,0.15003955,0.00187585
55398.61668,-9.046,0.0252,25.309,-0.154,-4.50613613,0.01382178,0.15350823,0.00185973
55401.5886,-8.9973,0.02766,25.544,-0.13,-4.50889409,0.01548799,0.15691264,0.00205127
55402.558,-9.085,0.02667,25.6995,-0.306,-4.64826640,0.02037290,0.15528708,0.00193978
55404.57036,-9.0748,0.03022,25.4436,0.0,-4.65824527,0.02604559,0.15416143,0.00225900
55405.4994,-9.0805,0.02198,25.3904,0.024,-4.62918666,0.01181674,0.15248518,0.00141888
55423.57708,-9.177,0.02677,25.4988,-0.174,-4.64272238,0.01929195,0.15335383,0.00201455
55429.56499,-9.1266,0.02687,25.46,-0.116,-4.68440989,0.02279086,0.15532659,0.00199529
55443.50301,-9.2348,0.0251,25.4868,-0.032,-4.71109079,0.02047517,0.15213121,0.00189254
55469.30674,-9.3255,0.02383,25.5272,-0.07,-4.56911209,0.01431731,0.15093585,0.00174514
55475.3981,-9.3289,0.02237,25.4204,-0.152,-4.59427274,0.01352196,0.15511139,0.00164357
55479.39602,-9.3139,0.02618,25.4261,-0.115,-4.56977688,0.01721678,0.15706095,0.00193427
55540.35864,-9.1892,0.02825,25.7604,-0.197,-4.44864711,0.01375441,0.16211204,0.00204411
55841.45166,-8.9983,0.0285,25.4766,-0.079,-4.60797027,0.02226267,0.15259756,0.00207876
55852.38704,-9.0225,0.0227,25.5983,0.043,-4.63702075,0.01625302,0.14935825,0.00163561
56152.60328,-9.3291,0.0269,25.4706,-0.199,-4.65824817,0.02225525,0.15078877,0.00199676
56179.42972,-9.2331,0.0276,25.6181,-0.075,-4.51312779,0.01754561,0.15307694,0.00193804
56217.36489,-9.1076,0.0267,25.5137,-0.188,-4.64765297,0.01905094,0.15189762,0.00211311
56233.33311,-9.0672,0.0254,25.2609,-0.125,-4.49822185,0.01363226,0.15337308,0.00189426
56314.25019,-9.1094,0.0261,25.5851,-0.283,-4.58456289,0.01864150,0.15107960,0.00186316
57531.59645,-9.194,0.0293,25.2978,-0.022,-4.62459790,0.02422653,0.15834695,0.00212814
57548.5988,-9.1517,0.0184,25.4425,-0.149,-4.56947025,0.01066944,0.15196505,0.00132769
57559.59142,-9.0181,0.0267,25.5378,-0.189,-4.71777023,0.02601817,0.15453147,0.00193832
57563.58087,-9.0839,0.0179,25.5509,-0.162,-4.56852825,0.01012042,0.15318804,0.00129387
57565.59546,-9.1244,0.0385,25.8089,0.028,-4.57288616,0.02257208,0.15377720,0.00223718
57567.56648,-9.0814,0.0245,25.3904,-0.122,-4.64133722,0.02073245,0.15318616,0.00176420
57568.59734,-9.0533,0.0245,25.5654,-0.075,-4.54422431,0.01528520,0.15318893,0.00180270
57583.56298,-9.0458,0.0251,25.3979,-0.294,-4.64931934,0.01991333,0.15525420,0.00182092
57611.54236,-9.0017,0.025,25.2486,-0.143,-4.61741842,0.01800985,0.15581338,0.00185634
57634.45884,-9.0175,0.0261,25.5104,-0.352,-4.60298014,0.01898119,0.15282546,0.00192242
57662.40913,-9.1479,0.0245,25.4596,-0.01,-4.61630334,0.01751907,0.15666985,0.00182267
57662.45124,-9.1409,0.0245,25.4278,-0.074,-4.57156818,0.01598962,0.14954360,0.00176017
57728.32953,-9.3185,0.0244,25.2225,-0.012,-4.51667783,0.01243351,0.15135674,0.00185292
57728.33214,-9.3369,0.0243,25.1569,-0.175,-4.48763628,0.01190244,0.15400268,0.00185550
57759.24095,-9.2002,0.0316,25.3968,-0.02,-4.44201387,0.01600483,0.16093566,0.00244287
57887.61837,-9.1473,0.0243,25.3546,-0.136,-4.52366007,0.01360004,0.15306282,0.00179774
57941.60722,-9.331,0.0186,25.1571,-0.138,-4.50270947,0.00789870,0.15190278,0.00140628
57968.53599,-9.2393,0.0242,25.3998,-0.106,-4.50523444,0.01183007,0.15592395,0.00186422
57998.51792,-9.14,0.0253,25.4717,-0.254,-4.53103771,0.01412223,0.15152395,0.00184969
58059.30287,-8.9424,0.0228,24.9835,-0.058,-4.54915124,0.01197104,0.14815262,0.00175530
58067.40602,-9.0457,0.0241,25.3349,0.001,-4.52314633,0.01389581,0.14720064,0.00179175
58137.23437,-9.1729,0.0241,25.3522,-0.095,-4.47914289,0.01377070,0.15661670,0.00175820
