2459605.71392,-19.8553,0.0023,17.6262,1057,61,7.527,0.023,0.002,0.007,0.130,0.041,0.2464,0.0018
2459606.70224,-19.8473,0.0023,17.8886,1171,60,7.501,0.024,-0.013,0.005,0.104,0.039,0.2470,0.0020
2459607.71998,-19.8574,0.0032,18.1152,1800,44,7.499,0.024,-0.006,0.013,0.241,0.048,0.2425,0.0036
2459609.71220,-19.8589,0.0031,18.5972,1994,45,7.497,0.024,-0.039,0.007,0.192,0.044,0.2494,0.0032
2459610.71164,-19.8459,0.0030,18.8253,1843,47,7.517,0.024,-0.035,0.007,0.167,0.043,0.2562,0.0033
2459620.67858,-19.8546,0.0024,20.7845,1460,58,7.524,0.023,-0.027,0.005,0.210,0.044,0.2443,0.0014
2459623.69925,-19.8662,0.0024,21.2066,764,58,7.508,0.023,-0.028,0.013,0.122,0.040,0.2466,0.0022
2459628.65568,-19.8537,0.0024,21.8874,1190,59,7.479,0.022,-0.020,0.019,0.229,0.044,0.2443,0.0019
2459660.62852,-19.8513,0.0018,21.9324,1800,83,7.523,0.023,-0.036,0.009,0.176,0.039,0.2559,0.0010
2459663.59201,-19.8543,0.0024,21.6532,795,58,7.514,0.023,-0.014,0.008,0.144,0.042,0.2498,0.0015
2459683.57818,-19.8584,0.0024,17.9520,612,56,7.525,0.022,-0.022,0.008,0.134,0.040,0.2543,0.0047
2459685.55853,-19.8629,0.0025,17.5017,886,56,7.536,0.022,-0.014,0.008,0.244,0.047,0.2533,0.0025
2459687.55852,-19.8596,0.0033,16.9941,900,42,7.507,0.023,-0.017,0.014,0.121,0.042,0.2522,0.0043
2459714.54196,-19.8464,0.0037,8.5630,1800,39,7.473,0.027,-0.025,0.021,0.111,0.042,0.2357,0.0037
2459715.47570,-19.8543,0.0025,8.3573,1419,57,7.493,0.024,-0.007,0.010,0.129,0.040,0.2445,0.0016
2459716.44585,-19.8444,0.0025,8.0616,1058,57,7.505,0.023,-0.012,0.007,0.132,0.038,0.2434,0.0018
2459726.52254,-19.8428,0.0083,4.2235,1800,33,7.577,0.028,-0.017,0.011,0.195,0.043,0.2291,0.0029
2459727.48916,-19.8643,0.0025,3.9254,1501,56,7.510,0.023,-0.006,0.011,0.181,0.045,0.2450,0.0014
2459728.45605,-19.8581,0.0027,3.6230,1800,51,7.533,0.024,-0.010,0.008,0.127,0.040,0.2454,0.0016
2459729.47627,-19.8663,0.0025,3.1989,1141,56,7.517,0.024,-0.020,0.007,0.187,0.043,0.2479,0.0018
2459731.48177,-19.8630,0.0025,2.4267,1007,56,7.521,0.024,-0.021,0.010,0.138,0.040,0.2459,0.0028
2459732.50174,-19.8646,0.0024,1.9991,1072,57,7.512,0.024,-0.026,0.008,0.173,0.040,0.2568,0.0019
2459734.42702,-19.8659,0.0024,1.4088,899,56,7.514,0.023,-0.024,0.013,0.148,0.040,0.2598,0.0033
2459736.52112,-19.8507,0.0025,0.4303,1110,55,7.516,0.023,-0.007,0.011,0.246,0.047,0.2412,0.0029
2459746.46050,-19.8737,0.0025,-3.1924,1801,55,7.509,0.025,-0.001,0.016,0.206,0.046,0.2500,0.0024
2459747.53184,-19.8659,0.0025,-3.7311,1211,56,7.524,0.024,-0.030,0.011,0.169,0.039,0.2572,0.0026
2459749.46244,-19.8812,0.0025,-4.3122,1266,57,7.517,0.023,-0.030,0.005,0.210,0.043,0.2550,0.0021
2459750.41988,-19.8646,0.0025,-4.5827,1005,56,7.513,0.023,-0.034,0.015,0.221,0.045,0.2490,0.0025
2459751.48063,-19.8702,0.0025,-5.0950,1337,56,7.527,0.024,-0.023,0.009,0.190,0.041,0.2497,0.0019
2459753.52354,-19.8581,0.0025,-5.9280,1313,57,7.537,0.023,-0.031,0.005,0.179,0.043,0.2535,0.0029
2459769.44974,-19.8518,0.0025,-11.3311,1053,56,7.519,0.024,-0.010,0.002,0.217,0.043,0.2487,0.0020
2459771.44841,-19.8534,0.0025,-11.9695,1375,55,7.532,0.023,-0.030,0.011,0.123,0.041,0.2471,0.0023
2459773.49163,-19.8630,0.0024,-12.6885,1437,56,7.570,0.023,0.002,0.008,0.154,0.040,0.2388,0.0024
2459782.48405,-19.8788,0.0025,-15.3286,1056,57,7.532,0.023,-0.037,0.011,0.141,0.038,0.2557,0.0010
2459783.52357,-19.8717,0.0024,-15.6691,1800,63,7.536,0.024,-0.036,0.015,0.079,0.040,0.2491,0.0015
2459785.38372,-19.8641,0.0025,-15.9387,724,56,7.509,0.024,-0.014,0.009,0.189,0.042,0.2558,0.0019
2459787.45927,-19.8635,0.0025,-16.6227,1783,56,7.513,0.024,-0.017,0.009,0.236,0.044,0.2499,0.0019
2459802.36596,-19.8583,0.0030,-19.7113,1800,47,7.509,0.023,-0.023,0.015,0.161,0.042,0.2486,0.0020
2459803.41882,-19.8680,0.0024,-19.9905,928,58,7.514,0.023,-0.017,0.014,0.187,0.043,0.2461,0.0013
2459804.39858,-19.8755,0.0027,-20.1243,1475,51,7.497,0.023,-0.031,0.012,0.224,0.045,0.2420,0.0018
2459806.35127,-19.8614,0.0028,-20.3575,1800,50,7.520,0.023,-0.028,0.013,0.215,0.043,0.2436,0.0015
2459807.36005,-19.8548,0.0025,-20.5321,780,56,7.520,0.022,-0.020,0.005,0.216,0.043,0.2423,0.0021
2459808.33717,-19.8619,0.0025,-20.6358,976,57,7.494,0.024,-0.034,0.004,0.189,0.042,0.2550,0.0022
2459811.37954,-19.8551,0.0025,-21.1393,1800,55,7.521,0.023,-0.030,0.012,0.157,0.040,0.2524,0.0026
2459812.37860,-19.8590,0.0025,-21.2651,1040,56,7.506,0.023,-0.023,0.008,0.191,0.042,0.2486,0.0009
2459813.39003,-19.8528,0.0025,-21.4068,1365,56,7.540,0.023,-0.005,0.005,0.170,0.040,0.2528,0.0019
2459814.34520,-19.8669,0.0025,-21.4392,962,56,7.523,0.024,-0.010,0.003,0.157,0.040,0.2483,0.0015
2459815.32563,-19.8647,0.0025,-21.5099,827,56,7.530,0.023,-0.025,0.008,0.213,0.043,0.2533,0.0016
2459826.38784,-19.8626,0.0025,-22.3888,1800,56,7.522,0.023,-0.019,0.016,0.124,0.042,0.2630,0.0019
2459827.30702,-19.8560,0.0030,-22.2859,1800,45,7.542,0.023,-0.032,0.006,0.177,0.044,0.2475,0.0020
2459828.30875,-19.8612,0.0025,-22.3144,754,56,7.524,0.023,-0.021,0.008,0.227,0.044,0.2507,0.0011
2459838.29509,-19.8624,0.0025,-22.2108,787,56,7.533,0.023,-0.009,0.004,0.186,0.040,0.2547,0.0020
2459840.30256,-19.8663,0.0034,-22.1330,1800,42,7.538,0.023,-0.016,0.007,0.258,0.048,0.2513,0.0038
2459841.29660,-19.8635,0.0025,-22.0682,1083,56,7.494,0.023,-0.035,0.015,0.197,0.041,0.2446,0.0020
