6828.57385,29.59,40.00,24.0,29.0,0.704,Coralie
6828.62287,154.59,41.00,107.0,29.0,0.715,Coralie
6829.58090,16.59,37.00,79.0,27.0,0.922,Coralie
6841.56122,50.37,21.00,14.0,14.0,0.505,FEROS
6842.51976,22.37,17.00,71.0,12.0,0.712,FEROS
6845.58436,-47.63,17.00,48.0,12.0,0.373,FEROS
6846.47434,30.37,26.00,-69.0,15.0,0.565,FEROS
6847.47811,28.37,14.00,24.0,10.0,0.781,FEROS
6850.59743,54.37,23.00,8.0,14.0,0.454,FEROS
6851.54418,-33.63,18.00,11.0,12.0,0.658,FEROS
6852.48123,-16.63,18.00,74.0,12.0,0.860,FEROS
6852.58575,63.37,22.00,56.0,14.0,0.883,FEROS
6854.49043,-92.63,20.00,48.0,13.0,0.293,FEROS
6855.47772,-37.63,15.00,99.0,11.0,0.506,FEROS
6856.49742,29.37,13.00,32.0,10.0,0.726,FEROS
7067.80560,-38.64,25.00,73.0,48.0,0.296,HARPS
7068.84310,-24.64,15.00,18.0,30.0,0.520,HARPS
7069.87176,74.36,24.00,-6.0,48.0,0.741,HARPS
7070.83755,-18.64,20.00,30.0,38.0,0.950,HARPS
7071.86649,-100.64,40.00,58.0,72.0,0.172,HARPS
7072.87384,-1.64,25.00,-29.0,48.0,0.389,HARPS
7118.60461,-45.64,23.00,247.0,44.0,0.251,HARPS
7119.69411,224.37,26.00,468.0,16.0,0.486,FEROS
7119.76445,68.37,16.00,147.0,11.0,0.501,FEROS
7120.70644,105.36,27.00,55.0,48.0,0.704,HARPS
7121.56784,33.37,15.00,100.0,11.0,0.890,FEROS
7466.59338,-6.64,33.00,27.0,48.0,0.296,HARPS
7467.57122,25.36,27.00,37.0,38.0,0.507,HARPS
7468.57169,62.36,27.00,47.0,38.0,0.723,HARPS
