2458533.73506051,43436.873739,1.826506,43439.650299232126,1.1007158061921,6413.369077,3.653012,-60.474847,3.653012,62.819658,0.035782,0.206624,0.000355,0.222974,0.000256,0.137248,0.001525
2458533.85092758,43441.412947,1.545205,43438.818375706694,1.0078045425236999,6407.244579,3.09041,-68.01183,3.09041,62.796583,0.030289,0.205168,0.000302,0.223283,0.000213,0.126948,0.001139
2458540.78295301,43441.666609,2.31133,43442.78370343081,1.314685908834,6419.383598,4.62266,-66.549722,4.62266,62.732671,0.045174,0.206357,0.000465,0.223852,0.000335,0.125737,0.002177
2458540.85782993,43435.997254,3.249943,43436.15903279424,1.787573252844,6421.219324,6.499886,-73.146397,6.499886,62.816239,0.063586,0.204737,0.000665,0.228724,0.000483,0.11884,0.003491
2458541.76140601,43437.923621,1.951091,43440.3748763554,1.1897506459854,6426.281038,3.902182,-60.185072,3.902182,62.734448,0.038094,0.208858,0.000388,0.221896,0.000278,0.133097,0.001684
2458541.86578201,43442.795477,2.24096,43440.08391567524,1.2956627255270998,6425.760239,4.481919,-72.634737,4.481919,62.755155,0.043771,0.209118,0.000449,0.222923,0.000321,0.138251,0.002086
2458542.87164794,43442.241619,1.942825,43442.2413924305,1.1666721697248001,6417.364257,3.88565,-71.082305,3.88565,62.745887,0.037992,0.206589,0.000381,0.222399,0.000272,0.145634,0.001732
2458543.73079851,43445.520409,1.543142,43443.67690646313,0.9934989302606001,6419.007509,3.086285,-65.444148,3.086285,62.786193,0.030188,0.210857,0.000301,0.22251,0.000217,0.138015,0.001192
2458550.82024835,43448.351072,1.353549,43449.520052723645,0.8171131881666,6427.645369,2.707097,-66.456604,2.707097,62.715325,0.026413,0.21228,0.000265,0.225903,0.000185,0.141084,0.000936
2458555.73924292,43449.938057,1.345266,43449.01617525255,0.8666311426679001,6414.72824,2.690531,-62.952979,2.690531,62.786307,0.026334,0.209914,0.000262,0.224175,0.000184,0.132662,0.000927
2458555.81488008,43451.681807,1.377994,43448.81357744548,0.8816921537623,6417.9292,2.755987,-62.539987,2.755987,62.782221,0.02696,0.210404,0.000268,0.22366,0.000188,0.127919,0.000977
2458560.83066251,43443.614276,1.620973,43443.47806376822,1.0057767483865,6419.95335,3.241945,-65.372358,3.241945,62.790208,0.031708,0.214714,0.000318,0.219487,0.000221,0.131746,0.001342
2458561.69210784,43440.563742,1.451541,43442.880751278746,0.9500686308024,6415.603014,2.903083,-65.220322,2.903083,62.783555,0.02841,0.210885,0.000279,0.220625,0.000197,0.137457,0.001063
2458561.76391758,43441.899126,1.50677,43441.128256075885,0.9663712979815,6419.931087,3.01354,-65.635146,3.01354,62.732396,0.029447,0.211311,0.000293,0.222544,0.000207,0.132881,0.001119
2458568.69320542,43448.313627,1.364007,43448.71594479308,0.8896710909553001,6415.935509,2.728015,-64.994422,2.728015,62.825895,0.026713,0.208817,0.000256,0.222817,0.000183,0.12803,0.001019
2458568.7834822,43451.670045,3.463626,43447.18736359616,1.793665225722,6415.223302,6.927252,-74.928471,6.927252,62.747668,0.067756,0.206129,0.000706,0.226059,0.000515,0.168218,0.003887
2458599.76285122,43445.08139,2.246574,43442.351240222364,1.2486101116653001,6414.839375,4.493149,-66.882327,4.493149,62.835294,0.044012,0.208708,0.000416,0.22264,0.000307,0.113845,0.002314
2458603.6875753,43450.468824,1.299073,43451.222720058824,0.8325670578708001,6415.421592,2.598146,-68.839403,2.598146,62.780399,0.025425,0.206589,0.00024,0.224435,0.00017,0.129061,0.000942
2458603.73609202,43448.880057,1.373629,43448.280700425326,0.9481340666221,6412.212699,2.747257,-72.353061,2.747257,62.799935,0.026906,0.206534,0.000252,0.22436,0.00018,0.135049,0.001072
2458604.67872826,43446.072878,2.062132,43445.68446945908,1.3065769340387998,6431.309512,4.124264,-71.695085,4.124264,62.768073,0.040252,0.207351,0.000396,0.224036,0.000288,0.133961,0.001954
2458606.7416264,43444.343906,1.505886,43444.80367347033,0.9512830385976,6409.115101,3.011772,-67.302777,3.011772,62.786575,0.029505,0.207314,0.000275,0.222171,0.000199,0.13269,0.001273
