2458608.73200924,43441.757478,1.681287,43440.581486461924,1.0128595459477001,6406.282759,3.362574,-74.389968,3.362574,62.803768,0.032965,0.205883,0.000314,0.225805,0.000228,0.133893,0.001494
2458609.59520125,43439.270694,1.605479,43439.355857211114,1.0070974913006001,6411.094108,3.210957,-63.387417,3.210957,62.833305,0.03147,0.207095,0.000301,0.222566,0.000218,0.133501,0.001329
2458609.71667931,43438.896501,1.844892,43438.195958920354,1.0945945213278,6427.295023,3.689785,-74.103136,3.689785,62.708457,0.036,0.204734,0.000347,0.224186,0.000252,0.134392,0.001697
2458624.56589814,43448.324511,1.374637,43448.93884899323,0.8344511309873001,6411.344004,2.749274,-62.576483,2.749274,62.808977,0.026933,0.210326,0.000254,0.223813,0.000181,0.139563,0.001043
2458624.69268339,43445.417821,1.608618,43445.56053577092,1.0018277175102,6416.992975,3.217236,-70.013681,3.217236,62.753634,0.031462,0.208746,0.00029,0.22403,0.000214,0.140484,0.001443
2458626.48865915,43454.09841,1.320041,43454.91903318391,0.8116750026846999,6411.87267,2.640083,-65.250216,2.640083,62.807561,0.025861,0.208994,0.000243,0.224381,0.000173,0.133628,0.000993
2458626.67035972,43454.352711,1.46686,43455.495877571644,0.887265147257,6420.178619,2.93372,-61.466375,2.93372,62.791346,0.028693,0.21107,0.000266,0.22368,0.000193,0.131481,0.00122,
2458638.51113041,43441.614395,1.3708,43437.50437671785,0.9406423555914,6408.455073,2.741599,-67.102709,2.741599,62.812908,0.026872,0.207805,0.000254,0.218492,0.00018,0.135124,0.001053
2458638.63441227,43447.41056,1.835661,43447.06921419279,1.13062932219,6409.859703,3.671322,-65.742947,3.671322,62.83061,0.035987,0.211576,0.000344,0.218652,0.00025,0.132862,0.001798
2458639.53140111,43436.850426,2.44361,43445.44455238729,1.4379426244198,6413.11734,4.887219,-68.622399,4.887219,62.819858,0.047873,0.213777,0.000463,0.21867,0.000332,0.137687,0.002665
2458639.65422745,43438.595454,2.737897,43439.93152693959,1.6414084572277998,6400.552809,5.475795,-62.351169,5.475795,62.907111,0.053818,0.207831,0.000502,0.222939,0.000371,0.111134,0.003423
2458667.5610319,43431.79762,2.577253,43434.19569037285,1.4892779526729,6421.187265,5.154505,-66.363112,5.154505,62.767092,0.050385,0.211729,0.000491,0.221847,0.00038,0.130233,0.002898
2458678.5322837,43444.064124,1.062799,43443.70413267146,0.7389670624400999,6420.124074,2.125599,-69.084685,2.125599,62.720654,0.020766,0.207957,0.000182,0.222765,0.000136,0.123332,0.00074,
2458684.51925448,43444.53887,1.613617,43447.02410755146,1.0478751966156001,6427.449354,3.227233,-66.729496,3.227233,62.776701,0.03152,0.206676,0.000288,0.223012,0.000221,0.131498,0.001549
2458842.87,43441.769872,1.051392,43441.88932100251,0.7593558539890001,6428.451143,2.102783,-63.109663,2.102783,62.651755,0.020494,0.211774,0.00018,0.222381,0.000134,0.12524,0.000724
2458850.83488005,43433.851793,1.098577,43435.27937202582,0.7742519198122,6416.549809,2.197153,-68.931209,2.197153,62.755413,0.021489,0.210374,0.000188,0.221999,0.000139,0.126848,0.000826
2458868.86642787,43434.647343,1.297293,43435.3529925396,0.8860579916715,6422.393814,2.594586,-62.254609,2.594586,62.71067,0.025335,0.211773,0.000232,0.212505,0.000169,0.11959,0.001029
2458882.82270332,43439.299427,1.050422,43440.97627112144,0.7401572203724,6416.703629,2.100844,-69.736977,2.100844,62.720977,0.020535,0.208836,0.00018,0.220982,0.000131,0.130913,0.000731
2458896.81394833,43435.86248,1.064301,43435.83441537307,0.7002124224477,6421.008385,2.128602,-65.507758,2.128602,62.721187,0.020792,0.207759,0.00018,0.21813,0.000131,0.125688,0.000765
2458899.81633043,43435.080881,1.163799,43436.03535474609,0.8037786355391,6416.802355,2.327598,-67.382098,2.327598,62.760691,0.022765,0.210658,0.000203,0.221535,0.000149,0.124314,0.000878
2458904.73739553,43436.83842,1.48977,43438.11246739989,0.9781237952531999,6423.852797,2.97954,-76.616176,2.97954,62.729024,0.029095,0.207002,0.000265,0.221076,0.000198,0.119353,0.00137,
2458911.88792166,43449.802102,1.391093,43450.82062266161,0.9418941729313,6421.508163,2.782187,-74.605964,2.782187,62.666644,0.027151,0.209984,0.000239,0.222434,0.00018,0.129523,0.001299
2458912.83586966,43447.122912,1.131061,43448.43105415038,0.76540715175,6425.643152,2.262122,-66.17089,2.262122,62.723468,0.022082,0.209097,0.000192,0.222081,0.000142,0.132243,0.000868
2458924.62965201,43434.553685,2.323629,43435.93016994301,1.4244770457388,6408.670958,4.647257,-61.264686,4.647257,62.356712,0.045218,0.21212,0.000406,0.22863,0.000333,0.110071,0.002521
2458927.7599826,43429.202823,1.033583,43430.20394565613,0.6464182484262,6420.97006,2.067165,-69.215005,2.067165,62.74808,0.020201,0.211223,0.000177,0.222263,0.000129,0.128824,0.000714
2458930.71019291,43430.060383,1.059887,43428.92486500662,0.7582749361504,6412.196381,2.119774,-67.998072,2.119774,62.741288,0.020741,0.209617,0.000181,0.221054,0.000132,0.127715,0.000755
2459268.73885677,43441.348619,1.336953,43441.32061920467,0.8326794216379,6429.102616,2.673907,-64.211738,2.673907,62.672177,0.026066,0.209946,0.000245,0.225658,0.000186,0.129436,0.000934
2459323.77165316,43447.589136,1.874678,43450.85905414015,1.430901961294,6425.983159,3.749357,-66.912309,3.749357,62.597597,0.036524,0.211452,0.000346,0.218697,0.000262,0.127672,0.001732
