55599.7197,-8.763,0.006,-0.003,HIP65407,SOPHIE
55613.6975,-8.715,0.007,-0.022,HIP65407,SOPHIE
55615.5909,-8.717,0.006,-0.028,HIP65407,SOPHIE
55625.6423,-8.703,0.006,-0.010,HIP65407,SOPHIE
55700.4184,-8.765,0.007,-0.020,HIP65407,SOPHIE
55701.4013,-8.777,0.006,-0.012,HIP65407,SOPHIE
55702.3657,-8.809,0.006,-0.010,HIP65407,SOPHIE
55703.3931,-8.783,0.006,-0.004,HIP65407,SOPHIE
55704.4068,-8.773,0.006,-0.018,HIP65407,SOPHIE
55706.4094,-8.773,0.006,-0.006,HIP65407,SOPHIE
55709.3776,-8.754,0.010,0.009,HIP65407,SOPHIE
55710.3659,-8.756,0.006,-0.008,HIP65407,SOPHIE
55711.3824,-8.771,0.006,-0.018,HIP65407,SOPHIE
55787.3223,-8.801,0.005,-0.019,HIP65407,SOPHIE+
55968.6125,-8.677,0.008,-0.020,HIP65407,SOPHIE+
55996.5718,-8.723,0.004,-0.002,HIP65407,SOPHIE+
56008.4680,-8.740,0.004,-0.008,HIP65407,SOPHIE+
56042.4808,-8.758,0.004,-0.023,HIP65407,SOPHIE+
56058.4587,-8.738,0.004,-0.017,HIP65407,SOPHIE+
56076.3900,-8.718,0.004,-0.028,HIP65407,SOPHIE+
56086.4740,-8.670,0.004,-0.020,HIP65407,SOPHIE+
56105.4236,-8.709,0.004,-0.018,HIP65407,SOPHIE+
56107.3676,-8.705,0.005,-0.017,HIP65407,SOPHIE+
56109.3758,-8.722,0.004,-0.017,HIP65407,SOPHIE+
56111.4008,-8.718,0.005,-0.021,HIP65407,SOPHIE+
56113.3759,-8.731,0.005,-0.021,HIP65407,SOPHIE+
56115.3814,-8.728,0.004,-0.027,HIP65407,SOPHIE+
56139.3778,-8.702,0.004,-0.015,HIP65407,SOPHIE+
56149.3533,-8.710,0.004,-0.023,HIP65407,SOPHIE+
56288.7061,-8.696,0.004,-0.018,HIP65407,SOPHIE+
56313.6856,-8.726,0.004,-0.021,HIP65407,SOPHIE+
56328.6224,-8.756,0.004,-0.027,HIP65407,SOPHIE+
56344.6333,-8.727,0.003,-0.027,HIP65407,SOPHIE+
56348.6240,-8.754,0.005,-0.010,HIP65407,SOPHIE+
56360.6274,-8.647,0.004,-0.004,HIP65407,SOPHIE+
56370.6109,-8.701,0.004,-0.009,HIP65407,SOPHIE+
56382.5435,-8.755,0.003,-0.006,HIP65407,SOPHIE+
56407.4433,-8.772,0.004,-0.007,HIP65407,SOPHIE+
56433.4372,-8.712,0.004,-0.018,HIP65407,SOPHIE+
56437.3724,-8.722,0.005,-0.006,HIP65407,SOPHIE+
56445.4279,-8.707,0.004,-0.019,HIP65407,SOPHIE+
56446.4089,-8.692,0.004,-0.013,HIP65407,SOPHIE+
56466.3832,-8.766,0.005,0.007,HIP65407,SOPHIE+
56471.3760,-8.730,0.004,-0.009,HIP65407,SOPHIE+
56487.4369,-8.716,0.004,-0.029,HIP65407,SOPHIE+
56495.3493,-8.680,0.005,-0.020,HIP65407,SOPHIE+
56518.3352,-8.773,0.004,-0.018,HIP65407,SOPHIE+
56630.6931,-8.717,0.005,-0.026,HIP65407,SOPHIE+
56642.7181,-8.684,0.004,-0.019,HIP65407,SOPHIE+
56656.7150,-8.777,0.004,-0.027,HIP65407,SOPHIE+
56678.6922,-8.701,0.004,-0.016,HIP65407,SOPHIE+
56685.6723,-8.720,0.004,-0.009,HIP65407,SOPHIE+
56706.6783,-8.686,0.005,-0.020,HIP65407,SOPHIE+
56734.5361,-8.748,0.004,-0.024,HIP65407,SOPHIE+
56757.5158,-8.648,0.003,-0.026,HIP65407,SOPHIE+
56778.4875,-8.705,0.004,-0.025,HIP65407,SOPHIE+
56794.4671,-8.758,0.004,-0.014,HIP65407,SOPHIE+
56842.3796,-8.678,0.006,-0.046,HIP65407,SOPHIE+
56853.3637,-8.759,0.005,-0.023,HIP65407,SOPHIE+
56884.3399,-8.751,0.006,-0.033,HIP65407,SOPHIE+
57001.6999,-8.773,0.005,-0.008,HIP65407,SOPHIE+
57027.6653,-8.710,0.003,-0.002,HIP65407,SOPHIE+
57055.6484,-8.756,0.003,-0.030,HIP65407,SOPHIE+
57084.6098,-8.730,0.004,0.001,HIP65407,SOPHIE+
57116.6155,-8.722,0.004,-0.004,HIP65407,SOPHIE+
