2451066.73442600,-48.80,6.13,0.1552,0.0198
2451121.61240200,-48.47,3.78,0.1610,0.0213
2451271.99389100,-39.07,7.28,0.1631,0.0197
2451329.85589500,-33.38,5.50,0.1621,0.0206
2451360.88291400,-39.03,4.22,0.1622,0.0214
2451417.77783700,-24.43,4.97,0.1733,0.0214
2451451.69206900,-24.84,6.06,0.1673,0.0217
2451504.57976500,-12.30,3.38,0.1671,0.0210
2451627.97104400,-11.22,4.94,0.1596,0.0202
2451686.85621000,-20.15,1.07,0.1654,0.0202
2451753.69484400,-15.15,6.04,0.1678,0.0217
2451777.75065300,-1.03,4.37,0.1615,0.0207
2451862.53262800,-0.36,4.29,0.1559,0.0197
2452037.93071400,0.96,4.37,0.1683,0.0205
2452115.77201900,7.45,6.55,0.1593,0.0202
2452145.76255600,6.69,4.72,0.1586,0.0205
2452181.65834200,7.75,3.96,0.1571,0.0209
2452454.83448500,7.88,4.96,0.1736,0.0207
2452471.77516600,-5.07,3.94,0.1616,0.0193
2452495.68852100,0.94,4.03,0.1755,0.0220
2452541.64030900,2.53,3.90,0.1691,0.0205
2452575.62908300,2.72,3.73,0.1607,0.0198
2452839.81680900,-24.68,5.81,0.1597,0.0197
2452896.63954600,-16.80,6.64,0.1614,0.0207
2452930.60032200,-10.14,5.03,0.1690,0.0210
2452930.60606400,-11.75,6.64,0.1669,0.0205
2452959.55998300,-13.58,8.23,0.1631,0.0204
2452960.56037600,-21.50,19.33,0.1607,0.0195
2453075.01825900,-3.28,7.17,0.1573,0.0203
2453160.90275400,-6.69,5.83,0.1712,0.0206
2453215.74984400,-9.16,3.64,0.1642,0.0200
2453318.67885600,-15.27,7.73,0.1573,0.0202
2453321.61673400,-19.83,8.17,0.1662,0.0211
2453503.90816400,-16.09,7.00,0.1609,0.0197
2453563.75928600,-9.68,3.37,0.1542,0.0195
2453654.60517900,3.66,3.65,0.1563,0.0205
2453655.60094200,7.45,4.70,0.1579,0.0194
2453689.54969400,-2.18,11.44,0.1590,0.0196
2453907.84135600,12.85,8.20,0.1606,0.0207
2453928.78882400,6.00,3.83,0.1636,0.0201
2453984.79379300,10.28,6.24,0.1658,0.0197
2454019.62010300,8.63,3.28,0.1550,0.0199
2454248.88029900,14.87,4.75,0.1601,0.0202
2454309.78201100,21.31,4.66,0.1598,0.0188
2454345.63673200,22.40,5.94,0.1641,0.0213
2454375.61829700,25.78,2.42,0.1658,0.0211
2454401.55123500,30.53,5.27,0.1626,0.0210
2454404.55451900,23.11,8.26,0.1471,0.0193
2454554.98979900,21.04,3.22,0.1710,0.0209
2454569.97947900,25.87,4.86,0.1682,0.0217
2454604.87010600,14.93,3.62,0.1678,0.0205
2454605.95412800,23.12,5.58,0.1718,0.0204
2454633.80810000,25.36,4.35,0.1720,0.0231
2454662.90469000,10.34,6.20,0.1642,0.0210
2454662.91502500,18.93,8.95,0.1722,0.0227
2454662.92076600,9.68,5.40,0.1675,0.0210
2454665.74139600,18.45,6.95,0.1741,0.0218
2454665.75055100,9.83,3.93,0.1746,0.0212
2454665.76041000,21.69,3.71,0.1746,0.0211
2454698.69221500,14.59,7.19,0.1707,0.0212
2454698.69796600,22.76,7.07,0.1632,0.0205
2454730.71709200,36.72,6.86,0.1644,0.0202
2454746.66721700,29.29,5.97,0.1622,0.0198
2454752.60214400,22.68,3.75,0.1761,0.0228
2454752.60673300,21.99,4.87,0.1725,0.0204
2454963.89234100,40.72,5.57,0.1668,0.0203
2454986.88638500,39.73,5.05,0.1722,0.0198
2455023.79099500,41.96,5.80,0.1827,0.0206
2455049.75964700,41.46,6.88,0.1800,0.0202
2455172.52633200,45.45,8.49,0.1773,0.0209
2455285.99944000,47.57,4.37,0.1622,0.0207
2455312.97454900,41.48,5.71,0.1525,0.0208
2455398.74466900,43.33,5.88,0.2014,0.0256
2455466.58200900,36.42,9.91,0.1620,0.0216
2455466.59061100,38.85,5.06,0.1660,0.0203
2455671.78733100,19.55,7.56,0.1671,0.0230
2455724.94191200,16.21,3.15,0.1639,0.0208
2455761.67511900,6.76,7.39,0.1615,0.0191
2455764.83308500,-0.79,6.82,0.1738,0.0223
2455786.72307700,8.43,10.53,0.1613,0.0203
2455790.71531400,8.39,4.90,0.1749,0.0201
2455869.57049500,10.81,3.41,0.1604,0.0216
2455910.55621000,-0.22,4.44,0.1724,0.0236
2455992.01473300,0.55,5.81,0.1581,0.0250
2456016.93141800,-3.12,7.87,0.1787,0.0207
2456051.96087900,-6.34,4.04,0.1839,0.0217
2456083.82456100,-7.19,4.71,0.1743,0.0226
2456106.78596900,-5.12,4.49,0.1750,0.0231
2456145.66514200,-17.19,6.34,0.1775,0.0248
2456173.72427300,-11.33,6.73,0.1827,0.0220
2456372.00881300,-6.69,2.65,0.1863,0.0235
2456401.95308500,-0.50,7.38,0.1611,0.0200
2456401.95875500,-5.12,4.27,0.1667,0.0216
2456433.73317700,-7.34,7.59,0.1681,0.0207
2456433.73782800,-8.25,8.60,0.1719,0.0205
2456435.86250100,-11.98,5.93,0.1715,0.0216
2456435.86701500,-1.97,5.40,0.1518,0.0192
2456461.88373400,-11.42,6.20,0.1544,0.0198
2456465.80051300,-24.39,4.23,0.1677,0.0193
2456485.64479200,-13.59,5.19,0.1752,0.0215
2456497.85183600,-17.72,3.70,0.1826,0.0215
2456519.60899600,0.28,9.08,0.1685,0.0211
2456519.60899600,0.28,9.08,0.1715,0.0209
2456519.61258900,-6.30,8.09,0.1714,0.0213
2456525.65619800,-13.66,7.69,0.1739,0.0216
2456560.57924300,-3.26,6.07,0.1745,0.0212
2456564.58948200,-1.01,7.63,0.1640,0.0211
2456613.54592300,-7.95,5.18,0.1526,0.0211
2456614.56924300,1.76,7.81,0.1657,0.0215
2456673.04939900,-2.73,5.03,0.1651,0.0200
2456698.97283600,-5.74,6.09,0.1648,0.0206
2456755.97785000,-0.23,6.87,0.1660,0.0201
2456759.96065500,-5.88,5.78,0.1632,0.0203
2456784.84445700,-15.68,2.84,0.1666,0.0210
2456816.66517700,-8.22,6.61,0.1666,0.0212
2456816.66879600,0.47,9.37,0.1670,0.0214
2456858.89478100,-10.36,8.30,0.1754,0.0226
2456858.92125300,-5.74,4.94,0.1738,0.0220
2456860.71913100,-7.06,3.75,0.1680,0.0219
2456860.72370200,-14.56,5.38,0.1659,0.0217
2456885.61650300,-0.09,5.88,0.1680,0.0201
2456938.62473100,1.81,6.05,0.1749,0.0229
2456938.62965400,-1.48,4.01,0.1716,0.0229
2457092.01558600,-12.39,5.64,0.1716,0.0213
2457109.84499700,1.74,8.05,0.1682,0.0220
2457118.96680100,16.44,5.74,0.1712,0.0218
2457150.90785900,-4.26,3.54,0.1633,0.0206
2457174.96351200,-9.90,2.68,0.1661,0.0211
2457214.84134900,-3.83,10.02,0.1660,0.0203
2457214.84855500,-12.93,9.40,0.1663,0.0217
2457216.73220900,-19.03,3.91,0.1727,0.0209
2457216.73630600,-21.37,4.55,0.1744,0.0216
2457245.60892200,-9.28,9.52,0.1744,0.0218
2457245.61312600,-19.67,4.70,0.1733,0.0211
2457248.61088800,10.33,6.31,0.1755,0.0212
