2458916.59777,83777.2,10.3,-51.0,15.0,0.1929,0.0200,FEROS
2458917.57136,83708.0,9.8,-30.0,14.0,0.1833,0.0197,FEROS
2458918.53079,83697.1,8.2,-7.0,12.0,0.1335,0.0134,FEROS
2458928.56103,83906.9,12.9,3.0,18.0,0.1254,0.0369,FEROS
2458929.57894,83985.2,8.2,5.0,12.0,0.1426,0.0154,FEROS
2459180.61112,84186.1,5.5,-15.0,7.0,0.0103,0.0108,HARPS
2459182.66674,84918.6,6.7,-5.0,9.0,-0.0271,0.0126,HARPS
2459185.79667,83868.3,7.3,-8.0,9.0,-0.0863,0.0205,HARPS
2459188.67281,83761.3,10.1,1.0,13.0,-0.2415,0.0248,HARPS
2459188.71896,83721.2,8.1,-30.0,12.0,0.1209,0.0099,FEROS
2459189.67574,83721.3,7.1,-37.0,11.0,0.1172,0.0069,FEROS
2459190.64682,83740.0,6.7,-23.0,11.0,0.1259,0.0073,FEROS
2459191.63404,83752.3,6.3,-14.0,8.0,-0.0754,0.0126,HARPS
2459192.66768,83745.3,9.0,-11.0,13.0,0.0890,0.0118,FEROS
2459196.64179,83771.1,6.8,-26.0,11.0,0.1170,0.0073,FEROS
2459203.69414,84284.9,6.3,-6.0,8.0,-0.1274,0.0121,HARPS
2459205.60461,84818.6,8.5,-12.0,11.0,-0.2358,0.0197,HARPS
2459206.60870,84201.2,5.5,-29.0,7.0,-0.0549,0.0098,HARPS
2459206.66987,84135.8,9.0,4.0,13.0,0.1404,0.0134,FEROS
2459210.63879,83773.8,7.8,-11.0,10.0,-0.0373,0.0146,HARPS
2459217.67808,83751.5,8.1,-22.0,12.0,0.1368,0.0113,FEROS
2459223.74911,83938.7,8.5,14.0,13.0,0.1236,0.0173,FEROS
2459225.65701,84132.5,6.3,16.0,8.0,-0.1648,0.0159,HARPS
2459228.67933,84522.1,7.3,-38.0,9.0,-0.1142,0.0186,HARPS
2459232.67996,83788.9,6.3,-16.0,8.0,-0.0779,0.0129,HARPS
2459590.75019,84789.8,9.3,-16.0,8.0,-0.7801,0.0480,HARPS
2459597.73440,83718.5,11.1,9.0,15.0,-0.0044,0.0348,HARPS
2459623.68744,83744.6,17.2,-11.0,22.0,-0.2917,0.0737,HARPS
2459641.61723,83759.1,8.5,-15.0,11.0,0.1878,0.0254,HARPS
2459659.55186,84244.0,8.5,-5.0,11.0,0.0752,0.0218,HARPS
2459663.60601,83767.9,11.1,12.0,15.0,-0.0106,0.0400,HARPS
