2458568.83722,-269.58,116.65,T1
2458570.77767,-67.07,65.84,T1
2458571.86381,293.79,65.61,T1
2458574.74811,-271.9,218.97,T1
2458575.79528,-234.7,68.03,T1
2458576.78598,52.33,72.79,T1
2458581.90271,-157.16,79.44,T1
2458582.83584,284.03,70.32,T1
2458583.76398,396.92,89.85,T1
2458584.83662,-13.77,69.08,T1
2458586.84479,-400.68,72.53,T1
2458588.74642,425.94,78.06,T1
2458589.8377,311.59,72.86,T1
2458591.68339,-426.54,103.61,T1
2458592.69077,-188.49,163.7,T1
2458594.82687,304.03,69.98,T1
2458595.78498,-34.08,68.5,T1
2458596.80314,-316.94,62.63,T1
2458597.89009,-509.4,72.94,T1
2458598.79728,-120.68,59.75,T1
2458599.81722,387.09,72.91,T1
2458600.80174,218.7,64.29,T1
2458601.73372,-237.19,77.87,T1
2458602.72866,-475.05,66.65,T1
2458603.75231,-473.49,69.65,T1
2458604.80279,117.79,68.21,T1
2458609.73581,-230.92,75.52,T1
2458610.79253,415.39,63.45,T1
2458612.76898,-85.38,84.79,T1
2458614.77302,-313.54,114.97,T1
2458668.72981,-259.24,162.77,T1
2458669.76956,-724.94,129.86,T1
2458673.69677,148.73,99.25,T1
2458681.69397,-735.98,153.83,T1
2458766.89118,674.51,218.62,T1
2458767.95657,500.79,211.27,T1
2458769.90445,-510.02,179.43,T1
2458775.87672,-183.16,152.53,T1
2458776.94015,471.81,178.35,T1
2458779.88104,-80.7,194.02,T1
2458786.98104,-158.82,286.62,T1
2458787.93087,288.85,443.01,T1
2458804.93523,386.15,286.19,T1
2458805.9749,718.4,116.31,T1
2458812.01501,415.71,160.55,T1
2458820.75036,-114.71,215.67,T1
2458830.85346,-463.58,85.54,T1
2458831.93592,-67.06,116.03,T1
2458832.87391,414.22,165.55,T1
2458833.9284,329.46,100.65,T1
2458834.92517,36.93,149.28,T1
2458837.89569,190.67,99.11,T1
2458852.9636,-439.32,153.5,T1
2458853.92307,-109.5,133.1,T1
2458854.87526,173.4,118.74,T1
2458855.98074,186.34,130.23,T1
2458856.92785,-29.27,77.32,T1
2458857.8261,-500.6,273.81,T1
2458859.93841,-111.41,91.23,T1
2458860.91372,289.04,63.97,T1
2458876.89982,192.73,93.15,T1
2458878.8674,-4.33,194.91,T1
2458881.88206,-326.11,149.56,T1
2458568.70843,-326.83,85.14,T2
2458570.77767,-151.08,68.97,T2
2458571.86381,363.17,55.55,T2
2458574.74811,-465.54,120.71,T2
2458575.85455,-536.59,109.12,T2
2458576.78598,54.4,81.57,T2
2458580.8393,-406.6,85.27,T2
2458581.84028,-185.7,80.3,T2
2458582.83584,101.72,76.23,T2
2458583.76398,638.99,69.75,T2
2458584.83662,2.3,72.54,T2
2458586.84479,-389.59,68.73,T2
2458588.74642,348.98,67.36,T2
