58543.910397389904,-2687.673001,1.280756,7246.283845,10.247793,11.392937,1.811263,44.280161,0.000001,0.228026,0.001027,0.257058,0.000670,0.122899,0.001032,0.000000,0.000001,0.141022,0.002013,28.880920,HARPS
58547.798059820200,-2685.883195,1.441684,7247.693901,10.249787,7.413586,2.038850,44.446063,0.000001,0.228695,0.001354,0.255506,0.000850,0.122623,0.001009,0.000000,0.000001,0.139766,0.001943,28.473192,HARPS
58547.896495020020,-2685.667602,1.576791,7242.470921,10.242401,8.418588,2.229920,44.464136,0.000001,0.230057,0.001372,0.253727,0.000880,0.117113,0.001332,0.000000,0.000001,0.134648,0.002814,28.226298,HARPS
58548.795560929924,-2686.376737,1.529960,7253.056430,10.257371,8.742184,2.163690,44.463285,0.000001,0.229234,0.001378,0.255739,0.000882,0.124349,0.001163,0.000000,0.000001,0.140457,0.002326,28.285522,HARPS
58548.904170630034,-2689.737827,1.577015,7251.027423,10.254501,12.730418,2.230236,44.435597,0.000001,0.227876,0.001368,0.255664,0.000879,0.124985,0.001354,0.000000,0.000001,0.143676,0.002823,28.010850,HARPS
58549.819603229870,-2691.097059,2.146082,7245.141088,10.246177,4.834079,3.035018,44.391156,0.000001,0.228098,0.001961,0.253694,0.001241,0.121932,0.001882,0.000000,0.000001,0.138266,0.004262,28.026550,HARPS
58549.900119970090,-2688.528192,2.084022,7248.796982,10.251347,10.610109,2.947252,44.371047,0.000001,0.225483,0.001889,0.254777,0.001201,0.112230,0.001764,0.000000,0.000001,0.130271,0.004014,27.817431,HARPS
58550.786741420160,-2689.416311,1.513113,7250.498758,10.253754,11.422170,2.139864,44.448296,0.000001,0.226195,0.001330,0.255697,0.000851,0.131326,0.001189,0.000000,0.000001,0.147301,0.002371,27.892376,HARPS
58550.861123289910,-2686.802273,1.498849,7247.461904,10.249459,14.299009,2.119693,44.457563,0.000001,0.230662,0.001291,0.253560,0.000818,0.119213,0.001228,0.000000,0.000001,0.136204,0.002537,27.708227,HARPS
58551.753543280065,-2693.895995,1.969396,7243.059508,10.243233,8.373687,2.785147,44.474275,0.000001,0.227951,0.001748,0.256862,0.001123,0.115636,0.001759,0.000000,0.000001,0.133305,0.003980,27.742787,HARPS
