2457059.023437,-3.30,3.58
2457061.126221,7.77,2.38
2457062.076956,9.38,1.71
2457412.040041,-9.22,1.98
2457412.993666,-2.70,2.01
2457423.055308,-8.75,1.80
2457439.987851,-9.38,1.99
2457520.804635,-8.27,1.67
2457555.852216,2.68,2.02
2457562.772437,11.21,1.84
2457582.776117,1.98,1.68
2457583.774146,12.50,1.76
2457584.770613,-8.72,1.88
2457585.775865,-13.18,2.07
2457586.771953,-15.02,2.02
2457187.504940,-37782.19,2.56
2457188.509910,-37781.64,3.49
2457189.541840,-37771.12,2.49
2457190.542310,-37762.44,2.40
2457191.562130,-37764.87,3.63
2457192.501660,-37793.36,5.62
2457064.713740,-37785.55,6.56
2457064.734130,-37782.51,6.60
2457091.586040,-37808.60,10.63
2457091.607280,-37786.84,10.57
2457092.598130,-37780.34,8.57
2457092.619500,-37785.85,8.41
2457093.630910,-37778.34,7.21
2457093.652450,-37774.96,7.61
2457094.593990,-37773.65,6.80
2457094.614980,-37776.59,6.86
2457096.659190,-37776.72,5.79
2457096.680580,-37750.40,7.05
2457097.582510,-37773.44,5.36
2457097.605530,-37766.41,3.48
2457098.589350,-37781.28,2.28
2457098.610550,-37784.85,2.55
2457098.631670,-37781.02,2.25
2457099.583130,-37775.37,3.77
2457099.604440,-37774.54,3.57
2457045.607900,-38039.00,11.10
2457049.657850,-37953.40,22.10
2457050.753890,-37950.90,22.80
2457051.655560,-37972.90,7.60
2457052.791790,-37995.40,35.70
2457054.804290,-37974.40,19.00
