57190.554718,5.25182,0.06600,9.16692,38.023,-0.33457,0.06594,1.40,6.00,6.00
57205.513810,5.32086,0.11857,8.95889,35.475,-0.00893,0.11853,0.70,3.70,3.90
57208.517407,5.33237,0.15106,9.25210,36.740,0.07898,0.15102,0.30,3.00,3.10
57402.787601,5.38707,0.03253,9.12576,33.826,0.06346,0.03246,2.90,12.80,13.00
57453.823607,5.27910,0.02648,9.09860,33.832,0.00230,0.02639,3.50,12.80,13.40
57488.640843,5.37398,0.03182,9.19523,33.336,-0.00286,0.03175,2.50,11.80,12.20
57560.502219,5.48438,0.03491,9.18612,32.717,-0.04275,0.03485,2.10,10.60,11.20
57721.824179,5.43406,0.04310,9.11473,33.638,0.03422,0.04305,2.20,8.90,9.10
57722.837459,5.47045,0.04490,9.15965,33.734,-0.06678,0.04485,2.20,8.40,8.70
57726.849242,5.29086,0.03405,9.15278,33.370,-0.07263,0.03399,3.10,10.80,10.90
57762.726393,5.44620,0.05387,8.98561,33.438,-0.01717,0.05383,2.00,7.20,7.10
57802.612132,5.47101,0.05440,9.13778,33.877,-0.01938,0.05436,1.80,7.40,7.50
57805.675634,5.41713,0.04959,8.99347,34.097,-0.00347,0.04955,2.00,7.70,8.10
58101.849583,5.34382,0.04790,9.15784,33.421,0.03843,0.04785,1.90,7.90,8.10
58172.644578,5.48295,0.04560,9.11749,36.221,-0.01571,0.04554,2.10,8.40,8.40
58260.575469,5.25687,0.04930,9.20930,37.254,-0.03752,0.04925,1.20,8.00,8.20
58299.490107,5.29063,0.07007,9.05398,40.710,-0.21726,0.07003,0.30,5.60,5.90
58308.501074,5.32090,0.05424,9.21225,37.171,-0.11076,0.05419,1.30,7.50,7.90
58312.463204,5.24373,0.06037,9.19540,37.409,0.07510,0.06032,1.20,6.90,7.00
58323.497589,5.46723,0.06365,9.07475,37.850,0.00381,0.06361,0.40,7.00,7.40
