2458974.658616,-2.385,2.91,HARPS-N
2458976.56778,3.675,2.77,HARPS-N
2458977.647243,1.645,2.3,HARPS-N
2458978.664451,1.735,1.84,HARPS-N
2458979.661071,15.635,2.56,HARPS-N
2458983.624618,2.145,2.92,HARPS-N
2458985.688595,15.945,2.17,HARPS-N
2458987.721405,8.195,2.07,HARPS-N
2458988.675995,-1.315,1.57,HARPS-N
2458989.689122,12.705,2.12,HARPS-N
2458990.665386,-6.745,1.76,HARPS-N
2458991.669197,1.215,3.26,HARPS-N
2458992.622382,-1.215,4.22,HARPS-N
2458993.586943,-8.595,2.12,HARPS-N
2459011.871925,27.023,1.73,0.291,.001,HIRES,
2459011.945652,31.576,1.75,0.285,.001,HIRES,
2459011.999298,35.149,1.85,0.287,.001,HIRES,
2459028.000963,21.648,1.49,0.285,.001,HIRES,
2459034.871693,1.685,1.74,0.284,.001,HIRES,
2459036.801673,5.49,1.85,0.281,.001,HIRES,
2459040.959633,7.374,1.88,0.277,.001,HIRES,
2459043.067716,-14.481,1.69,0.278,.001,HIRES,
2459073.019955,-4.758,1.77,0.263,.001,HIRES,
2459079.02133,13.265,1.94,0.271,.001,HIRES,
2459086.759188,8.866,2.45,0.261,.001,HIRES,
2459094.963738,-0.889,1.81,0.256,.001,HIRES,
2459099.906082,-3.443,2.08,0.258,.001,HIRES,
2459101.74781,-6.744,1.72,0.275,.001,HIRES,
2459102.001018,0.082,1.95,0.274,.001,HIRES,
2459114.730454,17.792,1.68,0.277,.001,HIRES,
2459114.919621,11.108,1.97,0.277,.001,HIRES,
2459115.767787,4.19,1.76,0.281,.001,HIRES,
2459115.851596,-2.33,1.81,0.278,.001,HIRES,
2459117.73074,-17.608,1.7,0.276,.001,HIRES,
2459117.892083,-8.786,1.65,0.274,.001,HIRES,
2459118.725156,-2.82,1.71,0.275,.001,HIRES,
2459119.822351,3.015,1.62,0.262,.001,HIRES,
2459120.849961,-0.745,1.84,0.261,.001,HIRES,
2459121.893938,-10.875,1.62,0.263,.001,HIRES,
2459122.813237,-8.108,1.67,0.264,.001,HIRES,
2459123.723648,-7.533,1.58,0.264,.001,HIRES,
2459189.746637,-25.975,2.66,0.279,.001,HIRES,
2459297.143477,-1.254,2.29,0.319,.001,HIRES,
2459373.951805,9.778,1.68,0.306,.001,HIRES,
2459377.047988,-12.886,1.79,0.296,.001,HIRES,
2459377.869358,-18.981,1.72,0.296,.001,HIRES,
2459379.121054,7.817,1.65,0.29,.001,HIRES,
2459379.945803,-1.632,1.65,0.282,.001,HIRES,
2459382.038048,-28.729,2.01,0.268,.001,HIRES,
2459382.957833,-29.687,1.89,0.278,.001,HIRES,
2459385.051386,0.288,1.78,0.285,.001,HIRES,
2459385.877791,7.743,1.73,0.289,.001,HIRES,
2459388.847531,8.234,1.79,0.309,.001,HIRES,
2459389.113887,20.363,1.85,0.313,.001,HIRES,
2459389.840061,12.641,1.64,0.311,.001,HIRES,
2459390.10277,7.56,1.79,0.31,.001,HIRES,
2459396.049221,-11.462,1.87,0.281,.001,HIRES,
2459405.116336,8.808,1.68,0.309,.001,HIRES,
2459405.952026,9.326,1.77,0.315,.001,HIRES,
2459406.101749,33.565,1.79,0.31,.001,HIRES,
2459407.905698,27.179,1.8,0.0,.001,HIRES,
2459413.001295,8.237,1.94,0.284,.001,HIRES,
2459413.964231,-1.111,1.9,0.278,.001,HIRES,
2459414.118005,-18.948,2.63,0.239,.001,HIRES,
2459420.770145,8.008,1.68,0.292,.001,HIRES,
2459441.889385,-8.624,1.95,0.311,.001,HIRES,
2459442.029629,-18.863,1.85,0.305,.001,HIRES,
2459443.913165,-20.67,1.83,0.302,.001,HIRES,
2459446.031598,0.282,1.75,0.283,.001,HIRES,
2459448.761484,-3.308,2.23,0.281,.001,HIRES,
2459449.003801,-10.891,2.09,0.277,.001,HIRES,
2459449.860035,-10.669,1.84,0.278,.001,HIRES,
2459451.981593,3.237,1.83,0.273,.001,HIRES,
2459452.83527,14.859,1.76,0.283,.001,HIRES,
2459455.789937,14.152,1.61,0.303,.001,HIRES,
2459456.77851,4.719,1.99,0.311,.001,HIRES,
2459469.778004,7.652,1.7,0.291,.001,HIRES,
2459470.793047,10.455,1.6,0.299,.001,HIRES,
2459472.733849,-5.021,1.58,0.301,.001,HIRES,
2459474.860635,-0.301,1.87,0.301,.001,HIRES,
2459475.765816,6.237,1.91,0.296,.001,HIRES,
2459481.868763,-21.987,1.88,0.286,.001,HIRES,
2459482.872647,-13.532,1.72,0.285,.001,HIRES,
2459483.768718,-10.044,1.85,0.284,.001,HIRES,
2459484.888563,17.3,1.8,0.294,.001,HIRES,
2459497.736124,-12.074,1.92,0.283,.001,HIRES,
2459498.730087,-4.543,1.77,0.284,.001,HIRES,
2459498.878826,-10.565,1.89,0.286,.001,HIRES,
2459502.866887,0.693,1.82,0.316,.001,HIRES,
2459503.799484,13.319,1.74,0.307,.001,HIRES,
2459504.809106,12.162,2.11,0.316,.001,HIRES,
2459506.714657,-6.684,1.96,0.322,.001,HIRES,
2459508.769583,1.738,1.86,0.31,.001,HIRES,
2459509.853591,-7.617,1.97,0.302,.001,HIRES,
2459513.787074,-12.625,2.06,0.29,.001,HIRES,
2459516.749338,-5.973,1.84,0.288,.001,HIRES,
2459541.764685,8.434,2.21,0.306,.001,HIRES,
2459542.750956,-4.746,2.14,0.31,.001,HIRES,
2459543.709322,-4.926,2.34,0.299,.001,HIRES,
2459545.717882,-20.888,2.51,0.292,.001,HIRES,
2459546.758504,-10.908,2.34,0.292,.001,HIRES,
2459681.066484,-11.429,2.97,0.308,.001,HIRES,
2459690.076369,26.327,2.2,0.326,.001,HIRES,
2459691.125173,21.194,2.28,0.33,.001,HIRES,
2459694.098406,-6.466,3.98,0.338,.001,HIRES,
2459695.041332,-8.45,2.31,0.334,.001,HIRES,
2459708.022865,20.552,2.18,0.336,.001,HIRES,
2459710.08107,3.64,2.11,0.335,.001,HIRES,
2459712.956673,-5.968,2.1,0.308,.001,HIRES,
2459716.048527,-9.38,2.01,0.297,.001,HIRES,
2459738.012297,-1.455,1.86,0.316,.001,HIRES,
2459738.903643,9.585,1.9,0.326,.001,HIRES,
2459739.110148,20.248,1.84,0.337,.001,HIRES,
2459739.881402,14.875,1.83,0.335,.001,HIRES,
2459740.912726,22.59,1.81,0.338,.001,HIRES,
2459741.96611,4.237,1.78,0.328,.001,HIRES,
2459742.920385,-8.773,2.08,0.33,.001,HIRES,
2459745.878305,-10.306,1.83,0.295,.001,HIRES,
2459745.911268,-11.487,1.75,0.301,.001,HIRES,
2459747.905515,-6.925,1.71,0.288,.001,HIRES,
2459748.075272,-15.008,1.75,0.287,.001,HIRES,
2459748.985451,-24.499,1.81,0.286,.001,HIRES,
2459749.881961,-19.976,1.77,0.283,.001,HIRES,
2459756.993647,24.379,1.78,0.318,.001,HIRES,
2459760.025542,-12.004,1.92,0.313,.001,HIRES,
2459766.003617,-26.032,1.73,0.281,.001,HIRES,
2459769.01945,9.678,1.8,0.286,.001,HIRES,
2459770.019978,4.399,1.58,0.298,.001,HIRES,
2459771.904391,4.986,1.85,0.314,.001,HIRES,
2459776.819221,-23.025,2.38,0.304,.001,HIRES,
2459780.003495,-0.199,1.76,0.293,.001,HIRES,
2459780.996733,-8.457,1.84,0.291,.001,HIRES,
2459785.993673,12.388,1.79,0.292,.001,HIRES,
2459787.063914,4.716,1.84,0.299,.001,HIRES,
