2455208.6992489,1.8,9.0
2454365.8248037,−32.25,0.77
2452920.8629,20.6,6.9
2455209.7264368,10.8,9.0
2454366.8740710,−25.18,0.99
2453431.6073,−30.2,2.5
2455210.7165285,−29.2,9.0
2454367.8521212,−29.87,0.62
2453455.5573,−35.0,2.6
2455465.8329696,16.8,9.0
2454580.5231386,22.43,0.64
2453685.8138,15.0,2.9
2455468.8765488,27.8,9.0
2454581.5537085,23.60,0.56
2453774.6744,25.0,3.3
2455877.7963300,−4.2,15.0
2454724.8337096,−14.14,0.59
2453775.6763,12.4,5.2
2455878.7843441,13.8,9.0
2454725.8177884,−13.78,0.53
2453784.6887,25.4,2.6
2455879.7984724,10.8,9.0
2454726.7789038,−14.84,0.80
2453811.5943,24.3,2.5
2455969.6052648,−19.2,9.0
2455651.5366350,−15.41,0.56
2453987.9168,−7.7,2.9
2455970.7499814,−17.2,9.0
2455883.7630397,−7.88,0.70
2454078.7826,−17.9,3.0
2455971.7266404,−21.2,9.0
2455885.7426863,−1.10,0.92
2454081.7133,−23.4,2.8
2456034.5026492,13.8,9.0
2455992.5816638,18.09,0.56
2454137.6436,−20.7,2.5
2456037.5096202,37.8,9.0
2455994.5576882,23.81,0.61
2454138.6670,−28.7,2.6
2456164.8925279,15.8,9.0
2456183.8678319,52.75,0.59
2454189.5669,−29.5,4.4
2456378.6064455,−15.2,9.0
2456185.8516258,57.16,0.66
2454483.6148,28.5,3.0
2456379.5444957,−21.2,9.0
2456442.4578668,−16.22,0.91
2454501.6725,21.5,2.4
2456380.6001445,−6.2,9.0
2456444.4478133,−14.86,1.07
2454522.6219,25.4,2.7
2456381.5979512,−15.2,9.0
2456562.8313800,−12.48,0.73,,,
2456733.6079032,2.9,9.0,,,,,,
2456736.5950580,19.9,10.0,,,,,,
2456753.5245324,3.9,10.0,,,,,,
2456754.5405659,7.9,10.0,,,,,,
