2458888.063868,-16.1,3.9,0.1304,0.0020,APF,
2458894.911472,-29.1,4.5,0.1476,0.0020,APF,
2458899.027868,-36.3,3.8,0.1463,0.0020,APF,
2458906.015644,-43.6,3.2,0.1093,0.0020,APF,
2458914.011097,-38.9,3.3,0.1506,0.0020,APF,
2458954.765221,-59.0,4.0,0.1468,0.0020,APF,
2458961.864505,-49.7,4.3,0.1323,0.0020,APF,
2458964.879814,-53.3,3.1,0.1298,0.0020,APF,
2458965.811833,-47.5,4.2,0.1363,0.0020,APF,
2458966.879965,-65.9,5.5,0.1204,0.0020,APF,
2458968.850718,-61.4,3.6,0.1252,0.0020,APF,
2458970.843831,-52.6,4.6,0.1337,0.0020,APF,
2458973.849253,-54.9,3.4,0.1288,0.0020,APF,
2458978.954282,-59.5,3.4,0.1380,0.0020,APF,
2458992.898444,-27.0,3.1,0.1281,0.0020,APF,
2458995.905258,-17.1,3.2,0.1415,0.0020,APF,
2459002.841077,-3.8,3.6,0.1355,0.0020,APF,
2459003.762720,13.3,3.5,0.1322,0.0020,APF,
2459004.803068,13.3,3.4,0.1432,0.0020,APF,
2459008.894619,36.2,4.2,0.1295,0.0020,APF,
2459010.926724,29.4,3.3,0.1198,0.0020,APF,
2459011.823087,32.2,2.7,0.1196,0.0020,APF,
2459015.861529,53.3,3.5,0.1261,0.0020,APF,
2459019.872639,69.7,3.1,0.1277,0.0020,APF,
2459023.887855,87.0,3.2,0.1252,0.0020,APF,
2459025.802983,87.0,3.4,0.1397,0.0020,APF,
2459025.818122,86.8,3.4,0.1291,0.0020,APF,
2459025.897602,96.8,3.5,0.1385,0.0020,APF,
2459025.912023,96.2,3.8,0.1365,0.0020,APF,
2459025.926502,91.3,4.0,0.1337,0.0020,APF,
2459025.946120,88.6,3.4,0.1343,0.0020,APF,
2459025.969917,94.2,3.6,0.1353,0.0020,APF,
2459025.984292,88.0,3.3,0.1320,0.0020,APF,
2459025.998713,90.7,3.5,0.1396,0.0020,APF,
2459030.833439,95.0,3.3,0.1338,0.0020,APF,
2459034.847820,96.0,2.9,0.1347,0.0020,APF,
2459043.946418,90.3,3.5,0.1291,0.0020,APF,
2459049.872437,79.0,3.6,0.1498,0.0020,APF,
2459053.950857,69.8,4.0,0.1437,0.0020,APF,
2459058.932694,65.7,3.9,0.1280,0.0020,APF,
2459063.733600,42.9,4.0,0.1343,0.0020,APF,
2459069.709583,39.1,3.9,0.1276,0.0020,APF,
2459071.769140,47.6,3.8,0.1324,0.0020,APF,
2459072.759665,38.4,3.2,0.2566,0.0020,APF,
2459073.738234,33.6,3.6,0.1248,0.0020,APF,
2459074.760055,38.3,3.5,0.1204,0.0020,APF,
2459076.707909,36.1,4.1,0.1427,0.0020,APF,
2459087.729395,18.6,1.5,0.1368,0.0010,Keck,
2459087.806778,26.6,1.3,0.1346,0.0010,Keck,
2459088.731339,17.4,1.2,0.1268,0.0010,Keck,
2459089.735089,22.8,1.2,0.1328,0.0010,Keck,
2459091.739590,19.2,1.2,0.1365,0.0010,Keck,
2459094.944584,16.5,1.1,0.1363,0.0010,Keck,
2459097.909324,2.4,1.2,0.1379,0.0010,Keck,
2459099.804923,11.5,1.2,0.1355,0.0010,Keck,
2459100.721692,5.2,1.2,0.1360,0.0010,Keck,
2459101.721758,8.7,1.1,0.1335,0.0010,Keck,
2459114.708049,-8.0,1.2,0.1376,0.0010,Keck,
2459120.746291,-18.2,1.2,0.1369,0.0010,Keck,
2459123.799051,-30.0,1.2,0.1400,0.0010,Keck,
2459132.648602,-54.1,3.6,0.1552,0.0020,APF,
2459144.633221,-66.2,3.4,0.1328,0.0020,APF,
2459151.758278,-48.9,1.3,0.1413,0.0010,Keck,
