6157.766831,-8.81867,0.01076,8.73596,38.569,1522
6481.819128,-8.66030,0.00954,8.79746,39.405,1800
6508.655410,-8.76924,0.00616,8.74470,39.302,1801
6509.739358,-8.70408,0.00495,8.76003,39.554,1801
6514.656414,-8.75615,0.00526,8.77018,39.514,1801
6532.587303,-8.71152,0.00755,8.73941,39.358,1801
6551.733013,-8.75939,0.00854,8.79340,39.157,1801
6572.608317,-8.68732,0.00502,8.74296,38.142,1801
6573.642230,-8.79180,0.00485,8.72465,39.658,1801
6575.644909,-8.80062,0.00504,8.72059,39.593,1801
6585.577645,-8.81986,0.00497,8.74306,39.287,1801
6586.526652,-8.66911,0.00549,8.72827,39.223,1801
6586.667183,-8.67275,0.00610,8.75004,39.150,1801
6590.625000,-8.66197,0.00675,8.72540,39.461,1801
6595.583493,-8.81051,0.00567,8.73375,39.427,1801
6599.577890,-8.82954,0.00566,8.73890,39.254,1801
6602.577128,-8.65379,0.00548,8.75146,39.345,1801
6613.543277,-8.83277,0.00641,8.73425,39.035,1801
6624.523607,-8.65609,0.00578,8.75480,38.992,1801
6625.524311,-8.80671,0.00645,8.77755,38.909,1801
6782.869104,-8.70463,0.00588,8.74722,39.423,1801
