54296.6098,-63.635,0.006,-0.046,HIP109384,SOPHIE
54297.5343,-63.630,0.006,-0.027,HIP109384,SOPHIE
55484.3369,-63.700,0.006,-0.039,HIP109384,SOPHIE
55489.5579,-63.699,0.007,-0.030,HIP109384,SOPHIE
55525.2694,-63.678,0.007,-0.047,HIP109384,SOPHIE
55559.2298,-63.680,0.006,-0.024,HIP109384,SOPHIE
55564.2807,-63.675,0.006,-0.034,HIP109384,SOPHIE
55815.4892,-63.640,0.004,-0.029,HIP109384,SOPHIE+
55848.4367,-63.709,0.004,-0.028,HIP109384,SOPHIE+
55883.3739,-63.735,0.004,-0.033,HIP109384,SOPHIE+
55900.2184,-63.715,0.004,-0.032,HIP109384,SOPHIE+
55916.2657,-63.723,0.005,-0.047,HIP109384,SOPHIE+
55923.2231,-63.707,0.005,-0.038,HIP109384,SOPHIE+
55938.2653,-63.703,0.004,-0.032,HIP109384,SOPHIE+
55960.2422,-63.703,0.010,-0.038,HIP109384,SOPHIE+
56074.6008,-63.675,0.005,-0.053,HIP109384,SOPHIE+
56176.4889,-63.640,0.004,-0.032,HIP109384,SOPHIE+
56231.4114,-63.631,0.010,-0.036,HIP109384,SOPHIE+
56238.3312,-63.627,0.006,-0.054,HIP109384,SOPHIE+
56238.3705,-63.626,0.004,-0.042,HIP109384,SOPHIE+
56314.2433,-63.640,0.006,-0.045,HIP109384,SOPHIE+
56328.2705,-63.666,0.005,-0.024,HIP109384,SOPHIE+
56345.2794,-63.720,0.005,-0.037,HIP109384,SOPHIE+
56346.2838,-63.725,0.005,-0.049,HIP109384,SOPHIE+
56460.5966,-63.699,0.005,-0.030,HIP109384,SOPHIE+
56518.5620,-63.685,0.004,-0.031,HIP109384,SOPHIE+
56519.5206,-63.677,0.004,-0.045,HIP109384,SOPHIE+
56522.4936,-63.676,0.004,-0.040,HIP109384,SOPHIE+
56610.4290,-63.671,0.005,-0.029,HIP109384,SOPHIE+
56625.2262,-63.648,0.004,-0.035,HIP109384,SOPHIE+
56663.2676,-63.668,0.010,-0.048,HIP109384,SOPHIE+
56666.2405,-63.644,0.004,-0.032,HIP109384,SOPHIE+
56834.5836,-63.686,0.004,-0.034,HIP109384,SOPHIE+
56874.5730,-63.738,0.004,-0.033,HIP109384,SOPHIE+
56875.5462,-63.732,0.004,-0.036,HIP109384,SOPHIE+
56906.6299,-63.724,0.006,-0.026,HIP109384,SOPHIE+
56914.5010,-63.726,0.004,-0.031,HIP109384,SOPHIE+
56939.4502,-63.708,0.005,-0.024,HIP109384,SOPHIE+
56999.2634,-63.687,0.007,-0.030,HIP109384,SOPHIE+
57026.2341,-63.683,0.004,-0.035,HIP109384,SOPHIE+
57072.2593,-63.660,0.012,-0.054,HIP109384,SOPHIE+
57072.2690,-63.680,0.007,-0.036,HIP109384,SOPHIE+
