,29307,164922,k,rk5.43,2450275.965787,14.62,1.142248,244011.0,
,29308,164922,k,rk12.94,2450603.005764,8.85,1.027777,173597.0,
,29309,164922,k,rk13.87,2450666.83897,8.15,0.909897,112609.0,
,29310,164922,k,rk20.200,2450956.117292,-0.44,1.058852,143567.0,
,29311,164922,k,rk21.103,2450982.994468,-3.85,1.092793,128696.0,
,29312,164922,k,rk22.40,2451009.912315,-3.26,1.332822,71476.0,
,29313,164922,k,rk30.248,2451313.00265,-0.64,1.112029,105206.0,
,29314,164922,k,rk32.151,2451368.819271,4.15,1.183011,63181.0,
,29315,164922,k,rk35.127,2451439.754248,5.34,1.276438,92857.0,
,29316,164922,k,rk40.46,2451679.05309,7.68,1.135193,84522.0,
,29317,164922,k,rk41.133,2451703.92934,14.80,1.194652,80920.0,
,29318,164922,k,rk43.38,2451754.873252,9.25,1.120306,105793.0,
,29319,164922,k,rk45.228,2451795.783368,11.92,1.298325,71081.0,
,29320,164922,k,rk49.274,2451984.166586,6.86,1.182158,100975.0,
,29321,164922,k,rk54.54,2452094.865382,-5.20,1.490149,72308.0,
,29322,164922,k,rk54.335,2452096.90044,-0.82,1.297432,81322.0,
,29323,164922,k,rk55.56,2452127.894039,-5.47,1.322388,77734.0,
,29324,164922,k,rk55.517,2452133.742153,-5.21,1.26575,73305.0,
,29325,164922,k,rk56.53,2452160.8764,-2.34,1.276063,79492.0,
,29326,164922,k,rk63.63,2452390.049086,0.99,1.41325,80449.0,
,29327,164922,k,rk63.162,2452391.08706,1.28,1.258276,80306.0,
,29328,164922,k,rk64.81,2452446.000174,1.07,1.366346,101628.0,
,29329,164922,k,rk64.179,2452446.939039,7.30,1.267194,102362.0,
,29330,164922,k,rk65.32,2452486.792477,6.02,1.235717,82998.0,
,29331,164922,k,rk65.251,2452487.869329,6.53,1.289269,82945.0,
,29332,164922,k,rk66.32,2452514.768148,-1.06,1.170584,83323.0,
,29333,164922,k,rk66.261,2452515.888947,3.74,1.180641,83537.0,
,29334,164922,k,rk67.29,2452535.736458,5.61,1.336213,94301.0,
,29335,164922,k,rk67.255,2452536.827963,8.31,1.232868,83166.0,
,29336,164922,k,rk67.444,2452537.827766,8.01,1.22723,82209.0,
,29337,164922,k,rk67.759,2452539.83228,6.45,1.231345,84774.0,
,29338,164922,k,rk68.26,2452572.729456,5.61,1.296013,92654.0,
,29339,164922,k,rk68.238,2452573.803345,4.35,1.195234,95564.0,
,29340,164922,k,rk69.22,2452600.692986,4.94,1.205978,98219.0,
,29341,164922,k,rk69.225,2452601.697569,8.52,1.143038,95840.0,
,29342,164922,k,rk69.418,2452602.686505,9.40,1.171019,95639.0,
,29343,164922,k,rk72.303,2452713.125035,8.49,1.200695,86199.0,
,29344,164922,k,rk73.56,2452776.109676,17.69,1.298357,93638.0,
,29345,164922,k,rk73.114,2452777.088762,15.55,1.29636,94473.0,
,29346,164922,k,rk73.188,2452777.957998,14.54,1.417084,94615.0,
,29347,164922,k,rk74.61,2452803.987697,8.99,1.35915,95181.0,
,29348,164922,k,rk74.90,2452804.111632,5.17,1.157138,93388.0,
,29349,164922,k,rk74.299,2452805.099144,8.95,1.27918,92276.0,
,29350,164922,k,rk74.480,2452806.033021,6.97,1.255647,93339.0,
,29351,164922,k,rk74.680,2452806.949525,8.22,1.460815,93443.0,
,29352,164922,k,rk75.632,2452833.798275,11.35,1.336334,91324.0,
,29353,164922,k,rk76.26,2452848.77419,9.46,1.208024,87112.0,
,29354,164922,k,rk77.204,2452855.963565,18.99,1.301906,94565.0,
,29355,164922,k,rk78.50,2452897.77375,5.78,1.303126,97521.0,
,29356,164922,k,rk86.237,2453180.848148,-2.67,1.057132,93795.0,
,29357,164922,k,rk86.459,2453181.915694,-7.61,1.234519,95964.0,
,29358,164922,k,rk88.52,2453195.821412,-1.41,1.084889,93131.0,
,29359,164922,j,rj01.361,2453238.787998,-0.34,0.972244,0.156,115609.0,
,29360,164922,j,rj02.136,2453301.751238,-0.97,0.966481,0.153,103337.0,
,29361,164922,j,rj06.1867,2453430.172095,-10.40,0.99075,0.155,97625.0,
,29362,164922,j,rj06.1868,2453430.174294,-11.66,0.955076,0.156,95823.0,
,29363,164922,j,rj06.1869,2453430.176678,-18.08,0.978198,0.155,97037.0,
,29364,164922,j,rj08.158,2453546.831956,-6.95,0.908273,0.158,96618.0,
,29365,164922,j,rj08.159,2453546.83338,-5.24,0.899979,0.158,97430.0,
,29366,164922,j,rj08.160,2453546.834838,-6.15,0.908419,0.158,96885.0,
,29367,164922,j,rj08.608,2453547.999317,-5.92,0.888595,0.158,94126.0,
,29368,164922,j,rj08.609,2453548.001354,-1.97,0.934552,0.158,93272.0,
,29369,164922,j,rj08.610,2453548.003194,-3.56,0.82819,0.157,93802.0,
,29370,164922,j,rj08.805,2453548.949919,-3.91,0.864792,0.158,95814.0,
,29371,164922,j,rj08.806,2453548.951412,-3.02,0.890194,0.158,95642.0,
,29372,164922,j,rj08.807,2453548.952894,-3.71,0.843204,0.158,95512.0,
,29373,164922,j,rj08.1142,2453549.890648,-3.45,0.95158,0.157,97046.0,
,29374,164922,j,rj08.1143,2453549.892222,-4.59,0.938541,0.158,96886.0,
,29375,164922,j,rj08.1144,2453549.893808,-3.86,0.879708,0.158,94991.0,
,29376,164922,j,rj08.1537,2453550.868912,-6.54,0.91278,0.157,95919.0,
,29377,164922,j,rj08.1538,2453550.870324,-5.69,0.883973,0.158,96206.0,
,29378,164922,j,rj08.1539,2453550.871725,-4.12,0.90622,0.158,97570.0,
,29379,164922,j,rj08.1933,2453551.859005,-8.66,0.873747,0.157,98098.0,
,29380,164922,j,rj08.1934,2453551.860486,-6.68,0.90895,0.157,98449.0,
,29381,164922,j,rj08.1935,2453551.861956,-7.20,0.949345,0.157,97377.0,
,29382,164922,j,rj09.155,2453570.870718,-6.77,0.841642,0.154,100771.0,
,29383,164922,j,rj09.156,2453570.872187,-7.19,0.856349,0.154,99898.0,
,29384,164922,j,rj09.157,2453570.873715,-5.26,0.827975,0.154,98979.0,
,29385,164922,j,rj11.125,2453602.75213,-2.74,0.901371,0.153,102000.0,
,29386,164922,j,rj11.126,2453602.753657,-3.62,0.917064,0.153,101697.0,
,29387,164922,j,rj11.127,2453602.755185,-2.70,0.93454,0.154,100127.0,
,29388,164922,j,rj13.2014,2453696.686782,-1.02,1.018219,0.153,101729.0,
,29389,164922,j,rj13.2015,2453696.688565,0.71,1.043873,0.153,100840.0,
,29390,164922,j,rj13.2016,2453696.69037,0.06,1.036762,0.154,100924.0,
,29391,164922,j,rj18.705,2453842.014537,0.55,1.030123,0.153,78399.0,
,29392,164922,j,rj18.706,2453842.015752,3.91,0.9645,0.153,79748.0,
,29393,164922,j,rj18.707,2453842.016956,1.60,0.946883,0.153,81273.0,
,29394,164922,j,rj20.840,2453932.778345,2.49,0.873178,0.155,92569.0,
,29395,164922,j,rj20.841,2453932.779838,1.14,0.900348,0.154,92008.0,
,29396,164922,j,rj23.578,2453982.880012,8.39,0.946722,0.152,91731.0,
,29397,164922,j,rj23.579,2453982.881516,9.81,0.911411,0.153,90461.0,
,29398,164922,j,rj23.580,2453982.883056,6.87,0.926041,0.153,90272.0,
,29399,164922,j,rj32.573,2454248.036111,4.79,1.072571,0.153,72113.0,
,29400,164922,j,rj32.1361,2454249.958414,-0.51,1.102517,0.154,71512.0,
,29401,164922,j,rj32.1773,2454250.995683,12.61,1.117808,0.153,75466.0,
,29402,164922,j,rj32.2191,2454252.048437,2.12,0.938126,0.153,55654.0,
,29403,164922,j,rj32.2192,2454252.049537,2.99,0.980366,0.154,55620.0,
,29404,164922,j,rj33.197,2454255.939606,-1.93,1.00799,0.153,54862.0,
