7330.534145,-10307.84,3.50,7015.06,7.00,47.48,0.05,-8.44,7.00,0.146,0.010,-5.068,0.071
7331.519555,-10313.18,3.11,6992.26,6.21,47.58,0.04,-9.45,6.21,0.130,0.009,-5.226,0.068
7332.517815,-10300.90,3.94,6971.02,7.89,47.48,0.05,-17.98,7.89,0.157,0.013,-4.982,0.081
7333.561482,-10324.79,3.77,6960.86,7.54,47.62,0.05,-19.20,7.54,0.140,0.012,-5.124,0.089
7334.686323,-10319.25,2.98,7023.15,5.96,47.46,0.04,-17.27,5.96,0.147,0.008,-5.058,0.055
7336.468718,-10319.78,4.79,6977.89,9.58,47.59,0.07,-4.33,9.58,0.157,0.018,-4.981,0.115
7374.538768,-10310.84,4.50,6984.07,9.00,47.53,0.06,-5.52,9.00,0.151,0.017,-5.030,0.113
7381.539185,-10323.27,4.65,6991.25,9.30,47.47,0.06,-0.47,9.30,0.156,0.012,-4.993,0.079
7382.471715,-10324.55,5.24,6987.28,10.48,47.52,0.07,-26.34,10.48,0.130,0.014,-5.226,0.109
7384.482907,-10315.40,3.42,6997.43,6.83,47.33,0.05,-16.00,6.83,0.164,0.010,-4.938,0.063
7385.479803,-10314.27,5.42,7020.40,10.84,47.29,0.07,-22.83,10.84,0.172,0.022,-4.892,0.126
7407.407112,-10314.12,4.59,6937.54,9.17,46.40,0.06,1.30,9.17,0.125,0.016,-5.296,0.131
7407.428483,-10313.38,4.41,6965.47,8.82,46.53,0.06,-2.13,8.82,0.142,0.015,-5.108,0.107
7408.350569,-10318.31,3.29,6978.63,6.57,47.33,0.04,-13.34,6.57,0.166,0.009,-4.929,0.057
7408.371620,-10315.98,3.05,6976.92,6.11,47.33,0.04,-15.05,6.11,0.152,0.008,-5.022,0.054
7411.437930,-10314.38,3.69,6965.13,7.39,46.94,0.05,1.60,7.39,0.154,0.012,-5.004,0.079
7411.457326,-10308.80,5.17,6944.96,10.34,45.81,0.07,-29.13,10.34,0.135,0.019,-5.171,0.142
7412.350680,-10316.56,4.17,6983.76,8.34,47.22,0.06,-6.32,8.34,0.133,0.015,-5.196,0.110
7412.370976,-10316.08,4.35,7001.68,8.69,47.06,0.06,-6.15,8.69,0.144,0.015,-5.084,0.104
7413.461396,-10319.00,5.40,6979.16,10.80,46.95,0.07,6.48,10.80,0.148,0.021,-5.054,0.145
7413.480770,-10326.61,6.23,6996.84,12.45,46.97,0.08,-14.16,12.45,0.139,0.026,-5.136,0.189
7414.448654,-10321.13,4.61,7006.33,9.22,47.33,0.06,-15.73,9.22,0.116,0.017,-5.455,0.145
7414.472434,-10317.48,5.29,6989.35,10.58,47.30,0.07,-7.64,10.58,0.185,0.021,-4.824,0.116
7415.368091,-10313.77,3.91,6992.73,7.82,47.51,0.05,-16.16,7.82,0.143,0.012,-5.099,0.087
7415.388311,-10315.58,4.30,7014.22,8.60,47.53,0.06,-5.80,8.60,0.135,0.014,-5.178,0.105
7432.408409,-10311.84,3.98,7006.17,7.96,47.17,0.05,-6.74,7.96,0.137,0.013,-5.157,0.098
7432.429679,-10309.83,3.63,7011.89,7.26,47.20,0.05,-7.52,7.26,0.144,0.012,-5.084,0.082
7435.385744,-10317.02,5.31,6970.55,10.62,46.96,0.07,1.28,10.62,0.159,0.021,-4.974,0.134
7435.406342,-10318.63,5.34,6990.31,10.67,46.97,0.07,-6.11,10.67,0.147,0.021,-5.063,0.145
7436.351740,-10319.67,3.55,6996.78,7.11,47.20,0.05,-10.85,7.11,0.161,0.010,-4.955,0.065
7436.372344,-10318.95,3.24,6994.61,6.49,47.37,0.04,-6.43,6.49,0.152,0.009,-5.020,0.059
7458.360553,-10317.12,3.74,7007.34,7.49,47.32,0.05,4.70,7.49,0.162,0.012,-4.954,0.071
7458.381699,-10319.43,4.45,7011.33,8.90,47.35,0.06,-18.47,8.90,0.126,0.016,-5.283,0.126
7459.344935,-10317.86,6.62,6987.02,13.25,47.12,0.09,-7.15,13.25,0.105,0.027,-5.766,0.262
7459.367587,-10319.07,5.17,7004.21,10.34,47.41,0.07,9.90,10.34,0.116,0.020,-5.447,0.174
7462.345931,-10316.47,3.21,6983.54,6.42,47.24,0.04,-16.01,6.42,0.157,0.009,-4.985,0.058
7462.366857,-10317.75,3.33,6986.84,6.66,47.38,0.05,-8.47,6.66,0.164,0.010,-4.940,0.061
