2455413.4899,-3.080,0.009,0.068,CORALIE
2455596.8475,-3.202,0.007,0.032,CORALIE
2455622.7168,-3.200,0.010,0.083,CORALIE
2455623.7808,-3.109,0.027,0.070,CORALIE
2455624.7570,-3.052,0.007,0.056,CORALIE
2455626.7092,-3.191,0.008,0.031,CORALIE
2455629.8659,-3.216,0.008,0.050,CORALIE
2455635.7802,-3.057,0.009,0.047,CORALIE
2455637.8171,-3.187,0.010,0.062,CORALIE
2455638.8200,-3.101,0.007,0.041,CORALIE
2455639.8881,-3.091,0.007,0.077,CORALIE
2455646.7309,-3.061,0.007,0.027,CORALIE
2455647.6789,-3.149,0.006,0.020,CORALIE
2455648.7057,-3.205,0.006,0.051,CORALIE
2455651.8347,-3.191,0.008,0.019,CORALIE
2455677.5887,-3.173,0.007,0.047,CORALIE
2455646.4778,-3.067,0.012,-0.030,SOPHIE
2455649.4440,-3.150,0.012,0.030,SOPHIE
2455659.5180,-3.199,0.012,0.013,SOPHIE
2455663.5397,-3.179,0.016,0.042,SOPHIE
2455664.5255,-3.117,0.035,-0.010,SOPHIE
2455665.4957,-2.999,0.055,0.140,SOPHIE
2455668.4228,-3.110,0.025,0.017,SOPHIE
