58730.59024,61.4184,0.0187,-0.0798,SOPHIE
58797.43469,61.5845,0.0178,-0.0342,SOPHIE
58813.35391,61.5442,0.0146,-0.118,SOPHIE
58841.47453,61.443,0.021,-0.0448,SOPHIE
58857.44319,61.4338,0.0222,-0.0145,SOPHIE
58916.28201,61.3926,0.0431,-0.0637,SOPHIE
59109.65131,61.4391,0.0141,-0.0885,SOPHIE
59128.63863,61.4757,0.0216,-0.0743,SOPHIE
59180.52546,61.5918,0.0171,-0.0898,SOPHIE
59196.35305,61.4889,0.0136,-0.0813,SOPHIE
59202.49525,61.4766,0.0148,-0.1439,SOPHIE
59248.35429,61.5825,0.0162,-0.1216,SOPHIE
59279.33214,61.5978,0.0342,-0.1625,SOPHIE
59458.63502,61.77,0.0112,-0.062,SOPHIE
59470.62766,61.7294,0.0088,-0.1049,SOPHIE
59499.48431,61.6828,0.0123,-0.0875,SOPHIE
59506.45463,61.659,0.0171,-0.0747,SOPHIE
59522.56535,61.7506,0.0347,-0.0645,SOPHIE
59561.3125,61.8472,0.013,-0.0921,SOPHIE
59568.42547,61.7984,0.0152,-0.0793,SOPHIE
59587.30284,61.66,0.0228,-0.0921,SOPHIE
59604.24429,61.7569,0.0143,-0.1003,SOPHIE
59608.25057,61.7651,0.0158,-0.0565,SOPHIE
59622.31303,61.7208,0.0367,-0.0821,SOPHIE
59626.275,61.7504,0.0373,-0.1598,SOPHIE
59646.30602,61.8343,0.0247,-0.0876,SOPHIE
59827.59236,61.761,0.0176,-0.0799,SOPHIE
59838.56637,61.7949,0.0226,-0.0756,SOPHIE
59881.52128,61.6733,0.0181,-0.029,SOPHIE
59889.47907,61.6681,0.0149,-0.0851,SOPHIE
59930.46325,61.8041,0.0159,-0.0795,SOPHIE
59937.41218,61.7479,0.0185,-0.0686,SOPHIE
59973.33085,61.5884,0.0183,-0.1874,SOPHIE
59980.32242,61.6205,0.0471,-0.2007,SOPHIE
60008.2872,61.6837,0.0178,-0.0659,SOPHIE
60179.64656,61.5579,0.0131,-0.0451,SOPHIE
60186.57343,61.5378,0.0331,-0.0741,SOPHIE
60212.5682,61.6614,0.0127,-0.105,SOPHIE
60221.57676,61.6459,0.0212,-0.0497,SOPHIE
60231.58438,61.5558,0.0138,-0.0513,SOPHIE
60256.54147,61.4925,0.0142,-0.1107,SOPHIE
60282.38568,61.5826,0.0114,-0.0990,SOPHIE
60294.44127,61.5981,0.0151,-0.1061,SOPHIE
60300.42147,61.6179,0.0175,-0.0351,SOPHIE
60339.37695,61.4836,0.0145,-0.1120,SOPHIE
60355.29273,61.5183,0.0134,-0.1133,SOPHIE
