4832.7716,-17.745,0.012,
4860.8807,-17.652,0.022,
4833.8017,-18.054,0.014,
4894.8495,-17.916,0.022,
4834.7794,-17.735,0.015,
4895.8482,-17.647,0.015,
4835.7779,-17.989,0.028,
4896.8643,-17.937,0.018,
4836.7888,-17.902,0.018,
4897.8061,-17.731,0.016,
4862.7251,-17.778,0.022,
4898.8552,-17.841,0.018,
4910.6468,-18.008,0.012,
4941.7513,-17.912,0.015,
4922.6956,-18.105,0.018,
4942.7986,-17.691,0.018,
4931.6231,-17.877,0.030,
4943.7765,-17.952,0.018,
4932.5743,-17.967,0.019,
4944.7651,-17.701,0.017,
4946.7581,-17.815,0.015,
4947.7215,-17.729,0.015,
4948.6961,-17.961,0.014,
4950.7990,-17.915,0.017,
4972.7427,-17.718,0.018,
4985.6711,-17.891,0.015,
5013.5912,-17.803,0.020,
5038.5044,-17.675,0.017,
5296.6514,−17.7358,0.0059
5296.6651,−17.7463,0.0126
5296.6701,−17.7492,0.0118
5296.6750,−17.7407,0.0113
5296.6801,−17.7504,0.0112
5296.6850,−17.7733,0.0119
5296.6900,−17.7487,0.0119
5296.6950,−17.7436,0.0119
5296.7000,−17.7492,0.0124
5296.7051,−17.7629,0.0119
5296.7100,−17.7551,0.0123
5296.7150,−17.7619,0.0123
5296.7201,−17.7668,0.0121
5296.7250,−17.7521,0.0140
5296.7300,−17.7364,0.0131
5296.7350,−17.7379,0.0126
5296.7400,−17.7434,0.0123
5296.7450,−17.7512,0.0124
5296.7501,−17.7645,0.0118
5296.7550,−17.7403,0.0116
5296.7600,−17.7633,0.0119
5296.7650,−17.7531,0.0120
5296.7700,−17.8006,0.0122
5296.7751,−17.7885,0.0122
5296.7800,−17.7813,0.0115
5296.7851,−17.7965,0.0111
5296.7901,−17.8128,0.0109
5296.7950,−17.8160,0.0107
5296.8000,−17.8399,0.0098
5296.8049,−17.8265,0.0116
5296.8100,−17.8495,0.0121
5296.8150,−17.8366,0.0121
5296.8199,−17.8141,0.0139
5296.8251,−17.7952,0.0130
5296.8300,−17.8240,0.0129
5296.8350,−17.7943,0.0122
5296.8401,−17.8418,0.0118
5296.8451,−17.8177,0.0112
5296.8500,−17.8012,0.0109
5296.8550,−17.8154,0.0108
5296.8600,−17.8018,0.0110
5296.8650,−17.8293,0.0110
5296.8701,−17.8289,0.0109
5296.8750,−17.8200,0.0110
5296.8801,−17.8355,0.0105
5296.8851,−17.8203,0.0108
5296.8901,−17.8294,0.0107
5296.8951,−17.8398,0.0100
5296.9000,−17.8602,0.0111
5296.9051,−17.8438,0.0116
5296.9101,−17.8287,0.0116
5281.6933,−17.7475,0.0052
5281.9080,−17.6632,0.0045
5283.6945,−17.8572,0.0056
5283.9139,−17.7825,0.0045
5297.7382,−17.8696,0.0042
5297.9076,−17.8057,0.0043
5282.6762,−17.7674,0.0125
5282.6835,−17.7461,0.0118
5282.6911,−17.7431,0.0118
5282.6988,−17.7443,0.0141
5295.6485,−17.7747,0.0056
5295.9092,−17.6802,0.0039
5961.1048755,0.217022,0.002789,WASP-24
6000.0436492,-0.042854,0.002831,WASP-24
6076.8023918,-0.087321,0.002926,WASP-24
6109.7780471,-0.094898,0.002823,WASP-24
6322.7901665,-17.92473,0.00489
6323.7589390,-17.65657,0.00905
6376.6571560,-17.92981,0.00734
6485.5230166,-17.64440,0.00830
6700.6651030,-17.65165,0.00604
6877.4044553,-17.89815,0.00663
7029.7506162,-17.91809,0.00762
7142.5649627,-17.86534,0.00620
7143.5138481,-17.63473,0.00732
7144.5200009,-17.91357,0.00993
7150.4874399,-17.63084,0.00888
