59528.825477,31314.90,13.96
59530.827997,31231.52,11.60
59531.796118,31279.48,13.31
59537.841510,31318.54,12.13
59538.800871,31288.05,10.48
59539.807457,31219.79,10.75
59541.824611,31290.52,12.14
59544.800143,31238.99,11.19
59545.798256,31281.60,16.09
59546.829254,31272.83,16.07
59547.810920,31314.72,10.59
59549.839325,31220.11,12.12
59550.837820,31272.15,12.08
59577.799787,31244.80,11.29
59582.810858,31225.62,10.90
59583.791297,31321.26,10.80
59586.804810,31257.03,11.51
59587.841510,31284.10,11.43
59588.816077,31303.56,13.22
59614.747958,31232.60,11.61
59649.681128,31329.23,12.54
59654.641089,31338.26,11.19
59661.723174,31240.73,15.47
58823.850300,31595.00,123.00
58902.664600,31597.00,190.00
58904.692890,31670.00,215.00
58906.709620,31549.00,123.00
58909.649660,31341.00,127.00
58912.652890,31732.00,209.00
58914.710500,31680.00,456.00
58915.716410,31439.00,127.00
58919.653920,31567.00,167.00
58921.699190,31705.00,135.00
59189.838760,31597.00,90.00
59195.803250,31572.00,96.00
59197.795150,31786.00,117.00
59199.798690,31653.00,101.00
59201.811950,31766.00,152.00
59205.843870,31769.00,128.00
59207.763280,31747.00,108.00
59209.755880,31605.00,88.00
59211.737320,31529.00,133.00
59219.780800,31647.00,111.00
59222.773350,31511.00,115.00
59224.738580,31593.00,86.00
59226.707720,31549.00,117.00
59305.606780,31803.00,119.00
59307.583360,31706.00,106.00
59309.549800,31659.00,189.00
59312.603910,31699.00,92.00
59315.646320,31572.00,171.00
59324.565350,31725.00,98.00
59327.548560,32037.00,177.00
59330.516920,31500.00,134.00
59332.488180,31613.00,121.00
59334.509610,31690.00,109.00
