4854.1147,3.925,3.6,3.5271,84
4854.1190,3.926,3.6,3.5302,88
4854.1226,3.923,3.5,3.5329,89
4854.1270,3.931,3.7,3.5360,85
4855.1861,3.958,4.3,3.8538,72
4855.1908,3.956,4.2,3.8568,71
4856.1619,3.981,3.9,4.1131,78
4856.1694,3.983,3.6,4.1182,82
4856.1786,3.977,3.5,4.1243,83
5182.9270,9.522,4.2,-6.6158,62
5182.9864,9.529,3.5,-6.5974,74
5182.9943,9.533,3.6,-6.5942,75
5183.0002,9.532,3.8,-6.5917,78
5183.0063,9.531,3.9,-6.5890,79
5184.9053,9.497,3.6,-6.0992,81
5184.9142,9.487,4.0,-6.0975,71
5185.8782,9.468,3.3,-5.8400,112
5185.8856,9.468,3.2,-5.8391,117
5185.8934,9.462,3.3,-5.8380,116
5185.9008,9.461,3.3,-5.8367,119
5185.9083,9.455,3.2,-5.8353,113
5185.9169,9.458,2.9,-5.8335,115
5185.9252,9.464,3.2,-5.8315,120
5185.9327,9.464,3.0,-5.8296,122
5185.9400,9.464,3.1,-5.8275,123
5185.9485,9.466,3.3,-5.8250,121
5185.9571,9.469,3.3,-5.8221,120
5185.9649,9.463,3.4,-5.8194,115
5185.9726,9.465,3.3,-5.8165,111
5185.9802,9.463,3.2,-5.8135,105
5185.9883,9.460,3.3,-5.8101,113
5186.8820,9.448,3.4,-5.5748,103
5186.8861,9.445,3.4,-5.5743,108
5186.8900,9.446,3.3,-5.5737,105
5186.8940,9.440,3.2,-5.5730,106
5186.8980,9.440,3.3,-5.5723,106
5186.9024,9.439,3.6,-5.5715,106
5186.9065,9.434,3.4,-5.5707,103
5186.9106,9.433,3.5,-5.5698,99
5186.9174,9.439,3.1,-5.5683,139
5186.9250,9.440,3.1,-5.5664,135
5186.9324,9.439,3.2,-5.5644,137
5186.9406,9.439,3.2,-5.5620,135
5232.8693,7.626,3.3,7.0151,128
5232.8782,7.631,3.5,7.0191,126
5233.8560,7.593,3.3,7.2608,131
