2453577.64,-11.98,1.58,0.0456,6.1098,0.0362,0.0007,0.0488,0.0002,0.00380,0.00005
2453579.64,-7.10,1.34,0.0278,6.0924,0.0374,0.0006,0.0489,0.0002,0.00373,0.00004
2453862.82,3.69,1.38,0.0420,6.1024,0.0351,0.0006,0.0485,0.0002,0.00381,0.00004
2453864.81,5.19,1.21,0.0320,6.0971,0.0362,0.0006,0.0484,0.0002,0.00372,0.00004
2453870.79,2.49,0.86,0.0392,6.0923,0.0334,0.0004,0.0483,0.0001,0.00371,0.00003
2454174.90,15.91,1.32,0.0269,6.0897,0.0350,0.0006,0.0482,0.0002,0.00364,0.00003
2454392.50,15.94,1.40,0.0339,6.0764,0.0307,0.0005,0.0485,0.0002,0.00370,0.00004
2454556.89,2.76,1.10,0.0392,6.0695,0.0295,0.0004,0.0480,0.0001,0.00366,0.00003
2454582.83,7.69,1.09,0.0297,6.0841,0.0318,0.0005,0.0481,0.0001,0.00366,0.00003
2454609.77,7.24,0.97,0.0303,6.0803,0.0323,0.0004,0.0491,0.0001,0.00368,0.00003
2454609.84,4.89,1.25,0.0310,6.0852,0.0323,0.0005,0.0490,0.0001,0.00369,0.00003
2454671.71,3.71,1.33,0.0322,6.0640,0.0289,0.0005,0.0484,0.0002,0.00362,0.00003
2454686.59,0.43,0.89,0.0317,6.0803,0.0299,0.0004,0.0482,0.0001,0.00367,0.00003
2454720.56,0.0000001,1.32,0.0312,6.0705,0.0305,0.0005,0.0483,0.0002,0.00364,0.00003
2454722.60,3.10,1.19,0.0379,6.0778,0.0291,0.0005,0.0483,0.0001,0.00370,0.00003
2454931.90,-10.18,1.21,0.0381,6.0770,0.0301,0.0005,0.0488,0.0001,0.00367,0.00003
2455013.71,-9.74,1.10,0.0407,6.1003,0.0326,0.0006,0.0483,0.0002,0.00371,0.00004
2455091.54,-0.67,3.64,0.0315,6.1237,0.0418,0.0014,0.0489,0.0003,0.00364,0.00007
2455260.90,-8.35,0.96,0.0408,6.1089,0.0367,0.0005,0.0494,0.0001,0.00373,0.00003
2455313.83,-0.69,2.22,0.0378,6.1264,0.0345,0.0009,0.0496,0.0002,0.00379,0.00005
2455337.90,-4.80,2.51,0.0382,6.1337,0.0324,0.0010,0.0491,0.0002,0.00371,0.00005
2455358.87,-7.18,1.36,0.0418,6.1345,0.0355,0.0007,0.0494,0.0002,0.00381,0.00004
2455375.72,-0.17,2.05,0.0273,6.1303,0.0350,0.0009,0.0495,0.0002,0.00385,0.00005
2455388.65,0.46,1.58,0.0290,6.1349,0.0345,0.0007,0.0490,0.0002,0.00379,0.00004
2455404.66,-5.14,1.97,0.0310,6.1218,0.0367,0.0009,0.0491,0.0002,0.00381,0.00005
2455408.73,6.50,2.12,0.0224,6.1333,0.0375,0.0009,0.0489,0.0002,0.00379,0.00005
2455438.63,-0.26,1.29,0.0360,6.1075,0.0329,0.0006,0.0489,0.0002,0.00377,0.00003
2455491.51,7.51,1.37,0.0319,6.1142,0.0366,0.0007,0.0487,0.0002,0.00386,0.00004
2455685.94,16.47,1.50,0.0404,6.1450,0.0377,0.0007,0.0491,0.0002,0.00385,0.00004
2456023.85,12.65,1.30,0.0332,6.1211,0.0471,0.0007,0.0520,0.0001,0.00381,0.00003
2456023.89,11.89,1.45,0.0428,6.1238,0.0420,0.0008,0.0511,0.0002,0.00381,0.00004
2456054.76,17.18,3.95,0.0494,6.1539,0.0383,0.0014,0.0497,0.0003,0.00381,0.00008
2456079.79,16.34,1.39,0.0380,6.1206,0.0355,0.0007,0.0492,0.0002,0.00378,0.00004
2456388.92,-2.46,2.28,0.0410,6.1057,0.0370,0.0009,0.0486,0.0002,0.00369,0.00005
2456453.80,-2.05,3.94,0.0298,6.1220,0.0313,0.0014,0.0485,0.0003,0.00364,0.00008
2456457.79,-0.75,2.36,0.0409,6.1212,0.0352,0.0009,0.0484,0.0002,0.00384,0.00005
2456474.67,-7.99,2.51,0.0563,6.1177,0.0321,0.0012,0.0483,0.0003,0.00378,0.00007
2456497.76,5.61,1.94,0.0283,6.1255,0.0402,0.0009,0.0479,0.0002,0.00395,0.00005
2456564.48,-9.17,1.35,0.0270,6.0805,0.0280,0.0006,0.0484,0.0002,0.00365,0.00003
2456749.90,-14.14,1.85,0.0450,6.0983,0.0345,0.0009,0.0484,0.0002,0.00367,0.00005
2456847.73,-13.87,1.19,0.0298,6.0915,0.0296,0.0006,0.0477,0.0002,0.00382,0.00003
2456848.83,-9.21,1.73,0.0322,6.1045,0.0309,0.0007,0.0480,0.0002,0.00381,0.00004
2457145.91,-0.01,2.20,0.0228,6.0728,0.0267,0.0010,0.0479,0.0003,0.00371,0.00006
2458268.63,-4.81,2.08,0.0349,6.1400,0.0314,0.0008,0.0485,0.0002,0.00397,0.00005
2458269.64,-10.61,0.83,0.0464,6.1334,0.0324,0.0003,0.0487,0.0001,0.00384,0.00002
2458270.69,-9.78,1.66,0.0569,6.1282,0.0286,0.0005,0.0491,0.0002,0.00428,0.00004
2458273.67,-9.43,1.03,0.0451,6.1359,0.0324,0.0004,0.0486,0.0001,0.00372,0.00002
2458275.62,-7.45,0.72,0.0424,6.1409,0.0320,0.0003,0.0487,0.0001,0.00380,0.00002
2458276.64,-6.77,0.98,0.0480,6.1413,0.0325,0.0004,0.0487,0.0001,0.00379,0.00003
2458277.59,-5.65,0.74,0.0440,6.1462,0.0334,0.0003,0.0486,0.0001,0.00384,0.00002
2458278.65,-7.66,0.83,0.0468,6.1462,0.0323,0.0003,0.0486,0.0001,0.00381,0.00002
2458279.66,-3.71,0.81,0.0478,6.1477,0.0321,0.0003,0.0486,0.0001,0.00390,0.00002
2458296.57,1.73,0.91,0.0530,6.1740,0.0367,0.0004,0.0489,0.0001,0.00376,0.00002
2458309.50,-3.21,1.15,0.0498,6.1509,0.0312,0.0004,0.0491,0.0002,0.00390,0.00003
2458327.57,-11.96,1.43,0.0443,6.1526,0.0324,0.0007,0.0491,0.0002,0.00385,0.00004
2458329.55,-5.10,0.89,0.0461,6.1581,0.0336,0.0004,0.0488,0.0001,0.00376,0.00002
2458341.43,-6.33,0.95,0.0465,6.1591,0.0350,0.0004,0.0490,0.0001,0.00364,0.00002
2458361.38,-4.01,2.10,0.0543,6.1667,0.0447,0.0009,0.0517,0.0002,0.00383,0.00005
2458364.45,-0.92,0.95,0.0507,6.1623,0.0351,0.0004,0.0492,0.0002,0.00394,0.00003
2458365.43,-0.62,0.72,0.0506,6.1619,0.0354,0.0003,0.0490,0.0001,0.00393,0.00002
2458367.41,-1.60,1.11,0.0420,6.1579,0.0342,0.0005,0.0496,0.0002,0.00387,0.00003
2458378.40,1.94,0.78,0.0445,6.1646,0.0363,0.0004,0.0490,0.0001,0.00381,0.00002
2458379.40,2.99,1.07,0.0474,6.1706,0.0358,0.0004,0.0489,0.0001,0.00393,0.00003
2458380.39,1.75,0.94,0.0482,6.1631,0.0368,0.0004,0.0491,0.0001,0.00374,0.00002
2458381.37,-1.79,0.77,0.0428,6.1665,0.0363,0.0004,0.0491,0.0001,0.00376,0.00002
