2458831.077696,-2.24,5.72,0.1451,0.002,APF
2458831.091608,7.69,6.28,0.1376,0.002,APF
2458852.106490,21.08,6.69,0.1172,0.002,APF
2458876.070009,-12.18,7.15,0.1287,0.002,APF
2458876.084558,-1.64,7.15,0.1338,0.002,APF
2458882.049758,-4.89,10.50,0.1441,0.002,APF
2458883.941799,14.18,12.18,0.0975,0.002,APF
2458885.042157,-0.78,10.23,0.3082,0.002,APF
2458885.875750,24.68,10.38,0.1558,0.002,APF
2458887.016514,1.34,6.57,0.1255,0.002,APF
2458888.012728,2.08,5.82,0.1375,0.002,APF
2458888.872479,-19.41,17.85,0.1667,0.002,APF
2458891.990911,-16.23,5.55,0.1293,0.002,APF
2458892.992748,-2.53,5.42,0.1278,0.002,APF
2458893.995674,-8.48,6.07,0.1273,0.002,APF
2458894.853295,26.58,9.48,0.1346,0.002,APF
2458895.856788,-47.72,11.32,0.1491,0.002,APF
2458896.842687,30.96,18.15,0.0385,0.002,APF
2458898.985670,-2.18,5.85,0.1283,0.002,APF
2458899.970944,-0.56,6.31,0.1334,0.002,APF
2458901.014275,-0.27,5.45,0.1324,0.002,APF
2458902.836071,0.90,18.37,0.1848,0.002,APF
2458904.002089,11.65,8.12,0.1422,0.002,APF
2458906.954658,2.13,5.12,0.1331,0.002,APF
2458914.828811,7.28,13.60,0.1502,0.002,APF
2458917.092394,0.15,1.91,0.1204,0.001,HIRES
2458918.077030,2.86,1.75,0.1260,0.001,HIRES
2458920.785607,-6.13,6.86,0.1542,0.002,APF
2458921.931090,17.96,5.22,0.1904,0.002,APF
2458961.850844,-0.56,6.11,0.1382,0.002,APF
2458964.924773,-2.59,4.88,0.1310,0.002,APF
2458965.866364,0.50,5.77,0.1384,0.002,APF
2458966.792167,-14.84,6.24,0.1303,0.002,APF
2458969.808371,-7.49,6.87,0.1260,0.002,APF
2458970.903826,-13.37,5.95,0.1356,0.002,APF
2458971.801572,7.00,5.43,0.1381,0.002,APF
2458973.821195,6.15,4.72,0.1367,0.002,APF
2458974.883269,-8.49,5.69,0.1336,0.002,APF
2458976.863423,4.46,7.18,0.1356,0.002,APF
2458977.848725,3.25,5.51,0.1320,0.002,APF
2458979.955045,-9.19,5.83,0.1334,0.002,APF
2458996.877594,4.96,4.68,0.1307,0.002,APF
2458999.905620,-0.50,1.62,0.1301,0.001,HIRES
2459002.948851,1.16,1.58,0.1289,0.001,HIRES
2459003.891911,0.52,4.77,0.1276,0.002,APF
2459003.911424,0.73,1.56,0.1304,0.001,HIRES
2459006.907673,1.23,1.34,0.1308,0.001,HIRES
2459007.899261,1.27,1.35,0.1301,0.001,HIRES
2459009.882380,-7.03,4.89,0.1398,0.002,APF
2459010.936502,-1.42,1.42,0.1305,0.001,HIRES
2459010.992080,-10.14,5.00,0.1481,0.002,APF
2459011.850521,0.17,1.36,0.1316,0.001,HIRES
2459011.951341,-3.33,4.89,0.1337,0.002,APF
2459012.801402,4.24,1.51,0.1335,0.001,HIRES
2459013.885083,-1.13,1.35,0.1332,0.001,HIRES
2459016.865548,1.08,1.43,0.1302,0.001,HIRES
2459016.867145,-1.31,6.23,0.1166,0.002,APF
2459018.899088,-17.18,4.95,0.1323,0.002,APF
2459019.018821,2.94,1.60,0.1318,0.001,HIRES
2459019.969191,-1.19,5.25,0.1441,0.002,APF
2459023.920749,-3.51,4.77,0.1286,0.002,APF
2459026.927363,-2.91,5.49,0.1266,0.002,APF
2459027.850359,-5.11,1.31,0.1301,0.001,HIRES
2459031.917684,14.10,4.34,0.1356,0.002,APF
2459033.911554,-2.59,4.64,0.1403,0.002,APF
2459034.957348,10.06,4.19,0.1312,0.002,APF
2459035.865539,-7.27,2.50,0.1337,0.001,HIRES
2459035.899612,-1.47,2.38,0.1340,0.001,HIRES
2459035.908698,-6.69,4.32,0.1278,0.002,APF
2459035.921001,-1.83,2.22,0.1330,0.001,HIRES
2459039.845393,1.34,1.44,0.1305,0.001,HIRES
2459039.954905,-3.02,4.80,0.1441,0.002,APF
2459040.822900,3.44,1.59,0.1333,0.001,HIRES
2459042.700565,-2.13,4.50,0.1397,0.002,APF
2459042.835481,-3.84,1.35,0.1329,0.001,HIRES
2459043.699135,-9.22,4.33,0.1314,0.002,APF
2459044.688586,-8.08,8.72,0.1492,0.002,APF
2459045.697642,-9.23,4.18,0.1177,0.002,APF
2459051.853619,1.58,1.54,0.1362,0.001,HIRES
2459051.936638,23.25,5.53,0.1249,0.002,APF
2459052.940265,4.74,5.34,0.1242,0.002,APF
2459054.887670,7.68,5.78,0.1501,0.002,APF
2459055.691428,14.12,4.63,0.1356,0.002,APF
2459056.689488,12.00,5.43,0.1336,0.002,APF
2459059.694697,1.18,5.13,0.1305,0.002,APF
2459060.688763,5.22,4.81,0.1380,0.002,APF
2459062.686977,-11.04,4.57,0.1350,0.002,APF
2459064.691845,-9.61,4.55,0.1394,0.002,APF
2459068.919019,4.65,1.95,0.1342,0.001,HIRES
2459069.690635,-1.99,4.43,0.1250,0.002,APF
2459071.809262,10.60,5.31,0.1339,0.002,APF
2459072.863408,10.37,5.47,0.1313,0.002,APF
2459077.674458,1.34,5.82,0.1352,0.002,APF
2459087.812513,-3.74,1.76,0.1324,0.001,HIRES
2459089.903514,-0.60,1.39,0.1284,0.001,HIRES
2459101.813214,-3.83,1.41,0.1289,0.001,HIRES
2459119.734954,-9.37,1.36,0.1290,0.001,HIRES
2459122.845189,-5.46,1.43,0.1285,0.001,HIRES
2459123.787653,-1.87,1.28,0.1324,0.001,HIRES
2459205.015883,-2.69,5.32,0.1463,0.002,APF
2459228.956557,2.48,7.13,0.1327,0.002,APF
2459253.878889,2.31,6.39,0.1144,0.002,APF
2459269.170923,6.75,1.73,0.1398,0.001,HIRES
2459274.892411,-5.70,5.48,0.1381,0.002,APF
2459296.157153,12.04,1.85,0.1401,0.001,HIRES
2459297.159043,10.47,1.89,0.1298,0.001,HIRES
2459300.044953,6.51,1.67,0.1413,0.001,HIRES
2459301.960605,8.56,4.22,0.1360,0.002,APF
2459323.878638,7.21,5.13,0.1293,0.002,APF
2459344.938060,-18.30,5.52,0.1349,0.002,APF
2459353.852180,1.12,1.49,0.1412,0.001,HIRES
2459358.921121,5.90,1.51,0.1454,0.001,HIRES
2459367.966762,-7.57,2.19,0.1455,0.001,HIRES
2459368.784140,-0.68,2.37,0.1469,0.001,HIRES
2459373.812675,3.03,1.50,0.1417,0.001,HIRES
2459381.988123,-1.62,1.51,0.1448,0.001,HIRES
2459384.915750,0.71,1.41,0.1469,0.001,HIRES
2459385.924615,-4.60,1.27,0.1479,0.001,HIRES
2459386.858944,3.36,1.36,0.1440,0.001,HIRES
2459387.875898,-6.62,1.72,0.1431,0.001,HIRES
2459389.902237,-0.19,1.46,0.1427,0.001,HIRES
2459395.923934,2.78,1.40,0.1481,0.001,HIRES
2459399.888121,0.99,1.33,0.1458,0.001,HIRES
2459405.003223,-2.40,1.39,0.1463,0.001,HIRES
2459406.032280,-3.14,1.55,0.1468,0.001,HIRES
2459406.914719,-4.64,1.49,0.1434,0.001,HIRES
2459408.980389,-3.70,1.45,0.1448,0.001,HIRES
2459409.986968,-4.50,1.47,0.1450,0.001,HIRES
2459411.805420,-5.96,2.06,0.1477,0.001,HIRES
2459412.982772,1.31,1.56,0.1467,0.001,HIRES
2459415.019448,-0.86,1.86,0.1464,0.001,HIRES
2459420.850856,-5.67,1.55,0.1476,0.001,HIRES
2459422.916164,-16.68,1.43,0.1478,0.001,HIRES
2459441.922365,-7.58,1.40,0.1429,0.001,HIRES
2459446.885936,-6.33,1.95,0.1471,0.001,HIRES
2459449.853864,-1.80,1.42,0.1433,0.001,HIRES
2459450.886588,0.08,1.41,0.1447,0.001,HIRES
2459451.889079,-0.58,1.41,0.1466,0.001,HIRES
2459456.862977,-0.09,1.51,0.1439,0.001,HIRES
2459478.726775,1.09,1.77,0.1441,0.001,HIRES
2459482.837651,8.11,1.33,0.1459,0.001,HIRES
2459483.759814,5.20,1.47,0.1405,0.001,HIRES
2459484.713723,0.94,1.42,0.1444,0.001,HIRES
2459489.740924,-0.19,1.40,0.1434,0.001,HIRES
2459498.703771,-4.12,1.29,0.1435,0.001,HIRES
2459504.760983,0.38,1.37,0.1447,0.001,HIRES
2459506.696673,-3.19,1.40,0.1396,0.001,HIRES
2459508.701716,-2.00,1.45,0.1410,0.001,HIRES
2459513.720908,-4.22,1.47,0.1399,0.001,HIRES
2459516.688636,-2.42,1.42,0.1404,0.001,HIRES
2459541.690691,7.06,1.82,0.1381,0.001,HIRES
2459542.692547,7.32,1.59,0.1394,0.001,HIRES
2459543.689461,8.50,1.73,0.1402,0.001,HIRES
2459550.076687,0.26,5.77,0.1259,0.002,APF
2459560.058672,14.05,5.39,0.1259,0.002,APF
2459590.950148,3.43,7.92,0.1605,0.002,APF
2459593.176138,4.02,2.15,0.1139,0.001,HIRES
2459598.036910,-1.97,4.42,0.1507,0.002,APF
2459603.040549,-5.55,4.64,0.1230,0.002,APF
2459605.934229,5.97,5.05,0.1328,0.002,APF
2459609.902491,1.89,6.23,0.1329,0.002,APF
2459626.167671,4.64,1.88,0.1422,0.001,HIRES
2459640.023373,5.57,4.64,0.1347,0.002,APF
2459647.054464,-5.77,4.43,0.1402,0.002,APF
2459655.028954,-22.79,6.76,0.1545,0.002,APF
2459655.162695,2.72,1.77,0.1394,0.001,HIRES
2459657.159707,9.55,1.87,0.1404,0.001,HIRES
2459663.942218,-3.95,4.36,0.1403,0.002,APF
2459669.025622,3.44,5.87,0.1208,0.002,APF
2459670.974189,7.27,4.59,0.1316,0.002,APF
2459672.159459,6.81,1.81,0.1415,0.001,HIRES
