2459686.945339,-0.59,4.87,0.1328,0.002,APF
2459694.865820,-11.67,5.08,0.1307,0.002,APF
2459695.048796,1.48,1.83,0.1417,0.001,HIRES
2459700.885871,0.44,6.32,0.1263,0.002,APF
2459705.947481,11.09,4.69,0.1413,0.002,APF
2459711.874557,2.62,5.19,0.1402,0.002,APF
2459715.989668,2.23,1.63,0.1399,0.001,HIRES
2459718.905715,11.56,5.64,0.1233,0.002,APF
2459729.850851,-3.31,6.00,0.1313,0.002,APF
2459737.842897,-6.69,6.26,0.1321,0.002,APF
2459739.853041,1.33,1.48,0.1461,0.001,HIRES
2459742.857202,-1.64,5.21,0.1356,0.002,APF
2459749.857366,-3.02,4.48,0.1339,0.002,APF
2459760.813549,-2.84,4.33,0.1378,0.002,APF
2459767.906009,-3.74,4.80,0.1229,0.002,APF
2459769.978880,-6.72,1.44,0.1443,0.001,HIRES
2459772.906585,-0.11,5.60,0.1410,0.002,APF
2459782.882587,5.81,4.98,0.1282,0.002,APF
2459787.873372,-0.73,5.56,0.1298,0.002,APF
2459790.922827,-13.96,9.16,0.1214,0.002,APF
2459792.835881,2.76,1.43,0.1447,0.001,HIRES
2459826.782407,-2.13,2.17,0.1498,0.001,HIRES
2460043.074770,-8.08,2.66,0.1434,0.001,HIRES
