2458852.80172,19374.4,21.9,TOI-1478,CHIRON1
2458854.79441,19353.2,17.0,TOI-1478,CHIRON1
2458857.78705,19426.7,13.4,TOI-1478,CHIRON1
2458866.57793,19330.5,18.7,TOI-1478,CHIRON1
2458874.89572,19356.5,32.3,TOI-1478,CHIRON1
2458876.65005,19278.1,26.7,TOI-1478,CHIRON1
2458877.71624,19385.0,15.0,TOI-1478,CHIRON1
2458880.73001,19465.4,13.1,TOI-1478,CHIRON1
2458884.76504,19308.9,22.6,TOI-1478,CHIRON1
2458886.72676,19363.2,16.8,TOI-1478,CHIRON1
2458888.68463,19424.8,12.5,TOI-1478,CHIRON1
2458890.68066,19480.9,22.0,TOI-1478,CHIRON1
2458893.71706,19344.6,22.1,TOI-1478,CHIRON1
2458897.68543,19385.4,23.2,TOI-1478,CHIRON1
2458899.72093,19440.9,19.1,TOI-1478,CHIRON1
2458906.65027,19323.0,20.1,TOI-1478,CHIRON1
2458908.65532,19421.0,18.7,TOI-1478,CHIRON1
2458910.70128,19345.3,16.3,TOI-1478,CHIRON1
2458912.63351,19405.0,15.6,TOI-1478,CHIRON1
2458913.61857,19342.8,31.9,TOI-1478,CHIRON1
2458914.65319,19292.3,42.1,TOI-1478,CHIRON1
2458915.67698,19323.6,20.6,TOI-1478,CHIRON1
2458916.68554,19296.5,20.1,TOI-1478,CHIRON1
2458917.59662,19337.4,28.3,TOI-1478,CHIRON1
2458918.59659,19361.1,19.7,TOI-1478,CHIRON1
2458919.58636,19405.6,12.2,TOI-1478,CHIRON1
2458920.53375,19488.2,24.7,TOI-1478,CHIRON1
2458920.55146,19499.3,22.5,TOI-1478,CHIRON1
2458921.56941,19499.8,29.8,TOI-1478,CHIRON1
2458922.55123,19484.1,20.8,TOI-1478,CHIRON1
2458924.54504,19327.6,25.6,TOI-1478,CHIRON1
2458875.60994,20738.5,22.0,TOI-1478,CORALIE
2458904.63309,20764.2,19.9,TOI-1478,CORALIE
2458880.62387,20921.4,24.3,TOI-1478,CORALIE
2458886.73153,20769.4,14.3,TOI-1478,CORALIE
2458889.64998,20884.3,18.5,TOI-1478,CORALIE
2458891.57383,20898.3,21.3,TOI-1478,CORALIE
2458894.61978,20764.7,25.1,TOI-1478,CORALIE
2458896.61082,20772.6,26.1,TOI-1478,CORALIE
2458898.76973,20866.5,21.8,TOI-1478,CORALIE
2458900.75324,20904.5,24.0,TOI-1478,CORALIE
2458907.58601,20812.2,16.6,TOI-1478,CORALIE
2458902.54908,20857.2,19.2,TOI-1478,CORALIE
2458918.56928,20874.1,24.0,TOI-1478,CORALIE
2458924.57245,20795.6,13.3,TOI-1478,CORALIE
2458910.73537,20910.3,7.5,TOI-1478,FEROS
2458915.72299,20733.1,7.5,TOI-1478,FEROS
2458921.59907,20909.4,10.5,TOI-1478,FEROS
2458925.63513,20739.6,7.2,TOI-1478,FEROS
2458927.57429,20788.7,7.0,TOI-1478,FEROS
2458928.61419,20825.5,6.4,TOI-1478,FEROS
2458929.59990,20860.3,6.4,TOI-1478,FEROS
2458930.61647,20884.6,8.2,TOI-1478,FEROS
2458829.86525,67.4,27.6,TOI-1478,TRES
2458833.96527,-193.2,24.1,TOI-1478,TRES
2458912.81019,-35.8,31.5,TOI-1478,TRES
2458913.76762,-30.3,27.2,TOI-1478,TRES
2458915.67646,-105.1,29.8,TOI-1478,TRES
2458923.76794,-60.6,26.5,TOI-1478,TRES
2458924.70977,-104.8,24.1,TOI-1478,TRES
2459144.01566,116.0,19.9,TOI-1478,TRES
2459184.83629,19502.0,24.0,TOI-1478,CHIRON2
2459192.82474,19389.0,27.0,TOI-1478,CHIRON2
2459198.72068,19388.0,21.0,TOI-1478,CHIRON2
2459208.78765,19417.0,21.0,TOI-1478,CHIRON2
2459210.78081,19341.0,23.0,TOI-1478,CHIRON2
