2453123.34896,105.08000,7.43000,nan,nan,nan,nan,nan,nan,AJT,
2453124.38461,85.34000,11.09000,nan,nan,nan,nan,nan,nan,AJT,
2453125.40163,72.24000,9.95000,nan,nan,nan,nan,nan,nan,AJT,
2453126.40637,91.46000,12.92000,nan,nan,nan,nan,nan,nan,AJT,
2453189.38619,-86.71000,9.32000,nan,nan,nan,nan,nan,nan,AJT,
2453193.43348,-140.78000,15.46000,nan,nan,nan,nan,nan,nan,AJT,
2453234.41553,-110.55000,11.18000,nan,nan,nan,nan,nan,nan,AJT,
2453236.34554,-65.43000,14.54000,nan,nan,nan,nan,nan,nan,AJT,
2453238.61269,-79.66000,15.01000,nan,nan,nan,nan,nan,nan,AJT,
2453251.37833,14.36000,7.73000,nan,nan,nan,nan,nan,nan,AJT,
2453301.52032,99.85000,5.88000,nan,nan,nan,nan,nan,nan,AJT,
2453302.45459,88.70000,7.43000,nan,nan,nan,nan,nan,nan,AJT,
2453303.59585,120.72000,14.98000,nan,nan,nan,nan,nan,nan,AJT,
2453390.50417,-120.54000,11.75000,nan,nan,nan,nan,nan,nan,AJT,
2453419.65887,45.57000,13.40000,nan,nan,nan,nan,nan,nan,AJT,
2453420.33117,40.07000,8.11000,nan,nan,nan,nan,nan,nan,AJT,
2453460.36499,64.99000,9.53000,nan,nan,nan,nan,nan,nan,AJT,
2453461.36543,66.52000,10.70000,nan,nan,nan,nan,nan,nan,AJT,
2453477.30507,18.02000,7.13000,nan,nan,nan,nan,nan,nan,AJT,
2453477.31665,12.94000,8.68000,nan,nan,nan,nan,nan,nan,AJT,
2453481.39295,6.01000,7.29000,nan,nan,nan,nan,nan,nan,AJT,
2453482.33315,-8.85000,6.55000,nan,nan,nan,nan,nan,nan,AJT,
2453483.33230,-9.94000,5.83000,nan,nan,nan,nan,nan,nan,AJT,
2453484.34020,-9.12000,7.54000,nan,nan,nan,nan,nan,nan,AJT,
2453599.34397,92.59000,8.01000,nan,nan,nan,nan,nan,nan,AJT,
2453627.43619,48.95000,7.24000,nan,nan,nan,nan,nan,nan,AJT,
2453633.52473,34.30000,7.01000,nan,nan,nan,nan,nan,nan,AJT,
2453633.52894,26.92000,7.02000,nan,nan,nan,nan,nan,nan,AJT,
2453654.29881,-77.45000,8.84000,nan,nan,nan,nan,nan,nan,AJT,
2453654.61195,-70.65000,7.78000,nan,nan,nan,nan,nan,nan,AJT,
2453655.28380,-54.55000,9.20000,nan,nan,nan,nan,nan,nan,AJT,
2453655.56811,-67.12000,7.02000,nan,nan,nan,nan,nan,nan,AJT,
2453656.28928,-49.87000,10.50000,nan,nan,nan,nan,nan,nan,AJT,
2453656.58450,-85.58000,5.80000,nan,nan,nan,nan,nan,nan,AJT,
2453657.28338,-87.84000,7.14000,nan,nan,nan,nan,nan,nan,AJT,
2453657.59390,-86.29000,7.85000,nan,nan,nan,nan,nan,nan,AJT,
2453750.47060,85.62000,9.73000,nan,nan,nan,nan,nan,nan,AJT,
2453751.53214,72.02000,7.74000,nan,nan,nan,nan,nan,nan,AJT,
2453786.27513,59.49000,6.48000,nan,nan,nan,nan,nan,nan,AJT,
2453899.37359,43.58000,9.75000,nan,nan,nan,nan,nan,nan,AJT,
2453900.34720,97.07000,10.77000,nan,nan,nan,nan,nan,nan,AJT,
2453901.36942,50.58000,17.22000,nan,nan,nan,nan,nan,nan,AJT,
2453904.35995,112.97000,16.96000,nan,nan,nan,nan,nan,nan,AJT,
2453904.40572,79.03000,13.74000,nan,nan,nan,nan,nan,nan,AJT,
2453905.35496,114.71000,13.37000,nan,nan,nan,nan,nan,nan,AJT,
2453905.52542,61.39000,10.39000,nan,nan,nan,nan,nan,nan,AJT,
2454018.48257,-53.35000,6.50000,nan,nan,nan,nan,nan,nan,AJT,
2454041.68789,13.09000,9.80000,nan,nan,nan,nan,nan,nan,AJT,
2454041.70038,11.51000,6.77000,nan,nan,nan,nan,nan,nan,AJT,
2454052.40845,61.57000,7.79000,nan,nan,nan,nan,nan,nan,AJT,
2454134.60264,-74.57000,11.37000,nan,nan,nan,nan,nan,nan,AJT,
2454134.61111,-85.48000,7.21000,nan,nan,nan,nan,nan,nan,AJT,
2454136.40675,-96.73000,8.35000,nan,nan,nan,nan,nan,nan,AJT,
2454155.56245,-92.16000,8.29000,nan,nan,nan,nan,nan,nan,AJT,
2454186.28060,-24.96000,6.88000,nan,nan,nan,nan,nan,nan,AJT,
2454248.36708,93.64000,8.71000,nan,nan,nan,nan,nan,nan,AJT,
2454337.56733,-114.32000,8.47000,nan,nan,nan,nan,nan,nan,AJT,
2454338.48605,-97.49000,11.97000,nan,nan,nan,nan,nan,nan,AJT,
2457332.29993,-31.97158,3.67766,10.52074,163.03310,5.45813,nan,nan,nan,HIDESF1,
2457391.99166,55.31091,3.73399,10.41757,176.49223,10.54714,nan,nan,nan,HIDESF1,
2457394.12757,60.31574,3.62757,10.50522,175.10831,7.93137,nan,nan,nan,HIDESF1,
2457400.92786,49.00266,4.29248,10.44055,195.60687,10.97132,nan,nan,nan,HIDESF1,
2457424.02090,-7.06900,4.05802,10.55700,198.37490,10.54400,nan,nan,nan,HIDESF1,
2457426.04682,4.30041,3.73270,10.46638,174.87653,8.78188,nan,nan,nan,HIDESF1,
2457441.95114,-60.61966,4.29456,10.49647,180.21546,10.97860,nan,nan,nan,HIDESF1,
2457475.96475,-39.82732,3.52085,10.45146,163.06481,9.06850,nan,nan,nan,HIDESF1,
2457626.30769,-112.67929,3.68134,10.49296,163.05296,8.61418,nan,nan,nan,HIDESF1,
2457658.33664,-19.47156,3.52593,10.45369,162.59416,6.09123,nan,nan,nan,HIDESF1,
2457676.24740,63.88101,3.19372,10.45660,169.44462,6.36171,nan,nan,nan,HIDESF1,
2457692.16307,40.90239,3.57129,10.74031,167.30995,7.24318,nan,nan,nan,HIDESF1,
2457722.16345,8.20882,3.89206,10.48595,158.88509,6.63255,nan,nan,nan,HIDESF1,
2457743.24436,-16.39183,4.40721,10.47969,128.65165,8.27402,nan,nan,nan,HIDESF1,
2457760.02809,-64.98527,3.18947,10.50346,139.86275,6.26375,nan,nan,nan,HIDESF1,
2457791.04834,-34.00805,5.53664,10.52100,197.97652,19.00600,nan,nan,nan,HIDESF1,
2457837.96243,38.40390,5.18658,10.41844,131.94813,11.68342,nan,nan,nan,HIDESF1,
2457950.26685,-54.62676,4.60703,10.48199,192.84849,10.98206,nan,nan,nan,HIDESF1,
2457986.18354,51.25268,4.31701,10.56207,181.83920,11.39420,nan,nan,nan,HIDESF1,
2457992.18492,64.00703,6.66919,10.60640,152.05949,20.53297,nan,nan,nan,HIDESF1,
2457993.27293,53.05173,3.86919,10.51213,144.34184,6.62998,nan,nan,nan,HIDESF1,
2458036.10613,35.37531,3.43233,10.51483,136.31190,5.49536,nan,nan,nan,HIDESF1,
2458059.03362,-27.68535,3.74853,10.50971,134.66214,5.51254,nan,nan,nan,HIDESF1,
2458084.23932,-51.32831,5.00042,10.44345,137.32711,10.45476,nan,nan,nan,HIDESF1,
2458491.16121,99.90116,4.62137,10.93630,159.03274,7.50007,nan,nan,nan,HIDESF2,
2458530.93875,-10.21890,7.96640,10.98740,189.35753,19.91357,nan,nan,nan,HIDESF2,
2458546.99130,-59.27226,5.60072,10.82193,133.45622,8.79800,nan,nan,nan,HIDESF2,
2458553.91244,-106.62855,3.86686,10.77153,136.51107,6.58904,nan,nan,nan,HIDESF2,
2458705.22664,-18.26049,10.89583,10.88173,90.53458,9.62936,nan,nan,nan,HIDESF2,
2458706.23676,-71.56921,5.54795,10.78023,97.35488,4.69483,nan,nan,nan,HIDESF2,
2458752.26619,30.25839,4.83041,10.84571,147.01588,6.18271,nan,nan,nan,HIDESF2,
2458797.28940,68.19447,4.64880,10.87759,127.58012,5.67753,nan,nan,nan,HIDESF2,
2458851.09571,-21.00828,7.58439,10.64210,183.14829,29.70940,nan,nan,nan,HIDESF2,
2458884.04273,-61.34305,10.01752,10.62019,199.77643,16.08560,nan,nan,nan,HIDESF2,
2459125.20281,55.78898,4.85213,10.55844,162.23888,10.03893,nan,nan,nan,HIDESF2,
2459167.11389,-46.36077,5.29969,10.64451,127.15434,6.97726,nan,nan,nan,HIDESF2,
2459191.17261,-69.16490,5.48837,10.60129,158.63476,13.23614,nan,nan,nan,HIDESF2,
2459275.98909,107.98085,11.17765,10.69265,137.35822,36.17575,nan,nan,nan,HIDESF2,
2459276.96659,114.42034,6.42644,10.66293,194.64032,10.97640,nan,nan,nan,HIDESF2,
