51478.05023,-119.70,4.51,143,6
51479.05762,-196.64,8.67,87,6
51481.04877,-209.06,5.62,123,6
51482.04785,-154.86,10.18,67,6
51483.06348,-184.98,7.68,84,6
51497.06195,-388.63,4.48,149,6
51501.06445,-464.23,6.72,105,6
51505.06555,-509.74,5.07,130,6
51508.03566,-440.06,5.69,125,6
51517.05209,-225.27,4.60,144,6
51534.06152,-57.47,4.48,200,6
51535.07715,-49.08,4.96,161,6
51536.04419,-41.78,4.70,187,6
51536.95703,-32.18,5.56,137,6
51540.04199,-30.35,5.04,157,6
51581.91008,36.49,5.87,114,6
51607.87622,43.56,3.84,186,6
51627.74414,17.63,5.16,198,6
51655.74732,8.15,6.95,110,6
51698.72266,-32.90,5.64,140,6
51838.05566,36.95,7.16,88,6
51861.04492,25.83,4.08,243,6
51880.06152,22.68,6.68,98,6
51905.97559,16.14,6.18,117,6
51945.96094,-7.36,4.59,235,6
51971.85156,-47.34,6.45,129,6
51991.74707,-138.89,6.47,124,6
51998.73438,-221.59,5.83,155,6
52000.81250,-215.08,5.74,143,6
52012.76660,-426.14,6.31,130,6
52028.70312,-216.08,7.11,109,6
52033.73828,-124.41,5.25,177,6
52040.70801,-61.57,4.29,253,6
52057.69095,21.36,6.25,119,6
52215.06055,-27.94,5.03,144,6
52221.05664,-38.64,5.93,134,6
52257.08203,-232.02,6.43,114,6
52263.04849,-305.65,4.47,158,6
52267.97754,-398.06,4.10,216,8
52278.02930,-462.67,8.85,93,6
52278.99905,-414.09,4.86,178,6
52292.98563,-120.19,5.19,161,6
52293.96830,-119.61,3.93,223,6
52294.95500,-88.33,4.13,204,6
52299.82519,-42.56,4.34,249,8
52306.87423,-3.83,4.05,212,6
52314.87012,23.14,6.52,127,6
52315.86133,19.94,5.52,179,6
52316.94243,38.68,5.60,134,6
52333.91113,28.00,4.78,235,6
52335.86231,32.67,4.56,187,8
52338.82324,23.75,4.57,221,6
52345.85436,56.79,4.19,205,6
52601.02074,84.31,4.80,117,8
52607.06225,64.32,2.74,213,8
52658.95529,51.32,3.48,197,8
52687.83496,49.24,4.86,291,8
52706.80136,21.14,3.79,177,8
52723.82120,47.15,4.51,143,8
52991.04590,2.78,3.72,241,8
53009.98144,-91.64,4.08,154,8
53019.01953,-142.53,6.32,99,8
53020.92969,-112.66,7.06,86,8
53021.96709,-150.95,4.55,140,8
53069.79102,-33.84,4.62,132,8
53078.75748,29.15,3.87,148,8
53079.78260,24.14,3.80,162,8
53081.78223,16.50,4.88,112,8
53101.76953,49.18,4.58,130,8
53107.76953,76.30,4.99,131,8
53155.69336,69.42,4.26,163,8
53339.02734,19.11,4.76,120,8
53362.99776,61.72,4.51,141,8
53363.95329,64.34,4.34,175,8
53383.95549,59.58,7.64,68,8
53384.96749,73.81,4.76,123,8
53386.95109,73.18,4.30,131,8
53392.86439,75.05,3.99,183,8
53402.92879,66.01,3.90,158,8
53437.85215,64.57,3.85,157,8
53438.79968,68.26,4.20,159,8
53439.79456,58.15,3.33,182,8
53460.77629,49.43,3.91,162,8
53515.71668,-32.57,4.57,158,8
53744.97441,14.86,4.25,171,8
53752.98128,-7.03,6.71,82,8
53755.89178,-0.32,4.05,172,8
53868.74039,76.78,4.53,205,8
53869.72385,79.52,4.68,152,8
54074.06332,-430.51,4.00,192,8
54099.09406,0.00,5.22,117,8
54103.97866,7.39,4.36,162,8
54133.91624,79.12,4.44,153,8
54134.86237,84.03,4.19,160,8
54169.85455,81.86,4.10,173,8
54196.77273,65.20,4.33,161,8
54219.77281,78.05,4.67,150,8
54220.79313,79.77,4.67,146,8
54255.72205,28.58,4.76,145,8
54434.03067,71.19,5.27,109,8
54547.90606,-24.22,4.24,143,8
54574.79154,-271.94,4.09,157,8
54606.70500,-39.54,4.95,133,8
54609.70276,-9.49,4.94,160,8
54784.03642,8.09,4.73,141,8
54785.06815,2.57,5.09,127,8
54845.01149,-428.16,3.54,231,8
54846.09978,-402.45,3.42,260,8
54863.97034,-40.06,5.62,195,8
54864.91229,-34.07,5.29,251,8
54865.95568,-42.69,5.87,239,8
55172.06969,51.76,5.70,256,8
55228.83913,65.78,7.96,185,8
55312.73238,-47.04,4.87,196,8
55577.93221,-82.77,4.56,248,8
55602.86229,-307.15,4.41,261,8
55603.87716,-327.69,5.19,205,8
53709.89685,93.4,11.8,HET,
53723.85367,57.9,8.7,HET,
53727.84573,70.0,9.0,HET,
53734.81973,64.1,9.1,HET,
53736.82101,60.8,9.9,HET,
53738.03441,76.6,9.8,HET,
53738.81040,76.7,9.6,HET,
53742.79299,66.5,9.0,HET,
53746.81778,51.1,8.7,HET,
53751.78379,53.7,10.7,HET,
53753.78381,45.4,8.7,HET,
53755.76218,47.2,9.2,HET,
53757.77181,35.1,9.1,HET,
53797.64834,-165.1,10.0,HET,
53809.62700,-353.0,8.7,HET,
53837.77709,1.2,7.9,HET,
53866.70329,97.6,7.5,HET,
53868.68562,100.3,13.0,HET,
53875.66956,102.4,11.6,HET,
53883.65837,114.7,6.5,HET,
53890.63954,107.9,7.1,HET,
53893.63138,125.0,7.2,HET,
54050.96453,-137.3,7.5,HET,
54052.96762,-160.3,6.9,HET,
54056.94785,-197.9,7.6,HET,
54063.93165,-327.2,7.9,HET,
54073.91476,-438.1,9.1,HET,
54122.01243,102.1,9.5,HET,
54129.74491,94.8,10.1,HET,
54160.66031,98.0,9.6,HET,
54163.66643,89.0,10.0,HET,
54165.88148,98.8,15.3,HET,
54421.94999,75.7,8.1,HET,
53690.03080,262.2,7.7,2.7m,
53805.87856,-129.3,7.1,2.7m,
53806.73923,-130.0,8.9,2.7m,
53807.83562,-188.4,10.8,2.7m,
53809.79691,-198.1,7.8,2.7m,
53840.78664,168.0,9.8,2.7m,
53864.76543,203.8,8.9,2.7m,
53911.61226,252.5,9.3,2.7m,
54068.94214,-240.7,8.7,2.7m,
