2451987.2705,-6.0990,4.0858,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452016.1508,26.5832,5.3649,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452033.0790,0.2943,3.9783,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452043.0306,26.5429,3.6468,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452271.2775,-23.4049,3.5729,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452313.2631,4.5862,4.0805,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452335.3003,-12.1028,5.0003,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452382.0748,6.3465,5.9260,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452592.3677,-0.5840,5.8858,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452652.2036,-16.7198,3.3039,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452678.2405,-21.4842,4.8701,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452707.2498,-7.6039,4.7397,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452736.1338,10.4600,5.2531,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452756.0850,2.1329,4.5897,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452780.9830,30.4027,7.7558,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452781.9883,21.6039,6.6179,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452782.9973,24.7071,5.4506,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452974.3261,-27.4774,3.5216,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452991.3013,-4.6013,3.9236,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452999.3256,-24.0832,4.3355,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453024.1745,-1.7296,3.4508,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453366.2360,0.6246,3.6364,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453745.2432,-38.1403,3.4431,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454089.3921,-13.2176,3.9281,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454461.3910,37.6777,3.2369,9.4125,240.4028,8.5154,0.1555,0.0276,1.0000,313.2284,HIDESS,
2454588.0514,9.7350,4.3582,9.4790,202.1864,8.1295,0.1304,0.0259,1.0000,370.9955,HIDESS,
2454855.3139,17.4178,4.0430,9.4690,170.3255,5.3839,0.1336,0.0169,1.0000,444.1487,HIDESS,
2455189.3348,13.1745,3.9778,9.4317,189.9732,7.3770,0.1099,0.0197,1.0000,356.0261,HIDESS,
2455326.0690,0.3833,3.4415,9.4088,227.5388,6.3374,0.1106,0.0220,1.0000,427.9488,HIDESS,
2455548.3431,14.4819,4.0643,9.4025,184.1776,6.3519,nan,nan,nan,390.0938,HIDESS,
2455628.1930,-2.1742,4.0281,9.4270,183.5572,6.3050,0.0919,0.0196,1.0000,380.1844,HIDESS,
2455658.1052,-19.3311,4.7013,9.3950,226.2838,11.2405,0.1031,0.0350,1.0000,250.4693,HIDESS,
2455668.0718,-15.6950,2.7300,nan,nan,nan,nan,nan,nan,560.2509,HIDESF1,
2455668.1596,-8.2446,3.2165,9.7031,148.3880,5.7783,nan,nan,nan,413.3961,HIDESF1,
2455669.0672,-22.3653,3.7031,9.7005,135.6181,6.6607,nan,nan,nan,292.8994,HIDESF1,
2455672.0680,-12.6675,3.2947,9.7055,159.8613,5.8373,nan,nan,nan,373.1420,HIDESF1,
2455672.1578,6.9146,3.0479,9.7298,148.3797,5.7284,nan,nan,nan,409.2472,HIDESF1,
2455695.0899,-14.8749,2.8619,9.7541,162.6351,7.4602,nan,nan,nan,379.3378,HIDESF1,
2455696.0497,-21.9578,2.8218,9.7394,185.9675,7.3427,nan,nan,nan,402.0066,HIDESF1,
2455696.0975,-27.5239,2.9264,9.7364,152.7107,7.7561,nan,nan,nan,346.3042,HIDESF1,
2455696.9810,-22.8144,3.0874,9.7399,169.2538,6.5057,nan,nan,nan,357.3253,HIDESF1,
2455699.0745,-16.0870,2.7858,9.7628,179.9122,7.6050,nan,nan,nan,367.5125,HIDESF1,
2455700.0451,-2.5112,2.9262,9.7386,176.5401,7.4049,nan,nan,nan,385.4160,HIDESF1,
2455701.0112,-5.4717,2.8460,9.7346,164.9735,7.0805,nan,nan,nan,374.1469,HIDESF1,
2455701.0792,-25.0251,3.0557,9.7298,148.4967,6.7614,nan,nan,nan,330.4052,HIDESF1,
2455919.3724,-1.0297,3.6182,9.3749,185.9628,4.9288,0.1542,0.0166,1.0000,475.9997,HIDESS,
2455938.4028,12.1932,3.8728,9.3936,180.9811,7.4212,0.1159,0.0327,1.0000,296.4850,HIDESS,
2455943.2978,15.8875,3.8749,9.4366,189.0348,7.1203,0.1250,0.0191,1.0000,383.8746,HIDESS,
2455976.1951,20.2189,3.9443,9.4499,190.8010,5.2420,0.1499,0.0172,1.0000,464.9313,HIDESS,
2456414.0452,-13.5471,4.3308,9.3890,182.0529,10.8446,0.0632,0.0252,1.0000,250.3829,HIDESS,
2456416.0356,-6.5679,3.6795,9.4146,194.4135,6.0871,0.1183,0.0208,1.0000,399.1090,HIDESS,
2456420.0353,-21.6187,3.5349,9.4123,181.4837,5.1480,0.0919,0.0186,1.0000,362.8750,HIDESS,
2456444.0166,-1.7418,2.7551,9.7803,164.1541,5.8895,nan,nan,nan,438.4674,HIDESF1,
2456448.0401,-1.7429,4.4135,9.3705,224.4016,10.6425,0.1968,0.0843,1.0000,251.4866,HIDESS,
2456451.0162,-26.3901,4.4693,9.3890,229.2302,11.9404,0.1566,0.0478,1.0000,250.7971,HIDESS,
2456596.3407,-0.7383,3.6260,9.7386,159.5796,8.0416,nan,nan,nan,303.1746,HIDESF1,
2456627.2967,-5.7717,3.0251,9.7632,149.6551,7.3310,nan,nan,nan,343.7209,HIDESF1,
2456639.2688,-2.6609,3.4707,9.7765,159.6041,8.0392,nan,nan,nan,274.6065,HIDESF1,
2456664.2247,-14.4088,3.1484,9.8060,171.2927,8.0164,nan,nan,nan,327.3124,HIDESF1,
2456673.2372,-0.5483,3.3441,9.8045,170.6652,7.9293,nan,nan,nan,339.1338,HIDESF1,
2456679.3456,15.0031,3.4096,9.8318,156.7841,6.7036,nan,nan,nan,348.5466,HIDESF1,
2456732.0483,-2.6536,3.2931,9.7772,181.6577,7.4761,nan,nan,nan,355.3317,HIDESF1,
2456734.0427,-0.7577,3.0829,9.7962,171.0469,6.5448,nan,nan,nan,388.2199,HIDESF1,
2456787.0565,-3.2250,3.0566,9.7330,162.1454,7.2251,nan,nan,nan,335.5061,HIDESF1,
2456799.0680,-0.5855,4.3185,9.3941,207.9848,8.6845,0.0256,0.0102,1.0000,249.1948,HIDESS,
2456991.2614,14.0028,3.0146,9.7497,152.6460,6.8649,nan,nan,nan,341.1458,HIDESF1,
2457005.2691,1.7331,2.8462,9.7505,173.0409,7.2312,nan,nan,nan,379.3958,HIDESF1,
2457006.2865,-2.1208,3.3262,9.7113,134.9701,8.0158,nan,nan,nan,276.0341,HIDESF1,
2457017.3271,8.1259,3.1248,9.7176,154.3332,8.0394,nan,nan,nan,333.9930,HIDESF1,
2457046.2599,2.7996,3.5517,9.3688,171.3467,4.7770,0.1395,0.0155,1.0000,484.0350,HIDESS,
2457054.1906,19.0144,3.3456,9.7832,170.4279,9.6463,nan,nan,nan,313.5290,HIDESF1,
2457068.3404,10.1063,3.7602,9.7146,164.9274,9.8023,nan,nan,nan,254.1130,HIDESF1,
2457069.2277,5.7880,4.9543,9.8294,160.6622,14.5231,nan,nan,nan,189.1324,HIDESF1,
2457135.0528,21.8632,4.0106,9.4783,182.0021,5.1759,0.1462,0.0159,1.0000,476.8961,HIDESS,
2457140.1050,-3.2990,3.5455,9.8309,148.8150,7.4061,nan,nan,nan,336.0008,HIDESF1,
2457174.0042,21.0690,2.7752,9.8070,161.0244,5.7798,nan,nan,nan,411.0366,HIDESF1,
