2455939.69948,31.18031,0.00233,6.45633,0.01199,-4.6990,0.0180
2455939.76024,31.17814,0.00212,6.46445,0.01966,-4.7188,0.0173
2455940.57499,31.18283,0.00251,6.46592,0.01956,-4.6982,0.0210
2455940.68929,31.17833,0.00271,6.45650,0.03679,-4.7789,0.0283
2455940.79456,31.18415,0.00215,6.46568,0.01359,-4.7204,0.0180
2455941.56490,31.18294,0.00241,6.45065,0.01822,-4.7635,0.0245
2455941.66870,31.18832,0.00184,6.45273,0.02814,-4.7365,0.0137
2455941.77024,31.18890,0.00199,6.45558,0.02559,-4.7510,0.0169
2455942.56139,31.17631,0.00263,6.45472,0.01846,-4.6730,0.0191
2455942.67696,31.17626,0.00167,6.45427,0.02055,-4.7071,0.0095
2455942.78412,31.17705,0.00247,6.45564,0.03818,-4.7222,0.0221
2455943.56090,31.17020,0.00239,6.44767,0.02167,-4.7187,0.0215
2455943.66570,31.16834,0.00199,6.44649,0.02202,-4.7482,0.0163
2455943.76867,31.17497,0.00177,6.45494,0.02110,-4.7508,0.0152
2455944.56671,31.17690,0.00213,6.44517,0.02596,-4.7237,0.0180
2455944.66911,31.17499,0.00216,6.44351,0.02340,-4.7166,0.0167
2455944.77370,31.17966,0.00185,6.44134,0.02035,-4.7206,0.0150
2455945.56098,31.18232,0.00238,6.45457,0.01149,-4.7319,0.0221
2455945.66736,31.18053,0.00213,6.45674,0.01439,-4.7275,0.0178
2455945.77208,31.17698,0.00221,6.44160,0.02874,-4.7497,0.0213
2455946.55742,31.17466,0.00222,6.44724,0.00971,-4.7694,0.0214
2455946.66311,31.17309,0.00176,6.45013,0.01661,-4.7358,0.0131
2455946.76840,31.17567,0.00209,6.45653,0.01566,-4.7467,0.0181
2455947.54531,31.17707,0.00223,6.45981,0.02810,-4.7581,0.0210
2455947.66174,31.18084,0.00179,6.45909,0.01563,-4.7334,0.0133
2455947.76281,31.18561,0.00191,6.46437,0.02390,-4.7700,0.0185
2455948.55706,31.18901,0.00217,6.46402,0.01550,-4.7355,0.0188
2455948.66364,31.19692,0.00163,6.46248,0.02318,-4.7389,0.0114
2455948.76718,31.19676,0.00175,6.46623,0.02778,-4.7548,0.0157
2455949.55411,31.18631,0.00247,6.46951,0.02427,-4.8253,0.0283
2455949.65555,31.19076,0.00187,6.46200,0.02620,-4.7545,0.0149
2455949.75824,31.19305,0.00245,6.46655,0.03246,-4.7434,0.0243
2455950.56227,31.17601,0.00168,6.46236,0.03281,-4.7404,0.0130
2455950.66816,31.17590,0.00175,6.45419,0.01683,-4.7400,0.0131
2455950.76859,31.17096,0.00177,6.45464,0.02764,-4.7633,0.0163
2455951.54884,31.17391,0.00182,6.43438,0.03045,-4.7528,0.0158
2455951.65576,31.17223,0.00207,6.43799,0.02989,-4.7971,0.0188
2455951.75704,31.17219,0.00246,6.44706,0.02311,-4.7875,0.0271
2455952.56523,31.17963,0.00204,6.44030,0.01523,-4.7580,0.0187
2455952.77021,31.18059,0.00225,6.44565,0.02541,-4.7385,0.0225
2455953.55597,31.17395,0.00182,6.43480,0.01000,-4.7119,0.0146
2455953.68468,31.17475,0.00195,6.45180,0.00298,-4.7323,0.0152
2455953.76300,31.18222,0.00268,6.44616,0.02591,-4.7364,0.0272
2455954.55404,31.17790,0.00181,6.44536,0.00875,-4.7410,0.0154
2455954.63792,31.18295,0.00168,6.46153,0.01177,-4.7168,0.0118
2455955.55847,31.18862,0.00189,6.46166,0.02000,-4.7413,0.0161
2455955.63894,31.19331,0.00165,6.46554,0.01452,-4.7438,0.0120
2455955.73279,31.19476,0.00179,6.44739,0.00867,-4.7347,0.0148
2455956.62463,31.19811,0.00156,6.46579,0.02657,-4.7147,0.0106
2455956.72897,31.19191,0.00192,6.47400,0.02364,-4.7015,0.0149
2455957.64372,31.18164,0.00206,6.47184,0.02857,-4.7539,0.0179
2455958.56684,31.18091,0.00192,6.47635,0.02301,-4.7447,0.0163
2455958.65850,31.18392,0.00201,6.47078,0.02216,-4.7459,0.0171
2455958.71729,31.18374,0.00201,6.47376,0.02909,-4.6738,0.0158
2455959.55361,31.18266,0.00205,6.48019,0.01837,-4.7103,0.0164
2455959.64103,31.18817,0.00201,6.46959,0.02289,-4.7087,0.0149
2455959.72214,31.18793,0.00210,6.46640,0.02085,-4.7060,0.0177
2455960.54986,31.18993,0.00180,6.48016,0.02823,-4.6961,0.0133
2455960.64222,31.18652,0.00182,6.48139,0.01905,-4.6868,0.0124
2455960.71808,31.18327,0.00202,6.47342,0.03245,-4.6930,0.0161
2455961.57133,31.17531,0.00190,6.46406,0.01978,-4.7245,0.0148
2455961.71143,31.17428,0.00177,6.47095,0.01987,-4.7172,0.0140
2455962.54203,31.18283,0.00239,6.48479,0.01274,-4.7236,0.0204
2455962.63340,31.18606,0.00209,6.47948,0.02189,-4.7266,0.0166
2455962.72313,31.17570,0.00249,6.47445,0.01550,-4.7286,0.0235
2455963.55846,31.18712,0.00187,6.48049,0.01961,-4.7051,0.0135
2455963.64853,31.18517,0.00163,6.47868,0.02397,-4.6832,0.0101
2455963.70438,31.18517,0.00184,6.47691,0.02248,-4.6987,0.0143
2455964.55809,31.18475,0.00195,6.48780,0.03089,-4.7172,0.0148
2455964.62532,31.18077,0.00224,6.48025,0.02273,-4.7404,0.0182
2455964.70360,31.17426,0.00272,6.47958,0.03171,-4.7357,0.0249
2454527.543878,31.1818,0.0015,6.4648,0.0035,0.0258,0.0030,-4.6646,0.0059
2454530.604318,31.1732,0.0015,6.4666,0.0035,0.0309,0.0030,-4.6736,0.0063
2454550.503296,31.1972,0.0021,6.4621,0.0049,0.0191,0.0042,-4.6269,0.0116
2454775.819119,31.1881,0.0022,6.5028,0.0052,0.0340,0.0044,-4.5847,0.0103
2454776.758450,31.1848,0.0028,6.4981,0.0066,0.0317,0.0056,-4.5702,0.0151
2454777.761675,31.1817,0.0020,6.4993,0.0047,0.0400,0.0040,-4.6251,0.0102
2454778.754586,31.1734,0.0016,6.4875,0.0038,0.0241,0.0032,-4.5877,0.0071
2454779.750679,31.1750,0.0022,6.4969,0.0052,0.0252,0.0044,-4.6391,0.0117
2454780.754792,31.1805,0.0026,6.4915,0.0061,0.0278,0.0052,-4.5494,0.0128
2454789.829872,31.1878,0.0016,6.5050,0.0038,0.0235,0.0032,-4.6037,0.0068
2454790.802989,31.1914,0.0021,6.5096,0.0049,0.0148,0.0042,-4.6447,0.0117
2454791.810991,31.1990,0.0019,6.5131,0.0045,0.0214,0.0038,-4.5960,0.0087
2454792.809988,31.1933,0.0018,6.5316,0.0042,0.0264,0.0036,-4.6105,0.0083
2454793.827734,31.1855,0.0018,6.5291,0.0042,0.0225,0.0036,-4.5999,0.0078
2454794.800626,31.1901,0.0017,6.5329,0.0040,0.0309,0.0034,-4.5987,0.0074
2454795.809029,31.1835,0.0022,6.5225,0.0052,0.0231,0.0044,-4.5687,0.0101
2454796.836494,31.1756,0.0017,6.5295,0.0040,0.0210,0.0034,-4.5706,0.0069
2454797.803411,31.1787,0.0017,6.5220,0.0040,0.0336,0.0034,-4.5931,0.0069
2454798.806092,31.1925,0.0025,6.5168,0.0059,0.0379,0.0050,-4.6300,0.0145
2454799.776987,31.1926,0.0019,6.5064,0.0045,0.0278,0.0038,-4.6129,0.0091
2454799.864538,31.1977,0.0025,6.4690,0.0059,0.0278,0.0050,-4.6267,0.0142
2454800.759086,31.1880,0.0021,6.4832,0.0049,0.0379,0.0042,-4.5987,0.0104
2454800.846162,31.1857,0.0016,6.4987,0.0038,0.0362,0.0032,-4.5825,0.0067
2454801.753036,31.1832,0.0015,6.4882,0.0035,0.0353,0.0030,-4.6097,0.0062
2454801.839649,31.1851,0.0015,6.4922,0.0035,0.0392,0.0030,-4.6100,0.0065
2454802.748385,31.1854,0.0020,6.4764,0.0047,0.0216,0.0040,-4.6389,0.0108
2454802.843308,31.1835,0.0016,6.4793,0.0038,0.0328,0.0032,-4.6340,0.0073
2454803.752610,31.1815,0.0018,6.4812,0.0042,0.0292,0.0036,-4.6480,0.0093
2454803.834177,31.1789,0.0020,6.4811,0.0047,0.0194,0.0040,-4.6384,0.0111
2454804.755468,31.1782,0.0025,6.4783,0.0059,0.0187,0.0050,-4.6712,0.0153
2454804.834245,31.1847,0.0019,6.4894,0.0045,0.0246,0.0038,-4.6637,0.0104
2454805.777470,31.1970,0.0021,6.4914,0.0049,0.0115,0.0042,-4.6622,0.0116
2454805.850494,31.2039,0.0024,6.4902,0.0056,0.0202,0.0048,-4.6645,0.0145
2454806.764734,31.2044,0.0018,6.4970,0.0042,0.0211,0.0036,-4.6659,0.0098
2454806.844413,31.2036,0.0022,6.5003,0.0052,0.0187,0.0044,-4.5884,0.0112
2454807.728119,31.1937,0.0018,6.5033,0.0042,0.0230,0.0036,-4.6484,0.0087
2454807.826352,31.1965,0.0017,6.5042,0.0040,0.0215,0.0034,-4.6372,0.0084
2454825.736813,31.1916,0.0013,6.4712,0.0031,0.0241,0.0026,-4.6173,0.0053
2454826.739453,31.1943,0.0014,6.4814,0.0033,0.0154,0.0028,-4.6372,0.0056
2454827.726165,31.2018,0.0014,6.4919,0.0033,0.0145,0.0028,-4.6300,0.0055
2454828.736070,31.2160,0.0017,6.5082,0.0040,0.0136,0.0034,-4.6462,0.0082
2454829.735395,31.2057,0.0020,6.5080,0.0047,0.0203,0.0040,-4.5906,0.0094
2454830.724394,31.1881,0.0018,6.5219,0.0042,0.0333,0.0036,-4.5798,0.0072
2454831.710289,31.1788,0.0066,6.4794,0.0155,0.0314,0.0132,-4.7112,0.0559
2454831.728761,31.1753,0.0019,6.5141,0.0045,0.0229,0.0038,-4.5731,0.0079
2454832.725234,31.1865,0.0030,6.5149,0.0070,0.0270,0.0060,-4.5826,0.0154
2454833.734170,31.1892,0.0021,6.5046,0.0049,0.0263,0.0042,-4.6322,0.0101
2454834.753950,31.2003,0.0015,6.5311,0.0035,0.0256,0.0030,-4.6106,0.0064
2454847.596797,31.1890,0.0017,6.4744,0.0040,0.0290,0.0034,-4.6204,0.0076
2454847.693890,31.1908,0.0018,6.4815,0.0042,0.0364,0.0036,-4.6069,0.0078
2454847.756817,31.1909,0.0015,6.4918,0.0035,0.0365,0.0030,-4.6376,0.0068
2454848.600709,31.1846,0.0015,6.4631,0.0035,0.0240,0.0030,-4.6154,0.0060
2454848.682235,31.1792,0.0013,6.4774,0.0031,0.0339,0.0026,-4.6198,0.0051
2454848.759062,31.1758,0.0016,6.4780,0.0038,0.0253,0.0032,-4.6320,0.0073
2454849.594019,31.1835,0.0014,6.4840,0.0033,0.0271,0.0028,-4.6309,0.0056
2454849.671887,31.1786,0.0015,6.4729,0.0035,0.0189,0.0030,-4.5915,0.0061
