2459280.55765,84.5,81.3,TOI-2497,CHIRON
2459285.54815,0.0,77.2,TOI-2497,CHIRON
2459288.54083,539.0,143.3,TOI-2497,CHIRON
2459292.53929,-228.0,122.5,TOI-2497,CHIRON
2459295.49167,-367.6,98.7,TOI-2497,CHIRON
2459302.47861,95.2,89.8,TOI-2497,CHIRON
2459305.47627,-39.6,129.6,TOI-2497,CHIRON
2459305.48556,-190.3,90.5,TOI-2497,CHIRON
2459308.47429,526.7,111.4,TOI-2497,CHIRON
2459529.77497,-240.9,77.5,TOI-2497,CHIRON
2459533.76509,314.7,94.6,TOI-2497,CHIRON
2459537.75149,-261.9,106.8,TOI-2497,CHIRON
2459542.77602,194.6,124.9,TOI-2497,CHIRON
2459551.75732,-121.5,111.8,TOI-2497,CHIRON
2459555.76735,306.0,96.1,TOI-2497,CHIRON
2459559.71057,-204.7,81.9,TOI-2497,CHIRON
2459562.64790,-28.6,110.6,TOI-2497,CHIRON
2459565.64288,283.1,128.5,TOI-2497,CHIRON
2459593.64775,69.9,150.7,TOI-2497,CHIRON
2459596.60687,385.0,76.0,TOI-2497,CHIRON
2459599.65496,-9.7,66.3,TOI-2497,CHIRON
2459603.57070,-46.4,66.5,TOI-2497,CHIRON
2459606.56471,244.3,70.6,TOI-2497,CHIRON
2459656.51014,-240.8,65.6,TOI-2497,CHIRON
2459660.51656,210.8,58.6,TOI-2497,CHIRON
2459664.48588,-67.0,32.2,TOI-2497,CHIRON
2459266.607781,112.3,99.2,TOI-2497,TRES
2459271.812986,-634.1,71.0,TOI-2497,TRES
2459273.684378,-627.6,111.9,TOI-2497,TRES
2459274.716008,-567.2,104.0,TOI-2497,TRES
2459275.677996,-247.3,135.6,TOI-2497,TRES
2459276.744448,-119.7,60.1,TOI-2497,TRES
2459277.659970,69.3,53.3,TOI-2497,TRES
2459279.672883,-178.4,106.2,TOI-2497,TRES
2459280.681242,-568.2,71.3,TOI-2497,TRES
2459299.725365,-257.1,76.5,TOI-2497,TRES
2459301.664488,-275.2,80.9,TOI-2497,TRES
2459302.678406,-655.8,79.1,TOI-2497,TRES
2459571.803234,-572.6,44.7,TOI-2497,TRES
2459575.818713,20.5,98.6,TOI-2497,TRES
2459576.919419,-30.2,53.6,TOI-2497,TRES
2459581.875100,-514.3,59.7,TOI-2497,TRES
2459583.899523,-437.6,69.6,TOI-2497,TRES
2459584.847591,-76.3,80.7,TOI-2497,TRES
2459585.839874,38.3,52.1,TOI-2497,TRES
2459279.908926,56275.1,271.6,TOI-2497,MINERVA_T3
2459279.930637,55736.4,316.4,TOI-2497,MINERVA_T3
2459300.888165,55956.6,278.0,TOI-2497,MINERVA_T3
2459300.909853,56124.7,327.0,TOI-2497,MINERVA_T3
2459303.897307,55594.3,193.0,TOI-2497,MINERVA_T3
2459303.919006,55804.3,269.3,TOI-2497,MINERVA_T3
2459304.894491,55683.6,320.0,TOI-2497,MINERVA_T3
2459304.916202,55213.4,204.6,TOI-2497,MINERVA_T3
2459481.261865,56087.8,248.1,TOI-2497,MINERVA_T3
2459481.283615,56211.5,229.6,TOI-2497,MINERVA_T3
2459482.258559,55713.4,319.3,TOI-2497,MINERVA_T3
2459482.280263,55530.5,373.0,TOI-2497,MINERVA_T3
2459504.223682,56216.0,348.4,TOI-2497,MINERVA_T3
2459504.245455,56013.7,311.1,TOI-2497,MINERVA_T3
2459533.143307,56577.0,377.0,TOI-2497,MINERVA_T3
2459533.165068,56176.4,301.7,TOI-2497,MINERVA_T3
2459535.203808,55571.2,247.7,TOI-2497,MINERVA_T3
2459535.225569,56210.8,300.8,TOI-2497,MINERVA_T3
2459559.130828,56136.0,284.8,TOI-2497,MINERVA_T3
2459559.152530,55342.7,86.4,TOI-2497,MINERVA_T3
2459279.908926,56306.8,220.7,TOI-2497,MINERVA_T4
2459279.930637,55779.1,417.0,TOI-2497,MINERVA_T4
2459504.223682,56250.9,316.1,TOI-2497,MINERVA_T4
2459504.245455,56451.2,362.2,TOI-2497,MINERVA_T4
2459518.237168,56089.1,366.6,TOI-2497,MINERVA_T4
2459518.258940,55946.6,271.1,TOI-2497,MINERVA_T4
2459532.184476,55857.8,277.6,TOI-2497,MINERVA_T4
2459532.206237,56061.6,177.5,TOI-2497,MINERVA_T4
2459533.143307,56722.8,288.6,TOI-2497,MINERVA_T4
2459533.165068,56101.1,401.2,TOI-2497,MINERVA_T4
2459535.203808,56230.0,347.8,TOI-2497,MINERVA_T4
2459535.225569,55744.0,147.1,TOI-2497,MINERVA_T4
2459559.130828,55786.6,162.7,TOI-2497,MINERVA_T4
2459559.152530,56218.3,297.8,TOI-2497,MINERVA_T4
2459279.908926,56143.4,458.9,TOI-2497,MINERVA_T5
2459279.930637,56219.4,301.1,TOI-2497,MINERVA_T5
2459300.888165,56073.4,272.4,TOI-2497,MINERVA_T5
2459300.909853,56103.0,329.8,TOI-2497,MINERVA_T5
2459303.897307,55983.7,223.3,TOI-2497,MINERVA_T5
2459303.919006,56504.6,275.4,TOI-2497,MINERVA_T5
2459304.894491,56032.3,338.7,TOI-2497,MINERVA_T5
2459304.916202,56260.5,275.1,TOI-2497,MINERVA_T5
2459314.877010,56064.2,421.2,TOI-2497,MINERVA_T5
2459314.898721,56091.2,327.6,TOI-2497,MINERVA_T5
2459279.908926,56019.7,340.9,TOI-2497,MINERVA_T6
2459279.930637,56021.6,249.0,TOI-2497,MINERVA_T6
2459300.888165,56324.0,214.4,TOI-2497,MINERVA_T6
2459300.909853,54889.9,449.7,TOI-2497,MINERVA_T6
2459303.897307,55590.3,322.4,TOI-2497,MINERVA_T6
2459303.919006,56088.4,326.0,TOI-2497,MINERVA_T6
2459304.894491,55993.2,230.2,TOI-2497,MINERVA_T6
2459304.916202,56421.8,357.6,TOI-2497,MINERVA_T6
2459314.877011,56060.3,230.6,TOI-2497,MINERVA_T6
2459314.898722,56123.2,358.5,TOI-2497,MINERVA_T6
2459481.261865,56455.5,359.2,TOI-2497,MINERVA_T6
2459481.283615,56572.3,397.6,TOI-2497,MINERVA_T6
2459482.258559,55724.9,290.0,TOI-2497,MINERVA_T6
2459482.280263,55934.1,357.8,TOI-2497,MINERVA_T6
2459491.235628,56485.5,442.4,TOI-2497,MINERVA_T6
2459491.257377,56760.8,507.8,TOI-2497,MINERVA_T6
2459492.251453,56292.1,258.3,TOI-2497,MINERVA_T6
2459492.273180,56672.8,396.6,TOI-2497,MINERVA_T6
