54366.3748,-70.117,0.006,-0.001,HIP109600,SOPHIE
55402.6067,-69.929,0.007,0.004,HIP109600,SOPHIE
55429.5443,-69.955,0.007,0.004,HIP109600,SOPHIE
55431.4808,-69.974,0.007,0.011,HIP109600,SOPHIE
55437.4482,-69.943,0.010,0.019,HIP109600,SOPHIE
55439.5125,-69.967,0.007,-0.006,HIP109600,SOPHIE
55448.4803,-69.986,0.007,0.005,HIP109600,SOPHIE
55468.3536,-70.012,0.006,0.010,HIP109600,SOPHIE
55479.3781,-70.043,0.007,0.006,HIP109600,SOPHIE
55484.4070,-70.067,0.006,0.007,HIP109600,SOPHIE
55489.2477,-70.061,0.009,0.029,HIP109600,SOPHIE
55495.4214,-70.079,0.007,-0.001,HIP109600,SOPHIE
55523.3842,-70.143,0.009,-0.006,HIP109600,SOPHIE
55702.6035,-70.034,0.007,-0.009,HIP109600,SOPHIE
55756.5074,-70.100,0.013,-0.007,HIP109600,SOPHIE+
55756.5154,-70.094,0.008,-0.011,HIP109600,SOPHIE+
55760.5506,-70.096,0.004,0.004,HIP109600,SOPHIE+
55785.5456,-70.062,0.004,0.014,HIP109600,SOPHIE+
55793.5420,-70.035,0.004,0.002,HIP109600,SOPHIE+
55797.5027,-70.017,0.004,0.005,HIP109600,SOPHIE+
55804.5678,-69.995,0.004,-0.006,HIP109600,SOPHIE+
55813.4397,-69.970,0.004,-0.008,HIP109600,SOPHIE+
55825.4553,-69.935,0.004,-0.002,HIP109600,SOPHIE+
55840.4112,-69.907,0.004,-0.015,HIP109600,SOPHIE+
55843.3734,-69.906,0.010,-0.043,HIP109600,SOPHIE+
55852.3709,-69.899,0.004,0.002,HIP109600,SOPHIE+
55876.3504,-69.902,0.004,-0.009,HIP109600,SOPHIE+
55901.2543,-69.927,0.005,0.000,HIP109600,SOPHIE+
55929.2294,-69.985,0.006,-0.009,HIP109600,SOPHIE+
56834.5664,-69.950,0.005,0.012,HIP109600,SOPHIE+
56859.5785,-69.987,0.004,-0.007,HIP109600,SOPHIE+
56860.6145,-69.985,0.004,0.007,HIP109600,SOPHIE+
56861.6056,-69.990,0.004,-0.006,HIP109600,SOPHIE+
56862.5433,-69.987,0.004,0.003,HIP109600,SOPHIE+
