2455255.7322,-2.96,1.03,0.2681,0.03949,17240,
2455427.74325,10.5,1.19,0.1453,0.0298,20808,
2455853.59631,-3.87,1.2,0.1457,0.03015,29319,
2456139.71964,6.04,1.26,0.1408,0.03059,34033,
2456150.73734,1.68,1.34,0.1459,0.03024,17527,
2456507.78955,-8.57,1.22,0.1407,0.03049,33751,
2456551.68262,-0.75,1.8,0.1522,-1,23658,
2456556.69412,-3.99,1.44,0.1589,0.031,16623,
2456867.80008,7.54,1.35,0.153,0.02991,29091,
2456883.72837,7.57,1.15,0.1475,0.03002,41296,
2457198.88933,-1.32,1.2,0.1479,0.02977,33208,
2457205.83287,0.43,1.3,0.1532,0.02989,40291,
2457258.62318,3.76,1.32,0.1588,0.03054,27175,
2457259.74463,0,1.32,0.1558,0.03054,21843,
2457321.59187,14.24,1.2,0.1562,0.02954,24402,
2457529.88662,6.59,1.25,0.1457,0.0302,23762,
2457554.90868,10.2,1.21,0.1586,0.03064,21573,
2457614.76154,-1.31,1.13,0.1468,0.03049,36335,
2457620.6494,0.09,1.32,0.1514,-1,20191,
2458266.85745,-0.13,1.11,-1,-1,16288,
2458270.89806,-4.68,1.14,-1,-1,22104,
2458293.82287,-5.82,1.3,-1,-1,18573,
2458329.77738,-11.74,1.08,-1,-1,7636,
2458329.78116,-12.28,1.24,-1,-1,7132,
2458416.55692,-15.24,1.17,-1,-1,7138,
2458416.5608,-13.7,1.22,-1,-1,7617,
