55828.6738,-12.407,0.005,0.022,HD35759,SOPHIE+
55837.6450,-12.449,0.004,0.016,HD35759,SOPHIE+
55840.6595,-12.473,0.004,0.023,HD35759,SOPHIE+
55843.6378,-12.491,0.005,0.002,HD35759,SOPHIE+
55847.6348,-12.512,0.006,0.005,HD35759,SOPHIE+
55865.6479,-12.623,0.004,0.024,HD35759,SOPHIE+
55980.3857,-12.438,0.006,0.019,HD35759,SOPHIE+
55990.2980,-12.398,0.006,0.038,HD35759,SOPHIE+
55997.3636,-12.423,0.005,0.009,HD35759,SOPHIE+
56016.3018,-12.538,0.005,0.015,HD35759,SOPHIE+
56016.3077,-12.535,0.004,0.023,HD35759,SOPHIE+
56018.3128,-12.531,0.004,0.025,HD35759,SOPHIE+
56024.3437,-12.589,0.004,0.014,HD35759,SOPHIE+
56025.3385,-12.601,0.008,-0.003,HD35759,SOPHIE+
56025.3423,-12.593,0.005,0.023,HD35759,SOPHIE+
56029.3316,-12.607,0.004,0.018,HD35759,SOPHIE+
56032.3191,-12.638,0.005,0.032,HD35759,SOPHIE+
56035.3223,-12.662,0.005,0.002,HD35759,SOPHIE+
56040.3165,-12.705,0.005,0.024,HD35759,SOPHIE+
56050.3231,-12.741,0.006,0.022,HD35759,SOPHIE+
56176.6586,-12.505,0.005,0.034,HD35759,SOPHIE+
56179.6378,-12.526,0.004,0.034,HD35759,SOPHIE+
56186.6410,-12.562,0.003,0.019,HD35759,SOPHIE+
56202.6736,-12.674,0.003,0.009,HD35759,SOPHIE+
56213.5547,-12.747,0.005,0.015,HD35759,SOPHIE+
56217.6286,-12.723,0.005,0.019,HD35759,SOPHIE+
56224.6193,-12.555,0.006,0.000,HD35759,SOPHIE+
56229.6597,-12.425,0.005,0.015,HD35759,SOPHIE+
56230.6974,-12.426,0.005,0.015,HD35759,SOPHIE+
56297.4795,-12.738,0.005,0.014,HD35759,SOPHIE+
56370.3524,-12.706,0.004,0.029,HD35759,SOPHIE+
56554.6712,-12.549,0.005,0.010,HD35759,SOPHIE+
56559.6337,-12.429,0.005,0.013,HD35759,SOPHIE+
56586.6098,-12.489,0.005,0.023,HD35759,SOPHIE+
56609.6952,-12.630,0.005,0.001,HD35759,SOPHIE+
56616.5700,-12.684,0.007,-0.011,HD35759,SOPHIE+
56617.5495,-12.693,0.005,0.015,HD35759,SOPHIE+
56628.4347,-12.739,0.005,0.020,HD35759,SOPHIE+
56638.4140,-12.499,0.008,0.017,HD35759,SOPHIE+
56638.4235,-12.503,0.006,0.009,HD35759,SOPHIE+
56640.4337,-12.457,0.005,0.022,HD35759,SOPHIE+
56641.3709,-12.432,0.004,0.021,HD35759,SOPHIE+
56643.5555,-12.416,0.004,0.016,HD35759,SOPHIE+
56649.6833,-12.396,0.006,0.037,HD35759,SOPHIE+
56654.5266,-12.402,0.005,0.015,HD35759,SOPHIE+
56672.5400,-12.511,0.006,0.017,HD35759,SOPHIE+
56680.2895,-12.553,0.005,0.005,HD35759,SOPHIE+
56702.4642,-12.722,0.006,0.039,HD35759,SOPHIE+
56706.4133,-12.741,0.005,0.000,HD35759,SOPHIE+
56708.3443,-12.734,0.006,0.016,HD35759,SOPHIE+
56710.2933,-12.749,0.005,0.032,HD35759,SOPHIE+
56711.2985,-12.738,0.005,0.009,HD35759,SOPHIE+
56734.4161,-12.401,0.004,0.034,HD35759,SOPHIE+
56735.4244,-12.406,0.005,0.007,HD35759,SOPHIE+
56754.3045,-12.503,0.005,0.014,HD35759,SOPHIE+
56757.3164,-12.518,0.005,0.010,HD35759,SOPHIE+
56777.3165,-12.650,0.007,0.030,HD35759,SOPHIE+
56783.3354,-12.698,0.006,-0.015,HD35759,SOPHIE+
56793.3294,-12.744,0.007,0.024,HD35759,SOPHIE+
56794.3296,-12.730,0.007,0.023,HD35759,SOPHIE+
56794.3390,-12.730,0.003,0.017,HD35759,SOPHIE+
56807.3730,-12.426,0.006,0.009,HD35759,SOPHIE+
56887.6265,-12.450,0.005,0.025,HD35759,SOPHIE+
56887.6295,-12.457,0.004,0.024,HD35759,SOPHIE+
56962.5418,-12.669,0.003,0.024,HD35759,SOPHIE+
56963.5782,-12.636,0.003,0.017,HD35759,SOPHIE+
56968.5071,-12.485,0.005,-0.000,HD35759,SOPHIE+
56969.6477,-12.468,0.005,0.003,HD35759,SOPHIE+
56999.5378,-12.476,0.006,0.024,HD35759,SOPHIE+
57066.3261,-12.411,0.004,0.024,HD35759,SOPHIE+
57089.4273,-12.525,0.005,0.015,HD35759,SOPHIE+
