6364.6606,28.386,0.014,-0.082,COR.
6365.6744,28.566,0.012,-0.053,COR.
6368.7145,28.752,0.013,-0.030,COR.
6371.6720,28.405,0.013,-0.027,COR.
6410.4762,28.523,0.019,-0.057,COR.
6438.4853,28.487,0.009,-0.062,COR.
6442.4977,28.760,0.008,-0.040,COR.
6444.5289,28.722,0.011,-0.055,COR.
6450.5074,28.336,0.010,-0.069,COR.
6469.4597,28.443,0.012,-0.048,COR.
6300.5794,28.968,0.006,-0.028,SOPH.
6329.6172,28.752,0.010,-0.057,SOPH.
6330.5262,28.906,0.010,-0.009,SOPH.
6331.5802,28.898,0.011,-0.035,SOPH.
6361.4814,28.918,0.006,-0.023,SOPH.
6363.5205,29.018,0.006,-0.059,SOPH.
6377.3614,28.964,0.014,-0.036,SOPH.
6378.3721,28.647,0.013,-0.020,SOPH.
6401.4142,28.646,0.007,-0.045,SOPH.
6403.3674,28.737,0.011,-0.035,SOPH.
6423.3975,28.989,0.013,-0.080,SOPH.
