2456168.845738,-55.7,20.4
2456550.715116,-20.1,14.4
2456505.652784,-44.0,24.7
2456819.715672,-21.5,14.2
2457915.758285,86.2,18.7
2457947.833167,94.4,15.4
2458361.659771,164.6,14.8
2458275.664125,162.2,29.1
2458275.852719,144.1,17.4
2458688.779819,334.2,20.0
2458688.794808,336.7,21.9
2458749.720638,-155.1,17.4
2459099.705648,-161.5,19.0
2459032.680500,-150.8,20.1
2459034.808069,-155.9,20.5
2459414.648842,-140.0,17.9
2459386.838067,-134.3,21.8
2458218.683338,-27465.0,5.0
2458261.513262,-27419.0,3.0
2458302.640720,-27341.0,2.0
2458605.583622,-27194.7,14.8
2458655.461851,-27146.5,10.9
2458756.445025,-27864.7,10.3
2458991.576209,-27671.1,10.6
2459122.374551,-27788.0,7.8
