2454433.544769,-1.50827,0.00450,8.58580,-0.02483,CORALIE
2454434.572228,-1.59145,0.00420,8.54145,-0.02438,CORALIE
2454435.576714,-1.69089,0.00454,8.56146,-0.00619,CORALIE
2454439.527071,-1.37548,0.00698,8.55780,-0.04127,CORALIE
2454440.537123,-1.39927,0.00411,8.56601,-0.02084,CORALIE
2454441.566653,-1.48223,0.00435,8.55922,-0.02511,CORALIE
2454442.567759,-1.57706,0.00407,8.57528,-0.02442,CORALIE
2454443.537919,-1.66701,0.00413,8.55014,-0.00614,CORALIE
2454444.545379,-1.76067,0.00431,8.54853,-0.00674,CORALIE
2454445.541798,-1.81520,0.00392,8.57812,-0.01582,CORALIE
2454446.536748,-1.72864,0.00376,8.56274,-0.02484,CORALIE
2454446.630617,-1.69458,0.00443,8.57474,-0.02450,CORALIE
2454447.535435,-1.43479,0.00415,8.57867,-0.02036,CORALIE
2454447.635913,-1.41365,0.00449,8.55777,-0.02189,CORALIE
2454449.572230,-1.46026,0.00499,8.57169,-0.03046,CORALIE
2454450.537125,-1.56552,0.00444,8.55491,-0.03704,CORALIE
2454453.538249,-1.81461,0.00361,8.57366,-0.03333,CORALIE
2454454.538258,-1.75393,0.00395,8.59817,-0.02432,CORALIE
2454454.606597,-1.74445,0.00364,8.59956,-0.02800,CORALIE
2454455.537689,-1.44786,0.00409,8.57857,-0.01815,CORALIE
2454455.614685,-1.43897,0.00378,8.57437,-0.01849,CORALIE
2454720.638690,-1.61408,0.00412,8.59747,-0.02344,CORALIE
2454722.698683,-1.76885,0.00377,8.56892,-0.03236,CORALIE
2454724.627329,-1.47141,0.00396,8.60087,-0.03455,CORALIE
2454730.692373,-1.77391,0.00374,8.55284,-0.02348,CORALIE
2454760.617310,-1.53155,0.00368,8.54638,-0.02140,CORALIE
2454761.663775,-1.62408,0.00386,8.55855,-0.01889,CORALIE
2454762.689811,-1.70212,0.00386,8.54997,-0.01944,CORALIE
2454763.530963,-1.75120,0.00412,8.58263,-0.02004,CORALIE
2454763.749977,-1.75623,0.00436,8.57298,-0.01921,CORALIE
2454764.537728,-1.69703,0.00531,8.58937,-0.02371,CORALIE
2454764.711779,-1.66047,0.00611,8.54650,-0.02648,CORALIE
2454765.560614,-1.40988,0.00452,8.59006,-0.03128,CORALIE
2454765.733438,-1.36627,0.00523,8.58276,-0.02004,CORALIE
2454766.666456,-1.33404,0.00400,8.59992,-0.03556,CORALIE
2454814.560796,-1.38839,0.00537,8.54309,-0.03631,CORALIE
2454818.534407,-1.60104,0.00383,8.57351,-0.02124,CORALIE
2454823.564765,-1.32530,0.00405,8.57589,-0.01721,CORALIE
2454824.562762,-1.36892,0.00387,8.59372,-0.03826,CORALIE
2454825.545205,-1.46834,0.00448,8.58769,-0.01575,CORALIE
2454826.540911,-1.55850,0.00444,8.59116,-0.01635,CORALIE
2454827.552497,-1.66391,0.00425,8.59869,-0.02286,CORALIE
2454828.545172,-1.75702,0.00533,8.58090,-0.00223,CORALIE
2454829.568077,-1.73034,0.00455,8.58372,-0.01812,CORALIE
2454830.566228,-1.48944,0.00422,8.60216,-0.01787,CORALIE
2454982.882492,-1.66167,0.00464,8.59972,-0.00379,CORALIE
2455005.870376,-1.52268,0.00452,8.56536,-0.01996,CORALIE
2455006.845893,-1.62031,0.00457,8.57396,-0.04454,CORALIE
2454743.612231,-1.43482,0.00136,7.26427,-0.01043,HARPS,,
2454743.774423,-1.45461,0.00117,7.27112,-0.00681,HARPS,,
2454744.482242,-1.51994,0.00232,7.25550,-0.01910,HARPS,,
2454744.488457,-1.52495,0.00215,7.26288,-0.01305,HARPS,,
2454744.492311,-1.52060,0.00213,7.26447,-0.02137,HARPS,,
2454744.496188,-1.52373,0.00206,7.25723,-0.01374,HARPS,,
2454744.500054,-1.52446,0.00218,7.26124,-0.01893,HARPS,,
2454744.503862,-1.52367,0.00238,7.26110,-0.00980,HARPS,,
2454744.507623,-1.53071,0.00230,7.25241,-0.01857,HARPS,,
2454744.511570,-1.52752,0.00226,7.26927,-0.01126,HARPS,,
2454744.515331,-1.52594,0.00202,7.25598,-0.01649,HARPS,,
2454744.519173,-1.52763,0.00214,7.25475,-0.01611,HARPS,,
2454744.523120,-1.52629,0.00198,7.26109,-0.00660,HARPS,,
2454744.526812,-1.52460,0.00226,7.25348,-0.00669,HARPS,,
2454744.530770,-1.53278,0.00234,7.26377,-0.02567,HARPS,,
2454744.534613,-1.52837,0.00221,7.25821,-0.01018,HARPS,,
2454744.538328,-1.53478,0.00229,7.25309,-0.00531,HARPS,,
2454744.542205,-1.53184,0.00259,7.25528,-0.01402,HARPS,,
2454744.546082,-1.52850,0.00245,7.24609,-0.01051,HARPS,,
2454744.549913,-1.53204,0.00248,7.24739,-0.00491,HARPS,,
2454744.553721,-1.53167,0.00244,7.23148,-0.02487,HARPS,,
2454744.557552,-1.52929,0.00246,7.25994,-0.01669,HARPS,,
2454744.561498,-1.51809,0.00244,7.24222,-0.01339,HARPS,,
2454744.565271,-1.53140,0.00241,7.24195,-0.00690,HARPS,,
2454744.569102,-1.52534,0.00237,7.25821,-0.00082,HARPS,,
2454744.572910,-1.52469,0.00244,7.24005,-0.00613,HARPS,,
2454744.576741,-1.53087,0.00261,7.25815,-0.01429,HARPS,,
2454744.580583,-1.52966,0.00263,7.24043,-0.00286,HARPS,,
2454744.584414,-1.53090,0.00269,7.25411,-0.01131,HARPS,,
2454744.588291,-1.52407,0.00270,7.25562,-0.01350,HARPS,,
2454744.592469,-1.52049,0.00201,7.25600,-0.01514,HARPS,,
2454744.595976,-1.52215,0.00164,7.25023,-0.01581,HARPS,,
2454744.599853,-1.52087,0.00159,7.26402,-0.00780,HARPS,,
2454744.603545,-1.52328,0.00165,7.26267,-0.01246,HARPS,,
2454744.607584,-1.52534,0.00173,7.26115,-0.02211,HARPS,,
2454744.611427,-1.52055,0.00166,7.26270,-0.00810,HARPS,,
2454744.615188,-1.52046,0.00163,7.26266,-0.00391,HARPS,,
2454744.619031,-1.52121,0.00166,7.26488,-0.01167,HARPS,,
2454744.622873,-1.52017,0.00161,7.26398,-0.01393,HARPS,,
2454744.626715,-1.51914,0.00164,7.26244,-0.01555,HARPS,,
2454744.630477,-1.51958,0.00166,7.25589,-0.01288,HARPS,,
2454744.634400,-1.52239,0.00166,7.25824,-0.01602,HARPS,,
2454744.638231,-1.52247,0.00153,7.25319,-0.01915,HARPS,,
2454744.642004,-1.52246,0.00153,7.25057,-0.01484,HARPS,,
2454744.645893,-1.52371,0.00173,7.24703,-0.01899,HARPS,,
2454744.649839,-1.52149,0.00160,7.25473,-0.01068,HARPS,,
2454744.653566,-1.52094,0.00151,7.25755,-0.00740,HARPS,,
2454744.657409,-1.52386,0.00158,7.25846,-0.01562,HARPS,,
2454744.661286,-1.52177,0.00146,7.24800,-0.00843,HARPS,,
2454744.665117,-1.52466,0.00154,7.24014,-0.01225,HARPS,,
2454744.668913,-1.52449,0.00145,7.24098,-0.00501,HARPS,,
2454744.672755,-1.52772,0.00145,7.25195,-0.01590,HARPS,,
2454744.676667,-1.52910,0.00152,7.25527,-0.00832,HARPS,,
2454744.680544,-1.53822,0.00170,7.24575,-0.00015,HARPS,,
2454744.684306,-1.53703,0.00170,7.25412,-0.00646,HARPS,,
2454744.688125,-1.53930,0.00174,7.25572,-0.01126,HARPS,,
2454744.691933,-1.53934,0.00172,7.26098,-0.00908,HARPS,,
2454744.695914,-1.54244,0.00170,7.24941,-0.01307,HARPS,,
2454744.699606,-1.53920,0.00159,7.25006,-0.01038,HARPS,,
2454744.703495,-1.54028,0.00164,7.25244,-0.02021,HARPS,,
2454744.707221,-1.54440,0.00176,7.25781,-0.01519,HARPS,,
2454744.711203,-1.54296,0.00196,7.25695,-0.00208,HARPS,,
2454744.714976,-1.54136,0.00201,7.25350,-0.00689,HARPS,,
2454744.718969,-1.54297,0.00210,7.24716,-0.00410,HARPS,,
2454744.722776,-1.54311,0.00171,7.26456,-0.01578,HARPS,,
2454744.726607,-1.54603,0.00166,7.25372,-0.01350,HARPS,,
2454744.730403,-1.54368,0.00161,7.25591,-0.01545,HARPS,,
2454744.734246,-1.54610,0.00164,7.25915,-0.00827,HARPS,,
2454744.738042,-1.54476,0.00159,7.25277,-0.00491,HARPS,,
2454744.741826,-1.54689,0.00170,7.25567,-0.00944,HARPS,,
2454744.745738,-1.54431,0.00173,7.25800,-0.01394,HARPS,,
2454744.749616,-1.54529,0.00184,7.26094,-0.00805,HARPS,,
2454744.753423,-1.55129,0.00174,7.25724,-0.00698,HARPS,,
2454744.757185,-1.54764,0.00170,7.26180,-0.01423,HARPS,,
2454744.761097,-1.54785,0.00182,7.26460,-0.01336,HARPS,,
2454744.764939,-1.55014,0.00168,7.26116,-0.01339,HARPS,,
2454744.830492,-1.55429,0.00190,7.26780,-0.02062,HARPS,,
2454745.616084,-1.62728,0.00097,7.26932,-0.01738,HARPS,,
2454745.763428,-1.63897,0.00104,7.26768,-0.01855,HARPS,,
2454746.660855,-1.71161,0.00092,7.26495,-0.01398,HARPS,,
2454792.579669,-1.42668,0.00102,7.28621,-0.00659,HARPS,,
2454806.566155,-1.34102,0.00107,7.26091,-0.01525,HARPS,,
