2455292.854819,-4.82137,0.01129,CORALIE,WASP-42
2455295.797989,-4.71338,0.00935,CORALIE,WASP-42
2455296.777936,-4.77896,0.00937,CORALIE,WASP-42
2455297.792534,-4.84040,0.00939,CORALIE,WASP-42
2455298.798347,-4.80419,0.00973,CORALIE,WASP-42
2455300.787582,-4.72061,0.01126,CORALIE,WASP-42
2455301.826701,-4.76648,0.01179,CORALIE,WASP-42
2455304.712287,-4.72487,0.01232,CORALIE,WASP-42
2455305.703147,-4.71990,0.00925,CORALIE,WASP-42
2455309.736516,-4.72745,0.00946,CORALIE,WASP-42
2455326.711793,-4.76836,0.01152,CORALIE,WASP-42
2455361.464846,-4.74152,0.02269,CORALIE,WASP-42
2455375.637176,-4.72526,0.01417,CORALIE,WASP-42
2455376.551957,-4.78044,0.01719,CORALIE,WASP-42
2455410.544259,-4.70314,0.01253,CORALIE,WASP-42
2455591.808694,-4.85225,0.01182,CORALIE,WASP-42
2455596.741416,-4.84284,0.01173,CORALIE,WASP-42
2455599.776199,-4.73182,0.01245,CORALIE,WASP-42
2455602.860727,-4.79088,0.01054,CORALIE,WASP-42
2455607.697433,-4.81093,0.01191,CORALIE,WASP-42
2455621.873506,-4.82637,0.01092,CORALIE,WASP-42
2455623.658736,-4.72160,0.01740,CORALIE,WASP-42
2455623.896448,-4.72722,0.01259,CORALIE,WASP-42
2455624.655234,-4.68948,0.01411,CORALIE,WASP-42
2455624.876567,-4.71285,0.01520,CORALIE,WASP-42
2455627.643367,-4.80638,0.01629,CORALIE,WASP-42
2455627.896530,-4.77530,0.01370,CORALIE,WASP-42
2455654.553028,-4.69217,0.00472,HARPS,WASP-42
2455655.538493,-4.75331,0.00518,HARPS,WASP-42
2455655.593853,-4.74891,0.00655,HARPS,WASP-42
2455655.602916,-4.75936,0.00638,HARPS,WASP-42
2455655.612129,-4.75945,0.00645,HARPS,WASP-42
2455655.621099,-4.75967,0.00658,HARPS,WASP-42
2455655.630324,-4.74893,0.00603,HARPS,WASP-42
2455655.639201,-4.75229,0.00521,HARPS,WASP-42
2455655.648333,-4.76080,0.00560,HARPS,WASP-42
2455655.657304,-4.75033,0.00559,HARPS,WASP-42
2455655.666447,-4.75723,0.00524,HARPS,WASP-42
2455655.675672,-4.76304,0.00520,HARPS,WASP-42
2455655.684364,-4.76571,0.00538,HARPS,WASP-42
2455655.693589,-4.76148,0.00525,HARPS,WASP-42
2455655.702733,-4.77298,0.00501,HARPS,WASP-42
2455655.711518,-4.76964,0.00520,HARPS,WASP-42
2455655.720743,-4.76582,0.00484,HARPS,WASP-42
2455655.729967,-4.76177,0.00483,HARPS,WASP-42
2455655.738498,-4.76878,0.00490,HARPS,WASP-42
2455655.747722,-4.77017,0.00523,HARPS,WASP-42
2455655.756866,-4.77145,0.00537,HARPS,WASP-42
2455655.765998,-4.77527,0.00577,HARPS,WASP-42
2455655.775223,-4.76386,0.00515,HARPS,WASP-42
2455655.784020,-4.77196,0.00510,HARPS,WASP-42
2455655.793163,-4.77175,0.00562,HARPS,WASP-42
2455655.802122,-4.76761,0.00517,HARPS,WASP-42
2455656.548066,-4.81371,0.00367,HARPS,WASP-42
2455656.874207,-4.81905,0.00427,HARPS,WASP-42
2455657.532220,-4.77308,0.00340,HARPS,WASP-42
2455657.842585,-4.75361,0.00352,HARPS,WASP-42
2455659.537458,-4.68429,0.00550,HARPS,WASP-42
2455659.839836,-4.70663,0.00759,HARPS,WASP-42
2455691.470144,-4.81809,0.00347,HARPS,WASP-42
2455692.602302,-4.76878,0.00623,HARPS,WASP-42
2455693.501039,-4.70362,0.00353,HARPS,WASP-42
