57546.840396,-34.15794,0.01707,8.58428,46.749,-0.02319,0.01694,3.80,13.90,15.00
57600.668946,-34.17388,0.01934,8.59475,47.156,-0.07570,0.01923,3.20,12.20,13.10
57607.587861,-34.11168,0.01630,8.54464,46.913,-0.07488,0.01617,3.70,14.20,15.50
57609.581533,-34.11859,0.01503,8.63613,46.594,-0.02407,0.01487,4.00,15.10,16.40
57622.569134,-34.10807,0.01650,8.60374,46.567,-0.04140,0.01636,3.40,14.60,15.60
57688.612176,-34.13807,0.00879,8.56198,46.598,-0.01492,0.00852,6.60,23.20,24.60
57852.856373,-34.12306,0.02821,8.54197,46.338,-0.05911,0.02813,2.00,9.80,10.70
57902.722564,-34.10804,0.03034,8.68148,47.040,-0.07220,0.03026,1.90,9.10,10.10
57906.861243,-34.13265,0.01345,8.64525,46.292,-0.06098,0.01329,4.80,16.50,18.00
57908.758979,-34.15041,0.01577,8.64029,46.513,-0.00753,0.01563,4.20,14.60,15.80
57923.709428,-34.11599,0.02422,8.69371,46.845,-0.03443,0.02412,2.30,10.90,12.10
57936.919057,-34.12124,0.02590,8.60201,46.731,-0.07218,0.02581,2.10,9.90,11.00
57952.852745,-34.12025,0.02414,8.50581,47.152,-0.00380,0.02405,2.50,10.20,12.00
57953.859757,-34.12412,0.02046,8.66525,46.704,-0.01078,0.02036,2.80,11.80,13.30
57956.772462,-34.11903,0.01483,8.62297,46.461,-0.07472,0.01468,4.10,15.10,16.70
57958.832445,-34.19708,0.01945,8.59039,46.699,-0.04254,0.01933,3.10,12.50,13.80
57959.805929,-34.12405,0.01742,8.57250,46.784,-0.05642,0.01729,3.10,13.40,14.90
58070.520124,-34.14677,0.01974,8.60685,45.640,-0.08534,0.01963,2.70,12.70,13.70
58073.565507,-34.14245,0.01971,8.63117,46.171,-0.10738,0.01959,2.50,13.10,14.50
58076.551816,-34.16631,0.02363,8.61853,45.937,-0.10039,0.02353,2.00,11.20,12.50
58320.775913,-34.13110,0.01876,8.65754,49.223,-0.05764,0.01862,3.00,12.80,14.10
