2450463.015,-2.541,1.159
2450546.938,-21.459,1.213
2450605.775,-25.691,1.089
2450837.97,-10.706,1.238
2450954.812,-8.457,1.192
2450955.764,-8.197,1.270
2451172.024,-12.523,1.281
2451228.127,-9.209,1.221
2451310.819,-23.318,1.176
2451551.082,-17.477,1.752
2451581.047,-15.194,3.764
2451982.032,-15.049,1.722
2452308.041,-5.112,1.411
2452391.015,-4.651,1.664
2452653.109,-0.472,1.446
2452681.014,-2.490,1.329
2452711.915,-12.253,1.311
2452712.914,-15.525,1.321
2452804.854,-6.704,1.260
2453044.986,-11.694,1.410
2453370.077,2.230,0.903,1.04,0.001
2453425.07,-4.621,0.926,1.01,0.001
2453480.875,-1.081,0.823,1.07,0.001
2453806.956,-2.175,0.885,1.08,0.001
2454638.752,-1.829,0.924,1.06,0.001
2454806.116,7.375,1.017,1.03,0.001
2454809.143,6.935,0.976,1.06,0.001
2454865.136,0.469,1.001,1.14,0.001
2454927.896,-4.862,1.153,1.14,0.001
2454928.962,-8.688,1.048,1.13,0.001
2454929.919,-12.496,1.611,1.04,0.001
2454954.962,9.499,1.044,1.22,0.001
2454963.972,-2.051,1.078,1.15,0.001
2454983.864,-7.153,1.088,1.17,0.001
2454984.922,-6.982,1.139,1.19,0.001
2454985.862,-7.417,1.011,1.21,0.001
2454986.863,-5.888,1.082,1.21,0.001
2454987.872,-4.247,1.078,1.17,0.001
2454988.852,-5.529,1.076,1.17,0.001
2455015.78,4.105,0.978,1.16,0.001
2455198.042,-5.993,1.142,1.13,0.001
2455314.827,5.220,0.981,1.17,0.001
2455370.774,2.866,0.963,1.084,0.001
2455556.141,9.751,0.998,1.2,0.001
2455635.035,3.397,1.106,1.12,0.001
2455720.817,5.432,0.947,1.161,0.001
2455723.78,5.910,0.956,1.22,0.001
2455750.79,-7.917,1.281,1.207,0.001
2455879.15,-3.154,0.906,1.09,0.001
2455912.111,-3.381,0.974,0.,0.001
2455913.127,-5.763,0.942,0.,0.001
2455971.944,6.235,1.007,1.163,0.001
2456024.902,-2.109,1.090,1.134,0.001
2456266.099,5.984,0.935,1.07,0.001
2456290.065,5.278,0.940,1.19,0.001
2456320.019,-0.424,1.117,1.14,0.001
2456326.16,6.880,1.074,1.15,0.001
2456327.051,6.160,1.036,1.15,0.001
2456327.978,8.055,1.051,1.15,0.001
2456344.902,1.349,0.948,1.,0.001
2456640.082,-14.056,1.094,1.002,0.001
2456674.934,-9.189,1.125,1.036,0.001
2456709.032,-6.338,0.941,1.06,0.001
2456709.979,-3.184,0.929,1.042,0.001
2456826.742,-0.743,0.896,0.984,0.001
2456827.748,-0.538,0.959,0.981,0.001
2456828.745,-1.245,0.941,0.987,0.001
2456829.75,-3.774,0.936,0.965,0.001
2456830.745,-12.030,0.953,0.944,0.001
2456844.772,-13.259,1.177,0.913,0.001
2456844.779,-9.521,1.060,0.916,0.001
2456845.742,-10.524,0.961,0.930,0.001
2456848.745,-11.912,1.155,0.923,0.001
2456849.738,-8.032,1.014,0.907,0.001
2456851.741,-5.996,0.957,0.912,0.001
2456853.746,-2.401,1.226,0.930,0.001
2456854.797,-1.376,1.115,0.953,0.001
2456855.74,-0.666,0.924,0.969,0.001
2457057.927,0.407,1.030,0.999,0.001
2457058.906,3.682,0.990,1.001,0.001
