56481.4558,15.812,0.012,-0.017,HD143105,SOPHIE+
56482.3960,16.069,0.010,-0.038,HD143105,SOPHIE+
56487.4467,15.912,0.006,-0.023,HD143105,SOPHIE+
56495.3598,16.033,0.010,-0.016,HD143105,SOPHIE+
56496.4526,15.822,0.013,-0.057,HD143105,SOPHIE+
56497.3592,15.967,0.010,-0.003,HD143105,SOPHIE+
56500.3770,16.000,0.010,-0.006,HD143105,SOPHIE+
56517.3292,16.029,0.010,0.021,HD143105,SOPHIE+
56518.3444,15.860,0.010,-0.041,HD143105,SOPHIE+
56519.3310,15.962,0.010,0.008,HD143105,SOPHIE+
56520.3293,15.935,0.010,-0.019,HD143105,SOPHIE+
56521.3311,15.897,0.010,0.008,HD143105,SOPHIE+
56522.3537,16.017,0.010,0.019,HD143105,SOPHIE+
56523.3437,15.807,0.010,0.002,HD143105,SOPHIE+
56524.3465,16.071,0.010,-0.040,HD143105,SOPHIE+
56532.3007,15.868,0.005,-0.017,HD143105,SOPHIE+
56533.3077,16.029,0.010,-0.008,HD143105,SOPHIE+
56535.3047,16.073,0.010,-0.021,HD143105,SOPHIE+
56536.3002,15.802,0.005,-0.014,HD143105,SOPHIE+
56537.2973,16.084,0.005,-0.012,HD143105,SOPHIE+
56538.3005,15.811,0.004,-0.018,HD143105,SOPHIE+
56550.2858,16.056,0.017,-0.054,HD143105,SOPHIE+
56551.2751,15.870,0.008,0.003,HD143105,SOPHIE+
56552.2807,15.961,0.007,-0.018,HD143105,SOPHIE+
56553.2648,15.966,0.009,0.022,HD143105,SOPHIE+
56553.2670,15.960,0.010,-0.040,HD143105,SOPHIE+
56553.2691,15.963,0.009,-0.042,HD143105,SOPHIE+
56553.2712,15.956,0.008,-0.007,HD143105,SOPHIE+
56553.2734,15.970,0.007,-0.012,HD143105,SOPHIE+
56553.2757,15.949,0.008,0.015,HD143105,SOPHIE+
56553.2778,15.958,0.008,-0.024,HD143105,SOPHIE+
56553.2799,15.959,0.007,-0.018,HD143105,SOPHIE+
56553.2824,15.968,0.008,-0.039,HD143105,SOPHIE+
56553.2847,15.960,0.008,-0.025,HD143105,SOPHIE+
56553.2868,15.947,0.009,-0.004,HD143105,SOPHIE+
56553.2889,15.955,0.008,-0.009,HD143105,SOPHIE+
56553.2910,15.953,0.008,-0.020,HD143105,SOPHIE+
56553.2932,15.946,0.008,-0.006,HD143105,SOPHIE+
56553.2953,15.961,0.008,0.001,HD143105,SOPHIE+
56553.2974,15.958,0.009,-0.012,HD143105,SOPHIE+
56553.2996,15.954,0.010,-0.010,HD143105,SOPHIE+
56553.3019,15.940,0.009,0.012,HD143105,SOPHIE+
56553.3040,15.936,0.011,-0.028,HD143105,SOPHIE+
56553.3063,15.943,0.009,-0.039,HD143105,SOPHIE+
56553.3086,15.969,0.011,0.013,HD143105,SOPHIE+
56553.3109,15.939,0.008,0.024,HD143105,SOPHIE+
56553.3130,15.947,0.009,-0.009,HD143105,SOPHIE+
56553.3153,15.948,0.009,0.009,HD143105,SOPHIE+
56553.3176,15.954,0.009,-0.012,HD143105,SOPHIE+
56553.3199,15.951,0.009,-0.033,HD143105,SOPHIE+
56553.3221,15.941,0.009,-0.031,HD143105,SOPHIE+
56553.3242,15.941,0.009,0.008,HD143105,SOPHIE+
56553.3264,15.955,0.009,0.013,HD143105,SOPHIE+
56553.3288,15.949,0.008,-0.026,HD143105,SOPHIE+
56553.3310,15.955,0.010,0.016,HD143105,SOPHIE+
56553.3331,15.942,0.009,-0.002,HD143105,SOPHIE+
56553.3352,15.934,0.009,0.029,HD143105,SOPHIE+
56553.3374,15.937,0.009,-0.029,HD143105,SOPHIE+
56553.3395,15.923,0.010,-0.015,HD143105,SOPHIE+
56553.3417,15.923,0.010,-0.008,HD143105,SOPHIE+
56553.3438,15.943,0.010,-0.008,HD143105,SOPHIE+
56553.3460,15.925,0.009,0.030,HD143105,SOPHIE+
56553.3481,15.919,0.009,0.017,HD143105,SOPHIE+
56553.3502,15.935,0.009,-0.015,HD143105,SOPHIE+
56553.3524,15.945,0.009,0.011,HD143105,SOPHIE+
56553.3545,15.924,0.010,-0.048,HD143105,SOPHIE+
56553.3566,15.928,0.009,-0.013,HD143105,SOPHIE+
56553.3587,15.944,0.010,-0.004,HD143105,SOPHIE+
56553.3609,15.915,0.010,0.032,HD143105,SOPHIE+
56553.3632,15.911,0.009,0.008,HD143105,SOPHIE+
56553.3653,15.915,0.010,0.003,HD143105,SOPHIE+
56553.3674,15.931,0.009,0.005,HD143105,SOPHIE+
56553.3695,15.932,0.009,-0.020,HD143105,SOPHIE+
56553.3717,15.915,0.010,-0.006,HD143105,SOPHIE+
56553.3738,15.927,0.010,-0.033,HD143105,SOPHIE+
