5835.606190,10.44179,0.00903,0.03075
5837.502076,10.82294,0.00706,0.03546
5851.645089,10.41902,0.00743,-0.02858
5856.643946,10.54277,0.00765,0.05603
5858.553071,10.75127,0.00964,0.02465
5859.533285,10.45047,0.00741,0.06098
5864.601220,10.48392,0.00712,0.03086
5865.620159,10.76933,0.00854,0.05479
5880.549374,10.44138,0.00782,-0.00327
5892.578470,10.45665,0.01222,0.04721
5893.565583,10.60197,0.00777,-0.00459
5894.530903,10.80197,0.00737,0.04810
6130.697716,10.60558,0.01486,0.01835
6137.897482,10.43505,0.01011,0.00469
6149.772409,10.48072,0.00869,0.03588
6158.765097,10.48112,0.00869,0.06660
6216.615675,10.64684,0.00874,0.04270
6488.833899,10.50459,0.00852,-0.02173
6546.740705,10.41467,0.00873,0.05445
6547.703915,10.64815,0.00711,0.02528
