6083.1749,14.41,2.46,HRS,
5881.8687,-3.77,3.61,HIDES-S,
6404.3258,18.84,4.95,HRS,
6142.0053,-17.76,3.72,HIDES-S,
6493.1287,4.82,3.43,HRS,
7047.3806,-45.91,4.35,HIDES-S,
6730.3272,3.01,3.82,HRS,
6864.0994,-31.32,2.98,HIDES-F1,
6792.2636,-9.70,4.14,HRS,
7238.0263,-38.73,3.13,HIDES-F1,
6820.2156,-9.72,3.04,HRS,
7476.2591,-42.52,3.59,HIDES-F1,
7174.2134,-17.78,3.09,HRS,
7856.2798,-41.80,3.35,HIDES-F1,
3521.1921,5.89,3.39,HIDES-S,
7857.3065,-39.73,3.81,HIDES-F1,
3599.1055,9.00,3.03,HIDES-S,
7895.1900,-51.00,3.03,HIDES-F1,
3615.0588,6.65,2.97,HIDES-S,
7957.9905,-30.24,6.20,HIDES-F1,
4258.2611,31.46,4.20,HIDES-S,
7991.9998,-44.75,3.24,HIDES-F1,
4589.2290,53.94,2.98,HIDES-S,
8562.3056,-9.89,4.59,HIDES-F2,
4672.9921,47.56,2.58,HIDES-S,
8592.2885,-6.90,4.59,HIDES-F2,
5437.9606,8.55,2.99,HIDES-S,
8614.2593,6.28,3.84,HIDES-F2,
5718.0816,-5.72,2.93,HIDES-S,
8706.1368,-0.24,4.11,HIDES-F2,
5766.1157,-1.94,3.14,HIDES-S,
8956.1618,26.27,8.05,HIDES-F2,
5784.9848,0.50,2.97,HIDES-S,
8960.3096,32.45,6.83,HIDES-F2,
5850.9279,-3.70,4.86,HIDES-S,
9760.0144,54.97,8.06,HIDES-F2,
5853.8910,-6.40,3.20,HIDES-S,
9767.0684,66.96,5.71,HIDES-F2,
