5656.783091,-9.51508,0.00337,
5657.783221,-9.52550,0.00299,
5660.811940,-9.98361,0.00319,
5662.834946,-9.64728,0.00423,
5680.716630,-9.95563,0.00389,
5681.710237,-9.97538,0.00295,
5683.728896,-9.59883,0.00285,
5714.660893,-9.89326,0.00588,
5716.602469,-9.90687,0.00307,
5749.637217,-9.96974,0.00642,
5753.648280,-9.50884,0.00481,
5802.476558,-9.58648,0.00600,
5806.489798,-9.80177,0.00370,
5809.496470,-9.61798,0.00300
5356.4021,−9.8108,0.0120
5356.4135,−9.8175,0.0084
5356.4248,−9.8113,0.0091
5356.4362,−9.8320,0.0057
5356.4476,−9.7805,0.0114
5356.4590,−9.7907,0.0069
5356.4704,−9.8042,0.0081
5356.4817,−9.7962,0.0074
5356.4931,−9.8042,0.0103
5356.5045,−9.8028,0.0089
5356.5159,−9.8149,0.0121
5356.5273,−9.8188,0.0010
5356.5386,−9.8072,0.0099
5356.5500,−9.7912,0.0098
5356.5614,−9.8347,0.0074
5356.5728,−9.8802,0.0075
5356.5842,−9.8762,0.0106
5356.5956,−9.8841,0.0087
5356.6070,−9.9084,0.0089
5356.6183,−9.8734,0.0098
5356.6297,−9.8284,0.0081
5356.6411,−9.8365,0.0076
5356.6525,−9.8599,0.0102
5356.6639,−9.8602,0.0096
5356.6752,−9.8593,0.0083
5356.6866,−9.8661,0.0093
5356.6980,−9.8855,0.0122
5762.7991803,-0.164486,0.002274,WASP-38
5992.0221094,-0.072736,0.003204,WASP-38
6027.9867519,0.,220632,0.003000,WASP-38
