2457768.73601,42.88,17.40,105.00,14.00,0.545074,FEROS
2457796.68850,-4.07,10.50,113.00,10.00,0.008426,FEROS
2457801.88207,-50.01,15.20,133.00,13.00,0.209316,FEROS
2457803.87790,31.05,11.30,105.00,10.00,0.670805,FEROS
2457804.76141,43.23,10.60,119.00,10.00,0.875095,HARPS
2457805.79949,-43.34,9.30,151.00,9.00,0.115126,HARPS
2457806.82285,-60.47,19.00,110.00,18.00,0.351755,HARPS
2457809.88240,-42.12,13.30,118.00,11.00,0.059204,FEROS
2457810.78947,-65.04,11.00,82.00,10.00,0.268942,FEROS
2457812.80965,40.61,11.60,94.00,10.00,0.736061,FEROS
2457814.84266,-50.74,11.40,78.00,10.00,0.206145,FEROS
2457829.60532,33.78,11.90,90.00,11.00,0.619661,FEROS
2457829.72742,57.80,12.00,149.00,11.00,0.647895,FEROS
2457834.69030,61.15,11.00,103.00,10.00,0.795443,FEROS
2457835.77029,7.73,13.60,151.00,12.00,0.045166,FEROS
2457836.69418,-31.26,13.70,121.00,12.00,0.258793,FEROS
2457837.61306,-29.83,13.70,90.00,12.00,0.471263,FEROS
2457843.77804,15.56,13.00,86.00,11.00,0.896767,FEROS
2457844.62448,-32.17,12.30,97.00,11.00,0.092488,FEROS
2457902.69762,26.35,16.90,95.00,14.00,0.520526,FEROS
2457905.61364,-76.07,11.60,111.00,11.00,0.194788,FEROS
2457907.66550,54.25,15.50,96.00,13.00,0.669231,FEROS
2457909.56595,-43.57,13.00,55.00,11.00,0.108666,FEROS
2457910.56691,-66.16,13.20,112.00,11.00,0.340115,FEROS
2457911.67981,30.26,16.30,142.00,13.00,0.597447,FEROS
2457913.66972,-13.28,23.20,50.00,17.00,0.057566,FEROS
2457914.57791,-71.47,14.40,54.00,12.00,0.267563,FEROS
2457915.52162,-25.48,10.60,96.00,10.00,0.485773,FEROS
2457943.53037,-37.36,11.80,86.00,11.00,0.962133,FEROS
2457944.57253,-103.15,12.40,138.00,11.00,0.203109,FEROS
2457945.56468,-58.69,13.50,149.00,12.00,0.432521,FEROS
2457946.58367,26.85,13.10,145.00,11.00,0.668138,FEROS
2457948.60621,27.86,20.80,115.00,16.00,0.135803,FEROS
2457949.61253,-46.77,23.40,50.00,18.00,0.368489,FEROS
2457964.49356,57.71,19.50,185.00,15.00,0.809375,FEROS
2457966.51932,-93.54,14.00,80.00,12.00,0.277785,FEROS
2457972.49885,46.05,13.70,93.00,12.00,0.660410,FEROS
2457973.49841,48.98,20.50,113.00,16.00,0.891535,FEROS
2457975.50082,-34.63,33.70,197.00,25.00,0.354545,FEROS
2457980.48538,-50.37,14.20,102.00,12.00,0.507107,FEROS
2457981.49226,-31.98,13.90,53.00,12.00,0.739923,FEROS
2457982.48565,-38.78,12.50,99.00,11.00,0.969620,FEROS
2457983.48566,-100.48,12.30,113.00,11.00,0.200849,FEROS
2458096.76533,-77.55,11.50,88.00,10.00,0.394093,FEROS
2458109.85445,-21.52,13.20,90.00,11.00,0.420642,FEROS
2458112.83173,-46.41,11.40,102.00,10.00,0.109067,FEROS
2458113.86302,-75.60,11.20,104.00,10.00,0.347529,FEROS
2458135.86022,-31.29,12.00,79.00,11.00,0.433860,FEROS
2458137.86692,-10.99,12.00,59.00,11.00,0.897863,FEROS
2458141.87523,49.60,15.40,100.00,13.00,0.824691,FEROS
2458143.80200,-94.07,13.10,140.00,11.00,0.270209,FEROS
2458144.68258,-34.95,11.70,114.00,11.00,0.473823,FEROS
2458145.88228,17.60,12.80,91.00,11.00,0.751226,FEROS
2458148.88292,-47.14,11.40,120.00,10.00,0.445053,FEROS
2458151.76621,-61.30,12.10,82.00,11.00,0.111746,FEROS
2458160.72106,-39.10,13.80,101.00,12.00,0.182342,FEROS
2458166.89247,35.14,11.70,101.00,11.00,0.609335,FEROS
2458170.82889,-11.54,11.00,70.00,10.00,0.519538,FEROS
2458200.69631,20.61,11.70,138.00,11.00,0.425673,FEROS
