2453026.0042,-22.6146,4.0555,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453245.2826,-9.5251,4.8923,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453333.1050,14.7336,2.7649,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453401.9937,12.9901,5.1308,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453608.3144,-3.7195,3.5499,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453694.2717,-4.1714,3.4278,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453744.0897,-17.3407,3.4840,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454018.3412,9.2719,3.6547,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454143.9994,8.3434,4.1103,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454418.0329,8.8023,3.9618,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454756.2678,21.1277,3.2834,9.4827,176.3058,5.1292,0.1463,0.0162,1.0000,445.3844,HIDESS,
2455135.3048,-18.6098,3.8459,9.4325,187.8892,7.5729,0.1079,0.0354,1.0000,311.0212,HIDESS,
2455183.0987,-22.5596,3.8737,9.4997,196.0106,7.4011,0.1433,0.0191,1.0000,371.8839,HIDESS,
2455440.1483,5.8315,3.4366,9.3989,163.3191,5.8336,0.1159,0.0222,1.0000,406.0507,HIDESS,
2455505.2325,8.5298,3.4616,9.4687,171.0649,7.7448,0.1558,0.0288,1.0000,290.2268,HIDESS,
2455584.0554,13.8237,7.3478,9.3777,124.7937,9.1574,0.1328,0.0869,1.0000,127.0511,HIDESS,
2455584.0732,17.6100,4.5252,9.4906,197.0131,12.9227,0.1101,0.0546,1.0000,198.9416,HIDESS,
2455855.2133,-5.0186,3.5961,9.4621,203.2366,6.8270,0.1409,0.0166,1.0000,405.1837,HIDESS,
2456215.1205,1.3393,4.1015,9.5920,207.9998,12.6381,0.1402,0.0241,1.0000,270.7957,HIDESS,
2456516.3053,-12.5245,4.5450,9.7770,158.9908,12.6618,nan,nan,nan,222.1721,HIDESF1,
2456517.3070,2.5906,3.6180,9.8275,178.0735,10.1618,nan,nan,nan,321.2264,HIDESF1,
2456553.1521,-6.7290,3.2387,9.8160,168.9778,6.4353,nan,nan,nan,407.1278,HIDESF1,
2456554.1899,7.0943,3.3984,9.8230,148.6853,5.5721,nan,nan,nan,442.9521,HIDESF1,
2456577.1297,-21.5244,3.6628,9.4664,168.1827,5.5184,0.1328,0.0226,1.0000,319.4076,HIDESS,
2456578.1903,-8.5236,3.9539,9.3861,167.6968,9.1192,0.1214,0.0263,1.0000,267.7924,HIDESS,
2456579.1758,-8.6063,3.8695,9.4234,205.7834,9.7389,0.1426,0.0266,1.0000,283.1370,HIDESS,
2456595.1713,-7.8072,5.6859,9.8930,188.9933,18.8180,nan,nan,nan,161.3956,HIDESF1,
2456596.1184,-22.6842,3.4845,9.8012,179.9298,8.2790,nan,nan,nan,369.8011,HIDESF1,
2456605.0589,-8.8242,3.3473,9.7857,181.1085,8.5027,nan,nan,nan,323.8006,HIDESF1,
2456606.0358,-22.6985,3.3737,9.7503,181.3871,6.6888,nan,nan,nan,352.0515,HIDESF1,
2456607.1486,-20.3661,4.5258,9.7908,168.8336,11.5756,nan,nan,nan,243.8291,HIDESF1,
2456616.0618,-22.8632,3.4209,9.8058,167.7105,7.2461,nan,nan,nan,340.6684,HIDESF1,
2456616.0658,-15.0659,6.5050,9.8420,188.7128,19.9629,nan,nan,nan,164.2694,HIDESF1,
2456618.1053,-23.2452,3.6331,9.4198,186.4725,5.9990,0.1351,0.0177,1.0000,384.4143,HIDESS,
2456626.2439,8.6481,7.1660,nan,nan,nan,nan,nan,nan,131.4171,HIDESF1,
2456626.9950,-1.4379,4.1420,9.7928,163.3721,10.9573,nan,nan,nan,287.8863,HIDESF1,
2456639.0639,-14.2632,3.2757,9.8349,189.2096,6.7646,nan,nan,nan,396.4991,HIDESF1,
2456664.0202,-17.5768,3.2954,9.8619,162.1273,8.1085,nan,nan,nan,283.0728,HIDESF1,
2456667.0778,-9.1817,10.4176,9.6502,220.8611,20.4758,0.1815,0.0742,1.0000,109.1527,HIDESS,
2456672.0853,-7.4638,3.6645,9.8342,208.3558,9.7807,nan,nan,nan,306.7333,HIDESF1,
2456672.9699,-5.0627,4.1140,9.8358,169.8722,9.4874,nan,nan,nan,331.9973,HIDESF1,
2456679.0340,20.9221,4.7524,9.8936,171.2915,14.7734,nan,nan,nan,195.5080,HIDESF1,
2456680.0622,-4.4422,3.8722,9.8413,169.5976,10.4615,nan,nan,nan,245.7920,HIDESF1,
2456858.2669,-6.1381,7.4885,9.8337,153.4618,14.7669,nan,nan,nan,154.8651,HIDESF1,
2456858.2769,-14.9055,4.9236,9.8085,164.2734,13.0760,nan,nan,nan,258.1468,HIDESF1,
