2456401.3892,-9.260,0.010,-0.012,SOPHIE
2456420.3348,-9.214,0.014,0.027,SOPHIE
2456423.3591,-9.264,0.016,0.024,SOPHIE
2456663.6456,-9.241,0.013,-0.019,SOPHIE
2456689.5212,-9.218,0.009,0.003,SOPHIE
2456713.4834,-9.239,0.009,-0.022,SOPHIE
2456715.5337,-9.257,0.009,-0.006,SOPHIE
2456716.5165,-9.245,0.014,-0.017,SOPHIE
2456717.5153,-9.242,0.009,-0.019,SOPHIE
2456724.4521,-9.237,0.009,0.017,SOPHIE
2457020.6390,-9.252,0.005,0.008,SOPHIE
2457021.6365,-9.244,0.008,-0.020,SOPHIE
2457022.5880,-9.235,0.008,-0.019,SOPHIE
2456445.5435,-9.185,0.007,-0.026,CORALIE1
2456468.4628,-9.211,0.006,-0.019,CORALIE1
2456637.8256,-9.203,0.005,-0.017,CORALIE1
2456685.7293,-9.235,0.004,-0.017,CORALIE1
2456687.6898,-9.185,0.005,0.019,CORALIE1
2456689.7453,-9.225,0.005,-0.018,CORALIE1
2456690.8406,-9.222,0.005,0.016,CORALIE1
2456693.6985,-9.224,0.004,0.004,CORALIE1
2456695.6748,-9.200,0.005,-0.029,CORALIE1
2456697.8015,-9.253,0.005,-0.024,CORALIE1
2456712.8237,-9.214,0.005,0.001,CORALIE1
2456718.6862,-9.228,0.006,-0.016,CORALIE1
2456722.7237,-9.231,0.005,-0.006,CORALIE1
2456724.7122,-9.217,0.005,-0.018,CORALIE1
2456726.7821,-9.236,0.005,0.007,CORALIE1
2456737.7801,-9.192,0.006,0.010,CORALIE1
2456739.7190,-9.243,0.006,-0.021,CORALIE1
2456740.6393,-9.250,0.005,-0.013,CORALIE1
2456741.5510,-9.201,0.005,0.010,CORALIE1
2456746.5629,-9.196,0.005,-0.010,CORALIE1
2456803.5378,-9.226,0.005,0.008,CORALIE1
2456837.4841,-9.203,0.007,-0.010,CORALIE1
2457016.8293,-9.209,0.005,-0.015,CORALIE2
2457019.7677,-9.233,0.007,-0.012,CORALIE2
2457022.8384,-9.194,0.005,-0.014,CORALIE2
2457040.7261,-9.232,0.006,-0.048,CORALIE2
2457067.8249,-9.174,0.006,-0.006,CORALIE2
2457121.6720,-9.204,0.007,-0.049,CORALIE2
