7626.633110,-7.19243,0.01963,CORALIE,WASP-177
7629.687997,-7.21044,0.03748,CORALIE,WASP-177
7689.581199,-7.05873,0.01634,CORALIE,WASP-177
7695.567558,-7.10068,0.01812,CORALIE,WASP-177
7933.845373,-7.16482,0.02686,CORALIE,WASP-177
7937.771917,-7.12978,0.02180,CORALIE,WASP-177
7952.880188,-7.14280,0.02144,CORALIE,WASP-177
7954.787481,-7.19749,0.01473,CORALIE,WASP-177
7961.703754,-7.19347,0.02763,CORALIE,WASP-177
8047.604223,-7.20369,0.01660,CORALIE,WASP-177
8048.645691,-7.04856,0.01622,CORALIE,WASP-177
8050.536962,-7.19954,0.01603,CORALIE,WASP-177
8076.582356,-7.07549,0.02295,CORALIE,WASP-177
8306.938187,-7.06865,0.03355,CORALIE,WASP-177
8308.807932,-7.23592,0.02247,CORALIE,WASP-177
8309.918660,-7.08584,0.01990,CORALIE,WASP-177
8312.738870,-7.07415,0.01497,CORALIE,WASP-177
8321.759349,-7.04094,0.04999,CORALIE,WASP-177
8322.796607,-7.07663,0.02833,CORALIE,WASP-177
8323.758072,-7.22236,0.02292,CORALIE,WASP-177
8332.870390,-7.23076,0.02159,CORALIE,WASP-177
8336.692531,-7.14516,0.01604,CORALIE,WASP-177
8362.756514,-7.09795,0.02818,CORALIE,WASP-177
8365.637926,-7.07407,0.01946,CORALIE,WASP-177
8382.667128,-7.20013,0.02854,CORALIE,WASP-177
8385.769016,-7.38984,0.02655,CORALIE,WASP-177
