2454079.4169,8.154,0.005,-0.005,600,61,1
2454080.4125,8.162,0.004,0.008,500,72,1
2454081.3843,8.156,0.004,0.009,500,83,1
2454087.4543,8.142,0.005,-0.005,240,43,0
2454097.4342,8.134,0.004,0.011,300,56,0
2454125.3592,8.096,0.005,0.001,1000,42,0
2454127.3144,8.107,0.005,0.014,680,44,0
2454133.2899,8.085,0.004,-0.004,241,60,0
2454138.3552,8.095,0.004,0.003,724,60,0
2454141.3158,8.085,0.004,0.009,483,75,0
2454148.3446,8.083,0.005,0.021,241,41,0
2454152.3596,8.086,0.006,-0.003,241,48,0
2454173.3081,8.063,0.004,0.007,463,67,0
2454344.6620,8.297,0.004,0.014,367,64,0
2454372.6427,8.994,0.005,0.010,700,40,0
2454375.6321,8.905,0.003,0.009,734,97,0
2454376.6144,8.899,0.003,0.002,734,102,0
2454381.4955,8.816,0.005,0.009,194,47,0
2454406.4668,8.604,0.004,-0.002,600,68,0
2454407.5038,8.571,0.004,0.002,400,74,0
2454409.5721,8.577,0.004,0.007,360,59,0
2454855.3067,7.990,0.005,0.009,831,47,0
2454873.2731,8.363,0.005,0.014,383,49,0
2454877.2718,8.715,0.005,0.008,558,48,0
2454878.3020,8.831,0.005,0.005,638,49,0
2454890.2711,9.297,0.004,0.017,288,52,0
2454893.3243,9.211,0.005,0.001,696,46,0
2455079.6628,8.248,0.007,0.015,900,33,0
2455088.6638,8.239,0.005,0.009,552,47,0
2455214.3938,8.101,0.005,0.006,350,49,0
2455409.5967,9.222,0.004,0.006,291,52,0
2455444.6436,8.752,0.004,-0.010,218,53,0
