5580.0116,431.38,38.54
5581.0271,537.21,33.54
5582.0171,-165.03,57.52
5583.0346,-383.86,31.05
5583.9615,470.54,28.26
5585.0036,490.94,27.90
5587.9834,467.54,32.60
5602.9589,-141.52,26.92
5604.0349,451.76,37.24
5604.9662,289.82,30.57
5605.9664,-461.87,23.37
5607.0013,-236.61,32.65
5607.9878,614.08,26.70
5608.9553,187.65,28.80
5610.9966,-162.55,35.51
5615.9382,601.30,26.20
5616.9736,231.29,25.90
5617.9782,-504.26,20.35
5643.8817,556.06,25.61
5644.8500,-273.44,24.68
5645.9016,-436.43,23.16
5646.8467,382.10,28.93
5647.8910,536.76,40.11
5650.8574,438.05,32.46
5652.8955,-216.60,25.07
5656.8710,-345.21,20.92
5659.8778,526.84,33.75
5662.8400,559.79,24.10
5663.8129,339.13,24.64
5664.8677,-380.77,17.80
5665.7966,-127.22,26.90
5671.7625,203.60,34.28
5672.7340,-452.75,31.19
5673.7848,-73.68,25.13
5691.7710,-7.08,29.90
5704.7302,-459.09,22.09
5705.6950,434.44,34.72
5706.7382,525.05,21.17
5722.7444,556.06,20.04
5726.7186,483.62,16.40
5728.7555,-335.52,30.24
5733.7067,580.28,27.68
5932.0190,-418.14,34.03
5957.9896,347.43,26.91
5958.9985,-393.47,22.67
5963.0107,-398.06,24.86
5964.0248,-260.14,21.37
5964.9577,596.34,27.31
5968.0327,-289.19,25.99
5973.0289,554.40,26.61
5982.9274,-459.37,20.74
5983.8752,183.61,20.05
5983.9078,148.18,15.52
5983.9407,70.76,27.01
5983.9734,-37.45,21.05
5984.0063,-107.62,24.21
5984.0284,-84.43,34.63
5984.9359,598.29,24.94
5987.8682,237.68,30.41
5987.9066,161.35,23.64
5987.9637,24.34,15.52
5988.0210,-117.14,25.70
5988.9426,568.66,19.15
5992.8444,472.58,20.61
6020.8078,308.93,30.18
6031.8483,616.89,44.53
6045.8144,-493.70,25.25
6047.7992,577.59,27.84
6049.8053,-453.07,26.65
