2455255.7322,-2.96,1.03,0.2681,0.03949,17240,
2455200.62078,5.04,1.34,0.2286,-1,13359,
2455430.89198,-0.25,1.36,0.2078,0.03409,20044,
2455584.57744,2.11,1.18,0.2027,0.03301,21664,
2455852.79817,-6.04,1.46,0.1842,0.03321,19016,
2456143.9235,19.35,1.93,0.1895,-1,12955,
2456281.63855,-2.43,1.33,0.2106,-1,25027,
2456290.59309,-3.22,0.92,0.1861,0.03291,39304,
2456343.53765,-1.08,1.04,0.1941,0.03295,24919,
2456358.52243,4.55,2.91,0.3238,0.03612,3820,
2456551.8202,-0.56,1.97,0.2034,-1,23523,
2456605.70767,-6.31,1.41,0.2024,0.03334,22103,
2456612.67223,3.34,1.25,0.1946,0.03323,30911,
2456697.5676,-4.21,1.04,0.1869,0.03265,32159,
2456866.90825,-2.66,1.32,0.1951,0.03274,26895,
2456882.92219,-1.71,1.34,0.1947,0.03284,36006,
2457022.63789,-3.14,1.01,0.196,0.03318,36914,
2457029.63113,3,0.96,0.1996,0.0331,30569,
2457053.52375,-1.31,1.2,0.1995,0.03282,21376,
2457061.56943,-1.68,1.05,0.1944,0.03258,23471,
2457260.8869,1.71,1.46,0.1854,0.03264,21551,
2457320.75509,-0.14,1.28,0.1889,0.0329,22339,
2457389.61809,0,0.98,0.1808,0.03256,35380,
2457622.92626,-0.93,1.29,0.1882,0.03299,25644,
2457741.62792,11.4,1.28,0.2188,0.03356,37117,
2457759.59214,12.12,0.98,0.4113,0.03345,26847,
2457765.62903,8.83,1.27,0.2267,0.03378,18377,
2458410.70071,0.12,1.15,-1,-1,6032,
2458410.70461,2.18,1.15,-1,-1,5966,
2458417.74652,17.64,1.39,-1,-1,3519,
2458417.75021,17.21,1.36,-1,-1,4550,
