602.09311,329.19,1.79
603.10836,345.30,1.81
604.11807,335.99,1.92
605.11010,336.00,1.93
606.11129,313.94,1.88
607.08450,288.73,1.89
609.11637,197.05,1.97
666.05032,338.38,1.78
690.00713,-115.22,2.06
715.96471,197.16,1.71
785.70436,365.44,2.74
983.04582,-65.63,1.87
984.09389,-84.80,2.00
1010.04457,-43.58,1.66
1011.10207,-26.76,1.29
1011.98546,-0.63,1.10
1013.08905,26.92,1.81
1013.96558,50.29,1.35
1043.02045,-45.34,1.76
1044.00022,-70.50,1.77
1050.92784,-115.86,1.85
1052.00302,-98.84,2.08
1068.87655,-90.26,1.89
1069.98405,-61.21,1.94
1070.96594,-56.96,1.97
1071.87782,-27.61,1.86
1072.93848,-16.71,1.82
1170.70376,-86.04,2.39
1171.69171,-99.71,2.08
1172.70252,-81.15,2.02
1173.70148,-78.61,2.15
1312.12727,-103.43,1.80
1313.11723,-101.40,1.80
1343.04074,68.57,1.96
1368.00106,-147.61,2.02
1369.00183,-156.59,2.09
1370.05951,-139.31,1.68
1372.05858,-120.61,2.92
1409.98670,-49.88,1.88
1410.94861,-48.68,1.98
1411.92171,-56.68,1.76
1438.80200,-23.37,2.01
1543.70165,-105.40,2.18
1550.70152,-161.29,1.92
1704.10273,157.72,1.79
1706.10773,107.70,2.05
1755.98025,307.51,2.57
1757.03786,281.33,2.15
1792.82213,-179.43,1.94
1883.72512,226.87,1.88
1897.68199,88.28,2.00
1898.70648,80.85,1.99
1899.72426,70.86,1.91
1900.70359,51.60,1.74
2063.09867,245.77,2.14
2095.02441,-194.59,2.17
2098.05057,-230.27,2.35
2099.09480,-222.44,2.34
2100.06624,-234.09,1.81
2101.99145,-214.27,1.92
2128.91479,167.27,2.38
2133.01847,92.78,2.24
2133.88182,105.82,2.45
2160.89624,-226.42,1.97
2161.86235,-231.15,2.27
2162.88042,-195.02,2.38
2188.90903,156.83,2.02
2189.80815,152.59,2.45
2236.69389,225.13,1.97
2238.69635,248.60,2.12
2242.71316,264.24,2.44
2446.07064,117.43,2.48
2486.91681,230.06,1.57
2487.12395,218.81,1.45
2487.91836,216.56,1.66
2488.12695,222.24,1.46
2488.94388,199.66,0.90
2514.86655,-84.38,2.49
2515.87295,-108.41,2.24
2535.77402,83.48,2.30
2536.02384,87.44,2.06
2536.80403,114.45,2.28
2537.01292,117.70,1.90
2537.81194,126.07,1.96
2538.01383,133.42,2.23
2538.80067,162.08,2.33
2539.92124,175.89,1.94
2572.71250,-7.07,1.77
2572.91949,-15.40,1.92
2573.74296,-28.24,1.74
2573.87844,-28.58,1.69
2574.76393,-66.20,1.68
2574.94041,-64.63,1.77
2575.71905,-87.17,1.60
2600.75110,172.51,1.36
2601.75071,177.92,1.47
2602.72004,201.51,1.53
2651.71796,-78.56,3.36
2807.02778,202.50,1.94
2829.00786,-205.85,1.98
2832.07993,-137.56,2.17
2833.96325,-87.32,2.11
2835.08493,-51.90,1.87
2848.99946,188.48,2.56
2850.00090,171.94,2.25
2851.05668,166.92,2.37
2854.00713,130.49,2.12
2856.01579,155.93,2.24
2897.82598,-2.50,2.06
2898.81468,29.81,2.07
2924.79475,255.62,2.27
2987.71613,246.15,2.97
2988.72395,239.18,2.33
3154.11700,95.22,2.24
3181.00540,-14.91,2.23
3181.11618,-22.60,2.10
3182.06964,-60.62,1.94
3191.03662,-220.60,2.16
3195.97023,-140.86,2.16
3196.99712,-122.80,2.39
3301.83459,13.71,1.27
3302.72877,-36.34,1.16
3303.78576,-85.95,1.25
3338.74360,119.33,2.11
3367.71753,-180.10,2.40
3368.71947,-193.13,2.64
3369.70562,-192.62,1.56
3547.08770,-98.83,1.72
3550.10132,-148.44,2.22
3551.10883,-166.49,2.16
3552.09458,-165.40,2.08
3571.00432,27.08,2.04
3603.07412,104.97,2.49
3604.01707,51.89,2.14
3604.98440,13.84,2.44
3724.71853,88.50,1.96
4083.77192,287.58,2.60
4337.09682,-0.28,2.22
4343.91291,-109.95,2.37
4345.11351,-93.51,2.18
4396.78303,27.97,2.07
4397.84797,-4.46,2.22
4634.10109,182.38,2.16
4636.08653,132.28,2.11
4639.07368,64.12,1.94
4667.05860,-137.50,1.99
4672.99139,-31.83,1.57
4675.95043,73.06,1.41
4687.00220,318.88,1.96
4702.07311,9.81,1.72
4703.06794,-0.30,1.12
4704.02881,-25.07,1.55
4819.80176,99.74,1.79
4822.78895,25.41,1.51
5051.08321,284.20,1.60
5054.03189,274.77,2.25
5143.87496,-127.21,1.30
5166.83669,250.15,1.35
5168.79585,272.52,1.63
5200.76205,-59.18,1.53
5201.76137,-78.29,1.36
5202.73775,-103.93,1.10
