53605.28626,-22.1,5.1,HET,
53608.94050,-39.5,6.4,HET,
53612.92809,-26.6,6.2,HET,
53627.89670,-21.8,6.0,HET,
53633.88721,-3.1,6.7,HET,
53655.82407,11.6,6.3,HET,
53663.80786,5.6,7.5,HET,
53665.80005,10.1,7.1,HET,
53669.87714,9.5,7.2,HET,
53675.84787,5.1,7.6,HET,
53680.83658,20.6,7.5,HET,
53685.73881,18.7,7.3,HET,
53689.81169,29.1,7.7,HET,
53691.72151,34.3,7.8,HET,
53694.72971,20.8,8.6,HET,
53696.79236,24.2,8.2,HET,
53701.77903,36.5,8.6,HET,
53703.78435,36.2,9.1,HET,
53743.59301,46.2,8.0,HET,
53749.65649,58.6,6.9,HET,
53771.60345,42.0,9.0,HET,
53964.96481,7.0,6.6,HET,
53966.95936,-8.4,6.2,HET,
53985.91398,-30.2,7.1,HET,
53987.90646,-35.7,7.7,HET,
53989.91975,-31.4,6.6,HET,
53996.96612,-18.2,7.5,HET,
53998.88994,-11.4,7.9,HET,
54000.87587,-28.4,8.1,HET,
54003.87611,-16.3,7.4,HET,
54008.85651,-16.0,7.3,HET,
54018.91598,-25.5,7.6,HET,
54047.74879,-10.0,8.5,HET,
54050.73465,-10.5,8.3,HET,
54055.73818,-25.0,7.8,HET,
54061.72068,-27.8,7.5,HET,
54065.69886,-10.8,8.4,HET,
54067.70983,-9.9,8.9,HET,
54069.67713,-11.2,9.0,HET,
54071.73275,-13.2,5.5,HET,
54084.64261,-0.1,8.3,HET,
54105.58129,23.5,8.4,HET,
54122.62277,15.8,14.8,HET,
54130.61594,22.3,8.4,HET,
54330.98292,20.4,5.3,HET,
54352.90449,-15.2,6.2,HET,
54362.88624,4.0,6.4,HET,
54374.94279,12.9,6.6,HET,
54391.80959,9.0,8.3,HET,
54396.88855,20.4,7.2,HET,
54400.87136,12.8,7.6,HET,
54402.77756,-20.6,7.6,HET,
54415.83289,5.2,9.1,HET,
54419.82914,-20.9,9.0,HET,
54425.79502,-35.2,8.4,HET,
54428.70304,-4.9,8.0,HET,
53635.94301,-2.0,9.7,2.7m,
53655.86581,-33.6,18.0,2.7m,
53690.87053,34.6,8.0,2.7m,
53747.67357,52.8,10.1,2.7m,
54020.88376,-33.9,8.5,2.7m,
54310.93898,22.2,10.4,2.7m,
54346.88504,2.7,11.4,2.7m,
54377.85942,-19.8,9.6,2.7m,
54404.79890,-4.2,8.9,2.7m,
54404.80349,-9.8,10.1,2.7m,
54460.79143,14.2,12.5,2.7m,
54496.57966,-23.3,8.5,2.7m,
