2452489.2149,-1.3703,4.9135,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452509.1015,-2.8091,4.4091,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452541.1795,12.1983,4.3043,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452570.0815,-2.4904,4.1969,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452652.9006,-20.7752,4.0410,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452857.1815,36.3955,4.7445,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452896.1046,-9.4962,5.0493,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452923.1678,16.3182,4.8403,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452991.0013,-8.9109,9.2479,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452991.9637,-5.1375,4.5200,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2452994.9096,6.1314,4.9282,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453023.9250,-11.3916,4.5126,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453201.2001,2.1421,5.4624,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453201.2125,0.0995,5.6918,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453404.9067,-46.6686,5.4273,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453612.1677,51.5999,4.4286,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2453962.3208,-27.9738,5.0360,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454091.9392,36.5211,3.6094,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454340.1656,30.2601,5.0044,nan,nan,nan,nan,nan,nan,nan,HIDESS,
2454675.3080,5.5708,3.7868,9.4375,241.9054,6.9121,0.1647,0.0215,1.0000,485.0006,HIDESS,
2454763.9834,13.9165,4.6407,9.4791,174.9920,9.3360,0.1238,0.0234,1.0000,302.6593,HIDESS,
2455135.1395,-25.5141,4.7211,9.4917,238.3355,15.5610,0.2289,0.1089,1.0000,237.6096,HIDESS,
2455187.9568,27.1800,4.2206,9.4666,229.8557,8.2355,0.1053,0.0283,1.0000,385.1008,HIDESS,
2455401.3072,82.1223,4.2425,9.3985,221.7615,5.2494,0.1563,0.0145,1.0000,593.7445,HIDESS,
2455477.1368,47.8308,4.2447,9.4373,226.1152,6.1539,0.1514,0.0195,1.0000,527.5036,HIDESS,
2455882.0251,43.2606,3.5014,9.4615,217.0687,5.8012,0.1471,0.0180,1.0000,525.4791,HIDESS,
2456508.2529,75.0166,5.8774,9.4486,200.7823,11.1758,0.1117,0.0284,1.0000,256.7563,HIDESS,
2456516.2765,50.5729,5.3934,9.8200,154.7810,14.1917,nan,nan,nan,230.6615,HIDESF1,
2456517.2700,42.1629,4.2681,9.8065,144.7473,8.9634,nan,nan,nan,335.7566,HIDESF1,
2456534.0951,31.0436,4.6029,9.8215,158.9390,8.2875,nan,nan,nan,378.9051,HIDESF1,
2456553.0906,1.1383,4.3883,9.7604,147.4346,13.0757,nan,nan,nan,275.3977,HIDESF1,
2456554.0340,-13.2568,4.2113,9.7811,168.1113,10.6826,nan,nan,nan,319.3736,HIDESF1,
2456576.0342,-37.8289,4.1777,9.3940,201.4186,6.2138,0.1500,0.0167,1.0000,483.3460,HIDESS,
2456578.1396,-42.5370,4.3099,9.4252,206.9844,8.1696,0.1188,0.0209,1.0000,375.9327,HIDESS,
2456579.0437,-40.7720,4.3906,9.4017,206.0317,7.1440,0.1271,0.0159,1.0000,437.4122,HIDESS,
2456595.1430,-58.1088,4.7251,9.8473,165.9832,12.8533,nan,nan,nan,279.0715,HIDESF1,
2456596.0115,-43.7493,4.6137,9.8285,172.7423,11.7037,nan,nan,nan,230.2339,HIDESF1,
2456604.9934,-30.3655,4.2195,9.8106,156.5783,10.2114,nan,nan,nan,273.4810,HIDESF1,
2456605.9870,-53.3905,3.1640,9.7842,160.4229,5.4837,nan,nan,nan,519.8652,HIDESF1,
2456607.9789,-31.8372,3.7276,9.8539,167.8423,9.5977,nan,nan,nan,302.6701,HIDESF1,
2456617.9908,-4.9974,3.8831,9.4241,226.3715,9.7786,0.1510,0.0397,1.0000,332.1566,HIDESS,
2456619.0644,-14.3367,4.0095,9.4386,220.4714,10.2908,0.1236,0.0407,1.0000,325.1863,HIDESS,
2456625.9016,-14.6009,3.3471,9.8607,159.3663,7.9796,nan,nan,nan,393.2855,HIDESF1,
2456628.0486,-20.8472,3.1073,9.8575,146.8747,7.3127,nan,nan,nan,411.6780,HIDESF1,
2456638.9356,-5.3887,3.0849,9.8718,166.5670,6.3150,nan,nan,nan,550.1052,HIDESF1,
2456651.8681,3.9940,5.1553,nan,nan,nan,nan,nan,nan,216.9762,HIDESF1,
2456666.9086,-35.3198,3.8900,9.5379,181.4014,9.5098,0.1153,0.0250,1.0000,331.4431,HIDESS,
2456678.9038,-41.4861,4.0815,9.9266,180.6175,11.8074,nan,nan,nan,285.5496,HIDESF1,
2456863.2123,13.9869,3.5935,9.7964,149.5765,4.8282,nan,nan,nan,551.5411,HIDESF1,
