57092.695347,67.61532,0.02192,10.45130,29.846,0.03031,0.02182,5.40,17.80,18.30
57119.639402,67.66054,0.03251,10.57522,29.512,0.06030,0.03245,3.60,13.50,14.30
57121.569521,67.67801,0.03145,10.42107,29.616,0.02989,0.03139,3.80,13.50,14.70
57185.451344,67.66557,0.04442,10.53662,32.036,0.14495,0.04431,2.80,10.00,10.60
57365.775616,67.66402,0.01734,10.41273,30.222,0.01473,0.01722,6.50,22.70,23.50
57376.766922,67.69609,0.01053,10.68865,29.293,0.10626,0.01032,11.60,32.40,33.50
57378.769081,67.61441,0.02139,10.50087,30.277,0.04305,0.02130,5.00,18.90,19.80
57406.794942,67.59739,0.03404,10.40437,30.516,0.05830,0.03397,3.10,13.70,14.50
57426.607260,67.70378,0.01460,10.51049,30.106,0.05238,0.01445,8.80,22.20,22.80
57428.649546,67.58737,0.01513,10.43465,30.222,0.02846,0.01498,8.50,21.40,21.90
57432.599821,67.67334,0.01192,10.40432,30.097,0.02106,0.01173,10.70,26.20,27.10
57695.834822,67.68783,0.01598,10.47448,30.018,0.05763,0.01585,7.30,20.30,21.00
57696.825370,67.66513,0.02052,10.41737,30.197,0.00243,0.02041,5.40,16.90,17.50
57722.749168,67.68720,0.01614,10.44085,30.061,0.12386,0.01601,6.60,20.90,21.50
57723.734998,67.70329,0.01941,10.44139,30.157,0.04900,0.01929,5.10,18.40,19.20
57729.740914,67.70913,0.01584,10.45672,29.892,0.01238,0.01570,7.00,21.70,22.20
57747.729768,67.64751,0.01402,10.43288,30.050,0.02378,0.01386,8.60,22.90,23.10
57749.686344,67.61996,0.02655,10.44123,30.229,-0.05163,0.02646,4.10,14.00,14.50
57751.781453,67.72144,0.02124,10.51574,29.969,0.00050,0.02114,5.60,16.80,17.30
57773.758473,67.70745,0.01573,10.48438,29.696,0.03053,0.01559,7.40,21.80,22.30
57774.772278,67.69549,0.03003,10.46582,30.082,0.03654,0.02995,3.60,13.10,13.80
57811.636969,67.63503,0.02094,10.50596,29.710,0.11525,0.02083,6.10,17.10,17.80
57825.518394,67.68882,0.01629,10.47822,29.531,0.09129,0.01615,7.80,20.90,21.70
57856.577592,67.61998,0.01807,10.54886,29.684,0.00068,0.01796,6.60,20.10,21.00
57895.495279,67.60913,0.01630,10.47165,29.989,0.06927,0.01616,7.60,21.00,21.70
