2459231.718784,-5.56201,0.00493,6.62523,0.00493,0.04615,0.00493,47.57497,4.93139,---,---,---,---,HARPS
2459233.775829,-5.56418,0.00477,6.62996,0.00477,0.06258,0.00477,47.54926,4.77323,---,---,---,---,HARPS
2459239.592492,-5.52471,0.00447,6.67206,0.00447,0.06393,0.00447,47.27331,4.46691,---,---,---,---,HARPS
2459249.653191,-5.51199,0.00572,6.63561,0.00572,0.04732,0.00572,47.47657,5.71809,---,---,---,---,HARPS
2459265.658543,-5.47498,0.00504,6.64631,0.00504,0.05780,0.00504,47.39697,5.03883,---,---,---,---,HARPS
2459266.625643,-5.47778,0.00497,6.64895,0.00497,0.06339,0.00497,47.38921,4.96914,---,---,---,---,HARPS
2459267.643712,-5.47691,0.00571,6.63630,0.00571,0.06770,0.00571,47.17890,5.70834,---,---,---,---,HARPS
2459275.651639,-5.47358,0.00533,6.73471,0.00533,0.04932,0.00533,46.74873,5.32652,---,---,---,---,HARPS
2459291.577124,-5.43599,0.00424,6.74253,0.00424,0.05859,0.00424,46.93697,4.23546,---,---,---,---,HARPS
2459258.671033,-5.55983,0.04178,9.94838,0.06345,---,---,---,---,---,---,---,---,CORALIE
2459276.662856,-5.47144,0.06500,9.86888,0.09224,---,---,---,---,---,---,---,---,CORALIE
2459283.652269,-5.47897,0.04132,9.79927,0.20046,---,---,---,---,---,---,---,---,CORALIE
2459291.609598,-5.51802,0.02742,9.78586,0.05671,---,---,---,---,---,---,---,---,CORALIE
2459300.606508,-5.50684,0.04471,9.75897,0.03900,---,---,---,---,---,---,---,---,CORALIE
2459305.569666,-5.48595,0.05322,9.78785,0.00954,---,---,---,---,---,---,---,---,CORALIE
2459310.571849,-5.48401,0.04493,9.81770,0.02539,---,---,---,---,---,---,---,---,CORALIE
2459316.511483,-5.47757,0.03051,9.90746,0.10935,---,---,---,---,---,---,---,---,CORALIE
2459320.526617,-5.48064,0.03215,9.79397,0.07169,---,---,---,---,---,---,---,---,CORALIE
2459327.491128,-5.45207,0.03583,10.01760,0.13189,---,---,---,---,---,---,---,---,CORALIE
2459346.466842,-5.45896,0.06422,9.91303,0.05558,---,---,---,---,---,---,---,---,CORALIE
2459486.886571,-5.41302,0.04214,10.04680,0.12254,---,---,---,---,---,---,---,---,CORALIE
2459502.889011,-5.42872,0.03208,9.57127,0.00089,---,---,---,---,---,---,---,---,CORALIE
2459518.847186,-5.38450,0.02861,9.87739,0.10352,---,---,---,---,---,---,---,---,CORALIE
2459530.837061,-5.40477,0.02985,9.80445,0.02792,---,---,---,---,---,---,---,---,CORALIE
2459569.682974,-5.39744,0.03091,9.66758,0.02964,---,---,---,---,---,---,---,---,CORALIE
2459573.740187,-5.37547,0.02070,9.74916,0.15347,---,---,---,---,---,---,---,---,CORALIE
2459585.725374,-5.36554,0.02301,9.72773,0.04487,---,---,---,---,---,---,---,---,CORALIE
2459604.731316,-5.41034,0.02145,9.72550,0.03385,---,---,---,---,---,---,---,---,CORALIE
2459622.700798,-5.41958,0.02558,9.88631,0.10209,---,---,---,---,---,---,---,---,CORALIE
2459624.621572,-5.45380,0.01613,9.99610,0.24223,---,---,---,---,---,---,---,---,CORALIE
2459149.870590,-0.27017,0.00117,---,---,---,---,---,---,---,---,---,---,PFS
2459151.858160,-0.24742,0.00115,---,---,---,---,---,---,---,---,---,---,PFS
2459156.845830,-0.22060,0.00112,---,---,---,---,---,---,---,---,---,---,PFS
2459157.846250,-0.23669,0.00125,---,---,---,---,---,---,---,---,---,---,PFS
2459205.791750,0.00265,0.00124,---,---,---,---,---,---,---,---,---,---,PFS
2459206.753170,-0.00032,0.00128,---,---,---,---,---,---,---,---,---,---,PFS
2459207.770530,0.00000,0.00110,---,---,---,---,---,---,---,---,---,---,PFS
2459210.781900,0.00942,0.00127,---,---,---,---,---,---,---,---,---,---,PFS
2459211.771570,0.03127,0.00128,---,---,---,---,---,---,---,---,---,---,PFS
2459216.716860,0.05159,0.00105,---,---,---,---,---,---,---,---,---,---,PFS
