2456717.73665239,31104.662293,11.669780,8914.831297,12.607475,-76.502583,16.503561,46.955980,1e-06,0.304370,0.006077,0.146836,0.003548,0.032272,0.008694,0.000000,0.000000,24.965683,CORALIE07,
2456749.88330616,30997.577306,12.549054,8924.615888,12.621313,-56.595952,17.747043,49.054307,1e-06,0.300747,0.006634,0.117326,0.003558,-0.226151,0.008226,0.000000,0.000000,16.294834,CORALIE07,
2456772.83833124,31000.849481,11.263651,8907.261900,12.596771,-18.750017,15.929208,47.257400,1e-06,0.316740,0.006008,0.130239,0.003285,-1.474105,0.305216,0.000000,0.000000,7.299227,CORALIE07,
2456779.80482489,31004.541090,14.865954,8801.277108,12.446885,-109.244715,21.023634,26.883461,1e-06,0.390817,0.006478,0.365996,0.005233,0.685438,0.005839,0.000000,0.000000,4.317844,CORALIE07,
2456781.68823019,31090.659302,13.044311,8858.369821,12.527627,-94.465080,18.447442,43.735524,1e-06,0.289380,0.006406,0.150351,0.003915,0.519821,0.017502,0.000000,0.000000,3.679425,CORALIE07,
2456782.75296464,31105.095322,12.152466,8813.312227,12.463906,-82.042991,17.186182,47.816327,1e-06,0.290022,0.006303,0.119558,0.003512,1.915173,0.219949,0.000000,0.000000,3.098895,CORALIE07,
2456803.73759273,31066.276753,26.615648,8878.628291,12.556277,-51.549745,37.640210,48.014362,1e-06,0.278886,0.010396,0.089414,0.006086,0.545986,0.020449,0.000000,0.000000,-6.036623,CORALIE07,
2456808.75158589,31032.977086,18.090928,8857.761615,12.526767,-110.536809,25.584436,48.853949,1e-06,0.280425,0.008021,0.097536,0.004500,0.029658,0.021006,0.000000,0.000000,-8.170557,CORALIE07,
2456810.73750268,31055.267033,17.315972,8875.904139,12.552424,-36.089173,24.488482,46.891111,1e-06,0.271379,0.007589,0.111805,0.004440,36.535010,48.033498,0.000000,0.000000,-8.973123,CORALIE07,
2456811.69973084,31025.921024,15.074521,8817.180463,12.469376,-7.925133,21.318592,46.961467,1e-06,0.289676,0.007119,0.114923,0.003990,-1.435098,0.102541,0.000000,0.000000,-9.314889,CORALIE07,
2456813.73159885,30990.535654,32.241682,8902.436087,12.589946,-103.735815,45.596624,23.460856,1e-06,0.333487,0.009124,0.400968,0.008999,0.860024,0.009970,0.000000,0.000000,-10.178112,CORALIE07,
2456814.74102061,30968.204517,16.026222,8913.840286,12.606074,-138.006072,22.664501,47.813425,1e-06,0.298435,0.007375,0.116293,0.004103,0.602286,0.034945,0.000000,0.000000,-10.590777,CORALIE07,
2456830.68796066,31018.795295,16.039523,8936.845509,12.638608,-127.125765,22.683312,45.640132,1e-06,0.287056,0.007272,0.122914,0.004275,-0.035064,0.013861,0.000000,0.000000,-16.394226,CORALIE07,
2456833.58020731,31036.692550,15.199806,8871.444815,12.546118,-62.973712,21.495772,45.248296,1e-06,0.306868,0.007222,0.119353,0.003953,0.219106,0.047124,0.000000,0.000000,-17.192552,CORALIE07,
2456840.60592619,31022.667958,22.614084,8842.128849,12.504659,-0.242972,31.981144,45.628634,1e-06,0.301744,0.007971,0.139899,0.005355,-0.369149,0.052754,0.000000,0.000000,-19.387662,CORALIE07,
2456853.53751253,31124.807495,57.338543,8873.483605,12.549001,-1.907043,81.088945,33.423973,1e-06,0.341559,0.017670,0.209434,0.013161,0.949045,0.035324,0.000000,0.000000,-22.486911,CORALIE07,
2456855.61273790,30985.847820,14.624366,8897.092275,12.582389,-45.435312,20.681976,45.478226,1e-06,0.293390,0.007008,0.129581,0.004075,-0.136338,0.045647,0.000000,0.000000,-23.024822,CORALIE07,
2456856.59422537,30976.695051,11.998287,8883.214617,12.562763,-42.267611,16.968140,44.927237,1e-06,0.364703,0.006806,0.137530,0.003555,0.442274,0.021415,0.000000,0.000000,-23.192995,CORALIE07,
2456880.53254910,31024.830635,17.319255,8877.330842,12.554442,-91.941115,24.493125,42.120512,1e-06,0.308083,0.006721,0.156040,0.004329,0.653257,0.024050,0.000000,0.000000,-25.723009,CORALIE07,
2456888.54232948,31037.307192,15.087348,8973.913101,12.691030,-79.290079,21.336732,44.979910,1e-06,0.302666,0.007142,0.136173,0.004182,0.489205,0.037085,0.000000,0.000000,-25.711265,CORALIE07,
2456889.52621581,31042.741665,12.397872,8838.509693,12.499540,-26.772963,17.533238,47.244012,1e-06,0.303956,0.006355,0.118548,0.003457,-4.549924,0.050696,0.000000,0.000000,-25.658366,CORALIE07,
2456910.48465720,31046.195153,25.528135,8973.228886,12.690062,-77.654216,36.102235,18.877409,1e-06,0.374409,0.007744,0.501198,0.007638,0.693591,0.005750,0.000000,0.000000,-23.150778,CORALIE07,
2457031.85994539,31006.819690,18.958760,8865.912625,12.538294,-44.596169,26.811735,48.853597,1e-06,0.309159,0.007948,0.141485,0.004592,0.125280,0.032213,0.000000,0.000000,22.425685,CORALIE14,
2457072.87336473,30979.149468,14.686884,8808.654185,12.457318,-103.922140,20.770391,48.514326,1e-06,0.286028,0.006394,0.146623,0.003878,0.622369,0.024870,0.000000,0.000000,25.935683,CORALIE14,
2457085.80107186,30883.188725,16.026096,8875.980936,12.552533,-87.597542,22.664323,49.037624,1e-06,0.282107,0.006794,0.133347,0.003992,0.201304,0.026546,0.000000,0.000000,24.384059,CORALIE14,
2457086.74260622,30907.831271,16.378504,8906.492454,12.595682,-77.562925,23.162703,48.841945,1e-06,0.282890,0.006990,0.146870,0.004293,0.618106,0.029176,0.000000,0.000000,24.305272,CORALIE14,
2457111.67974096,30951.063531,22.393087,8827.836645,12.484446,-32.937802,31.668607,49.197140,1e-06,0.265704,0.006823,0.114783,0.004302,0.348299,0.043275,0.000000,0.000000,17.810822,CORALIE14,
2457112.85851323,30933.311593,39.715421,8825.062814,12.480524,-83.880588,56.166087,49.612335,1e-06,0.285094,0.009278,0.146703,0.006860,-0.566015,0.112108,0.000000,0.000000,17.112759,CORALIE14,
2457114.83854385,30930.998493,27.848360,8840.244222,12.501993,-112.869183,39.383529,48.726059,1e-06,0.280270,0.007633,0.114816,0.004925,0.269878,0.052677,0.000000,0.000000,16.458632,CORALIE14,
2457139.68574167,30995.509279,24.715146,8804.294454,12.451153,1.651044,34.952494,49.668495,1e-06,0.272132,0.007320,0.093785,0.004369,0.131957,0.059707,0.000000,0.000000,6.843426,CORALIE14,
2457194.67667381,30964.494511,32.236228,8840.384539,12.502192,-83.820206,45.588911,53.542661,1e-06,0.263673,0.008704,0.082223,0.005490,0.220175,0.053862,0.000000,0.000000,-15.964055,CORALIE14,
2457405.83694040,30905.916764,15.112068,8890.453185,12.572999,-64.182293,21.371692,50.029550,1e-06,0.286496,0.004860,0.113913,0.002832,0.305641,0.035388,0.000000,0.000000,24.314542,CORALIE14,
2457412.84526021,30889.044840,20.631003,8959.138662,12.670135,-54.034611,29.176644,49.581931,1e-06,0.268715,0.005731,0.125752,0.003706,0.207708,0.041010,0.000000,0.000000,25.365506,CORALIE14,
2457426.84822632,30933.505193,11.785808,8825.187572,12.480700,-49.193297,16.667650,49.806525,1e-06,0.287676,0.005410,0.117901,0.002920,0.363899,0.020346,0.000000,0.000000,26.352791,CORALIE14,
2457428.82227642,30950.959221,9.487240,8824.949494,12.480363,-54.347095,13.416984,49.828232,1e-06,0.299273,0.004883,0.122340,0.002570,0.361339,0.015941,0.000000,0.000000,26.401268,CORALIE14,
2457455.88963994,30913.002225,14.611767,8862.087723,12.532885,-96.541541,20.664160,49.945047,1e-06,0.293246,0.006181,0.129106,0.003492,0.425729,0.029591,0.000000,0.000000,23.314488,CORALIE14,
2457484.75663684,30930.073373,12.437146,8842.388079,12.505025,-45.002017,17.588780,49.548479,1e-06,0.277976,0.005319,0.108732,0.002825,0.452975,0.023991,0.000000,0.000000,14.927819,CORALIE14,
2457548.66992385,30973.697506,13.395032,8851.184016,12.517464,-16.875145,18.943436,49.626834,1e-06,0.275452,0.005673,0.100487,0.002959,0.605672,0.026689,0.000000,0.000000,-11.834389,CORALIE14,
2457807.78940591,31107.650792,14.809021,8831.869120,12.490149,-43.906361,20.943118,49.631283,1e-06,0.300256,0.006405,0.114896,0.003468,0.382504,0.025225,0.000000,0.000000,25.657889,CORALIE14,
2457814.86410615,31118.905379,10.227171,8841.095762,12.503198,-51.256189,14.463404,49.238431,1e-06,0.290246,0.004983,0.119105,0.002664,0.428185,0.017592,0.000000,0.000000,24.540282,CORALIE14,
2457850.62687922,31139.052399,21.004658,8892.050441,12.575258,-24.965388,29.705072,49.262914,1e-06,0.265024,0.007105,0.104744,0.004090,0.454451,0.047462,0.000000,0.000000,14.884916,CORALIE14,
2457890.60954413,31084.570868,17.911818,8861.857164,12.532559,-60.954848,25.331136,49.617509,1e-06,0.283022,0.006918,0.107906,0.003834,0.376135,0.031950,0.000000,0.000000,-1.957702,CORALIE14,
2457949.57446668,31119.154993,18.139533,8914.460862,12.606951,-18.884579,25.653174,49.838555,1e-06,0.273923,0.006758,0.123059,0.004004,0.471697,0.035019,0.000000,0.000000,-22.599143,CORALIE14,
2458168.86611666,31162.651463,15.772623,8885.541711,12.566054,-29.267218,22.305858,51.892624,1e-06,0.286440,0.006438,0.118864,0.003637,0.433979,0.031019,0.000000,0.000000,25.934870,CORALIE14,
2458205.83637135,31167.413645,14.372734,8868.705046,12.542243,-45.471714,20.326115,51.557313,1e-06,0.289979,0.006053,0.113963,0.003240,0.839537,0.032740,0.000000,0.000000,18.094341,CORALIE14,
2458537.70831475,31173.039061,32.404203,8987.694324,12.710519,-230.146374,45.826463,50.941595,1e-06,0.280751,0.006937,0.132893,0.004986,0.367979,0.134511,0.000000,0.000000,25.816272,CORALIE14,
2458576.85512151,31139.080297,30.510180,8920.546362,12.615558,-87.648004,43.147911,51.178764,1e-06,0.291290,0.007564,0.115293,0.005006,0.209712,0.069843,0.000000,0.000000,16.112378,CORALIE14,
2458635.73804677,31220.184980,29.612164,8934.275123,12.634973,-87.220367,41.877924,50.198525,1e-06,0.285801,0.007814,0.098823,0.004832,0.130838,0.058294,0.000000,0.000000,-8.421517,CORALIE14,
2458637.56054081,31204.807900,22.054146,8882.594528,12.561886,-135.634993,31.189272,50.260042,1e-06,0.275548,0.006566,0.111391,0.003977,0.432010,0.050454,0.000000,0.000000,-8.885291,CORALIE14,
2458639.61313859,31125.513143,23.787105,8884.033551,12.563921,-26.351947,33.640046,50.558201,1e-06,0.286996,0.007040,0.106136,0.004186,0.468474,0.052090,0.000000,0.000000,-9.815000,CORALIE14,
2458890.77020664,30988.077948,35.024008,8999.720542,12.727527,-108.108713,49.531427,49.681126,1e-06,0.311985,0.007167,0.111570,0.004732,0.076870,0.070436,0.000000,0.000000,26.463776,CORALIE14,
2459250.79901148,31123.731931,51.284431,8973.706944,12.690738,-40.905147,72.527137,50.500561,1e-06,0.239938,0.008005,0.179977,0.007321,0.389298,0.120078,0.000000,0.000000,26.382386,CORALIE14,
2459264.82234224,31148.634484,38.422620,8893.919131,12.577901,-42.936310,54.337790,49.622808,1e-06,0.267205,0.007451,0.125564,0.005524,-0.162461,0.084458,0.000000,0.000000,26.001465,CORALIE14,
2459267.80057266,31072.133284,31.935037,8861.961225,12.532706,-41.832686,45.162963,49.647109,1e-06,0.285325,0.006903,0.117526,0.004685,-0.306805,0.064145,0.000000,0.000000,25.753368,CORALIE14,
2459270.82059757,31146.837333,36.579024,9003.123601,12.732340,-111.918357,51.730552,48.865922,1e-06,0.294817,0.007403,0.160294,0.005530,0.650064,0.068293,0.000000,0.000000,25.366267,CORALIE14,
2459313.76439322,31177.990872,37.186351,8935.155034,12.636217,-57.249959,52.589441,48.630621,1e-06,0.271514,0.007129,0.102846,0.005130,0.107891,0.054089,0.000000,0.000000,13.905992,CORALIE14,
2459343.74796327,31151.799584,87.540416,8982.664459,12.703406,-163.682041,123.800844,47.720784,1e-06,0.350354,0.014061,0.121494,0.011477,1.184867,0.198359,0.000000,0.000000,1.292246,CORALIE14,
2459374.65916209,31085.410697,30.257261,8915.524969,12.608456,2.975039,42.790229,48.488994,1e-06,0.278764,0.006892,0.089100,0.004485,1.373257,0.065165,0.000000,0.000000,-11.676181,CORALIE14,
2459421.52299861,31206.949334,38.666362,8914.571457,12.607108,-39.399475,54.682493,48.897624,1e-06,0.320425,0.008981,0.108163,0.005946,0.690520,0.073461,0.000000,0.000000,-24.395431,CORALIE14,
2459441.50598573,31207.376193,93.038765,9026.803094,12.765827,219.427120,131.576683,46.665335,1e-06,0.475569,0.022198,0.113156,0.015589,-0.952490,0.540276,0.000000,0.000000,-25.716956,CORALIE14,
2459460.48774659,31132.235986,39.750945,8897.600456,12.583107,-175.448443,56.216325,49.012962,1e-06,0.346733,0.008477,0.091089,0.005643,0.301746,0.088944,0.000000,0.000000,-24.283456,CORALIE14,
2459585.84591729,31257.130525,30.433361,8926.027497,12.623309,-70.704387,43.039272,48.817079,1e-06,0.304668,0.007043,0.121964,0.004712,0.805480,0.065394,0.000000,0.000000,21.772114,CORALIE14,
2459620.80145690,31316.277595,29.131041,8898.452132,12.584312,-37.471583,41.197514,49.085352,1e-06,0.327517,0.006211,0.121978,0.004191,-0.403687,0.040603,0.000000,0.000000,26.438000,CORALIE14,
2459624.78262691,31180.877145,27.245294,8903.229696,12.591068,-35.682280,38.530664,49.812523,1e-06,0.298080,0.006659,0.129574,0.004565,0.335615,0.044944,0.000000,0.000000,26.367592,CORALIE14,
2459648.74828436,31285.855307,17.893938,8836.945879,12.497329,7.152890,25.305850,49.946178,1e-06,0.323939,0.006317,0.138392,0.003746,0.372471,0.029839,0.000000,0.000000,23.277884,CORALIE14,
2459689.67318548,31194.867352,27.426196,8842.972444,12.505852,11.434265,38.786499,49.044365,1e-06,0.293121,0.008463,0.128186,0.005192,0.345372,0.042515,0.000000,0.000000,9.786120,CORALIE14,
2459703.67734296,31176.973686,17.764632,8859.775262,12.529614,-32.948261,25.122984,50.020547,1e-06,0.298328,0.005688,0.114423,0.003326,0.297108,0.019411,0.000000,0.000000,3.749011,CORALIE14,
2459724.77238650,31202.728369,21.900665,8849.900143,12.515649,-12.238396,30.972218,50.009775,1e-06,0.291284,0.006005,0.102049,0.003573,0.463723,0.043815,0.000000,0.000000,-5.622209,CORALIE14,
2459750.65927053,31298.910771,35.745708,8927.609066,12.625546,-83.777672,50.552065,50.094109,1e-06,0.298466,0.007771,0.105212,0.005264,0.117272,0.087383,0.000000,0.000000,-15.620922,CORALIE14,
2459996.88794484,31294.285185,37.213492,8932.441683,12.632380,-81.360235,52.627825,47.654643,1e-06,0.365268,0.007787,0.095736,0.005073,0.595725,0.047696,0.000000,0.000000,25.760009,CORALIE14,
2460011.89698716,31266.395133,35.730029,9004.200030,12.733862,-142.263579,50.529892,48.268202,1e-06,0.348626,0.007011,0.168544,0.005480,-1.245820,0.059198,0.000000,0.000000,23.465258,CORALIE14,
2460017.79286637,31258.420920,24.210171,8962.298183,12.674604,-5.176340,34.238352,49.432866,1e-06,0.276197,0.005075,0.125601,0.003635,-0.319915,0.061321,0.000000,0.000000,22.329849,CORALIE14,
2460030.85902694,31282.805949,29.658074,8962.989019,12.675581,-62.504000,41.942850,48.387036,1e-06,0.289727,0.005573,0.114881,0.004132,-0.010505,0.051743,0.000000,0.000000,18.482952,CORALIE14,
2459596.85359639,31196.511476,4.161361,6487.051645,9.174076,52.444050,5.885054,48.777138,1e-06,0.394733,0.004687,0.129231,0.001733,0.532941,0.014666,0.677318,0.036650,24.210677,HARPS,
2459600.82703273,31297.065916,2.846953,6449.484287,9.120948,46.928794,4.026199,49.727143,1e-06,0.358446,0.003416,0.125151,0.001282,0.442074,0.009814,0.569408,0.023612,24.912373,HARPS,
2459601.84852919,31258.967187,2.307253,6448.609283,9.119711,36.133422,3.262949,49.986808,1e-06,0.370833,0.003019,0.120473,0.001070,0.460658,0.007784,0.597115,0.017697,25.039537,HARPS,
2459602.81320430,31225.856100,2.225387,6452.160395,9.124733,33.054677,3.147173,50.314499,1e-06,0.364474,0.002844,0.121052,0.001021,0.354770,0.007620,0.446621,0.018108,25.220474,HARPS,
