,Unnamed: 0,pl_name,hostname,pl_type,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_spectype,st_teff,st_rad,st_mass,st_met,companion_type,pl_sus_data,discoverymethod,pl_refname,baseline,num_obs
219,219,HD 98219 b,HD 98219,CJ,1,1,433.8,1.26,,,624.21812,1.964,0.079,0.04,-0.04,,4925.0,4.6,1.41,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2492.1540000000005,23.0
220,220,HD 96992 b,HD 96992,CJ,1,1,514.0,1.24,,,362.3262,1.14,0.41,0.24,-0.12,,4725.0,7.43,0.96,-0.45,1.0,0.0,Radial Velocity,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,5166.7488519996405,76.0
221,221,HD 96167 b,HD 96167,CJ,2,1,498.04,1.332,,,227.88411,0.717,0.685,0.029,-0.029,,5733.0,1.94,1.27,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,4572.627,64.0
222,222,HD 96063 b,HD 96063,CJ,1,1,362.5,1.11,,,403.6441,1.27,0.17,0.11,-0.11,,5020.0,4.75,1.37,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2421.281000000001,22.0
223,223,HD 94834 b,HD 94834,CJ,1,1,1576.0,2.74,,,400.4658,1.26,0.14,0.1,-0.1,,4798.0,4.2,1.11,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2999.9440000000013,39.0
224,224,HD 9174 b,HD 9174,CJ,1,1,1179.0,2.2,,,352.7913,1.11,0.12,0.05,-0.05,G8 IV,5577.0,1.67,1.03,0.39,1.0,0.0,Radial Velocity,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,1723.2359490999952,29.0
225,225,HD 89744 b,HD 89744,WJ,2,1,256.78,0.917,,,2653.8805,8.35,0.677,0.003,-0.003,,6291.0,,1.86,,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,4125.826929999996,159.0
226,226,HD 87646 b,HD 87646,WJ,3,1,13.481,0.117,,,3941.092,12.4,0.05,0.02,-0.02,G,5770.0,1.55,1.12,-0.17,1.0,0.0,Radial Velocity,<a refstr=MA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..112M/abstract target=ref>Ma et al. 2016</a>,2466.140064486768,246.0
227,227,HD 86950 b,HD 86950,CJ,1,1,1270.0,2.72,,,1144.188,3.6,0.17,0.16,-0.16,K1 III,4805.0,8.8,1.66,0.04,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,2594.451829999998,20.0
228,228,HD 86081 b,HD 86081,HJ,2,1,2.1378431,0.0346,,,470.3884,1.48,0.0119,0.0047,-0.0047,F8,5939.0,1.46,1.21,0.22,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,2946.8599999999988,41.0
229,229,HD 8535 b,HD 8535,CJ,2,1,1313.0,2.45,,,216.1244,0.68,0.15,0.09,-0.05,G0 V,6136.0,1.19,1.13,0.06,1.0,0.0,Radial Velocity,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,2219.0099170003086,45.0
230,230,HD 81688 b,HD 81688,WJ,1,1,183.93,0.648,,,525.68818518,1.654,0.04,0.022,-0.031,K0 III-IV,4797.0,11.13,1.07,-0.32,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,7015.94386999961,279.0
231,231,HD 79181 b,HD 79181,WJ,1,1,273.1,0.9,,,203.41018048,0.64,0.259,0.067,-0.206,G8 III,4862.0,11.06,1.28,-0.28,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,6107.373499999754,164.0
232,232,HD 76920 b,HD 76920,CJ,1,1,415.891,1.091,,,994.80291391,3.13,0.8782,0.0025,-0.0025,,4664.0,8.33,1.0,-0.19,1.0,0.0,Radial Velocity,<a refstr=BERGMANN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASA...38...19B/abstract target=ref>Bergmann et al. 2021</a>,3281.6510990000006,100.0
233,233,HD 73534 b,HD 73534,CJ,1,1,1750.0,2.99,,,353.42696,1.112,0.126,0.057,-0.057,,4917.0,2.58,1.16,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,4657.224,48.0
234,234,HD 72490 b,HD 72490,CJ,1,1,858.0,1.88,,,561.92344,1.768,0.124,0.046,-0.046,,4934.0,4.96,1.21,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2897.0789999999997,33.0
235,235,HD 68402 b,HD 68402,CJ,1,1,1103.0,2.18,,,975.7381,3.07,0.03,0.06,-0.06,G5 IV/V,5950.0,1.02,1.12,0.29,1.0,0.0,Radial Velocity,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,2050.2978340000845,22.0
236,236,HD 66141 b,HD 66141,CJ,1,1,480.5,1.2,,,1906.9,6.0,0.07,0.03,-0.03,K2 III,4323.0,21.4,1.1,-0.323,1.0,0.0,Radial Velocity,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>,2604.881085,54.0
237,237,HD 62509 b,HD 62509,CJ,1,1,589.64,1.64,,,731.0,2.3,0.02,0.03,-0.03,,4892.63,,,0.1027,1.0,0.0,Radial Velocity,<a refstr=HATZES_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...457..335H/abstract target=ref> Hatzes et al. 2006 </a>,2921.6014999998733,55.0
238,238,HD 60292 b,HD 60292,CJ,1,1,495.4,1.5,,,2065.895,6.5,0.27,0.1,-0.1,K0 III,4348.0,27.0,1.7,-0.17,1.0,0.0,Radial Velocity,<a refstr=LEE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53...27L/abstract target=ref>Lee et al. 2020</a>,3328.8672190000007,30.0
239,239,HD 59686 A b,HD 59686 A,CJ,2,1,299.36,1.086,,,2199.3836,6.92,0.05,0.03,-0.02,K2 III,4658.0,13.2,1.9,0.15,1.0,0.0,Radial Velocity,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,4411.942999999999,88.0
240,240,HD 5583 b,HD 5583,WJ,1,1,139.35,0.53,,,1837.0574,5.78,0.076,0.07,-0.023,,4830.0,9.09,1.01,-0.5,1.0,0.0,Radial Velocity,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,3225.057365300003,36.0
241,241,HD 55696 b,HD 55696,CJ,1,1,1827.0,3.18,,,1230.0021,3.87,0.705,0.022,-0.022,G0 V,6012.0,1.52,1.29,0.37,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4701.234999999999,28.0
242,242,HD 52265 b,HD 52265,WJ,1,1,119.27,0.52,,,384.5743,1.21,0.27,0.02,-0.02,,6136.0,,1.204,,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,5835.970989999827,157.0
243,243,HD 4917 b,HD 4917,CJ,1,1,400.5,1.167,,,513.29545,1.615,0.066,0.041,-0.041,,4802.0,5.01,1.32,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3246.1850000000013,159.0
244,244,HD 47536 b,HD 47536,CJ,1,1,712.13,1.93,,,2330.0,7.32,0.2,0.08,-0.08,K1 III,4380.0,23.47,2.1,,1.0,0.0,Radial Velocity,<a refstr=SETIAWAN_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003A&A...398L..19S/abstract target=ref> Setiawan et al. 2003 </a>,3246.1850000000013,159.0
245,245,HD 43691 b,HD 43691,WJ,3,1,36.9987,0.238,,,810.4665,2.55,0.0796,0.0067,-0.0067,G0,6093.0,1.6,1.32,0.33,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4750.942000000001,23.0
246,246,HD 4313 b,HD 4313,CJ,1,1,356.21,1.157,,,612.45841,1.927,0.147,0.047,-0.047,,4943.0,5.14,1.63,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3435.7659999999996,46.0
247,247,HD 42012 b,HD 42012,CJ,1,1,857.5,1.67,,,508.528,1.6,0.2,0.1,-0.1,K0,5405.0,0.82,0.83,-0.09,1.0,1.0,Radial Velocity,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,4402.997799999997,32.0
248,248,HD 36384 b,HD 36384,CJ,1,1,490.0,1.3,,,2097.6674862,6.6,0.2,0.1,-0.1,M0 III,3940.0,38.4,1.14,-0.16,1.0,0.0,Radial Velocity,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805994L/abstract target=ref>Lee et al. 2023</a>,4081.8474670000005,43.0
249,249,HD 360 b,HD 360,WJ,1,1,273.1,0.98,,,238.37130525,0.75,0.139,0.108,-0.104,G8 III,4770.0,10.86,1.69,-0.06,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,5080.003599999938,102.0
250,250,HD 35759 b,HD 35759,WJ,1,1,82.467,0.389,,,1195.0408,3.76,0.389,0.006,-0.006,G0,6060.0,,1.15,0.04,1.0,0.0,Radial Velocity,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,1260.7535000000062,71.0
251,251,HD 331093 b,HD 331093,CJ,1,1,621.62,1.44,,,476.7426105,1.5,0.59,0.03,-0.03,K0,5544.0,,1.03,0.17,1.0,0.0,Radial Velocity,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,3516.2374999999956,21.0
252,252,HD 32963 b,HD 32963,CJ,1,1,2372.0,3.41,,,222.481,0.7,0.07,0.04,-0.04,,5727.0,,0.94,0.11,1.0,0.0,Radial Velocity,<a refstr=ROWAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817..104R/abstract target=ref>Rowan et al. 2016</a>,5838.119099999778,109.0
253,253,HD 32518 b,HD 32518,WJ,1,1,157.35,0.594,,,905.49313154,2.849,0.028,0.034,-0.019,K1 III,4580.0,10.22,1.13,-0.15,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,6153.6176299997605,97.0
254,254,HD 30856 b,HD 30856,CJ,2,1,847.0,1.85,,,491.68301,1.547,0.061,0.058,-0.058,,4895.0,4.4,1.17,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2300.824999999999,22.0
255,255,HD 2952 b,HD 2952,CJ,1,1,312.08,1.117,,,284.77425267,0.896,0.269,0.165,-0.15,K0 III,4853.0,10.9,1.91,0.0,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,6166.132009999827,102.0
256,256,HD 29021 b,HD 29021,CJ,1,1,1362.3,2.28,,,762.792,2.4,0.459,0.008,-0.008,G5,5560.0,0.85,0.85,-0.24,1.0,0.0,Radial Velocity,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,1610.631500000134,66.0
257,257,HD 28678 b,HD 28678,CJ,1,1,380.2,1.18,,,490.09386,1.542,0.149,0.047,-0.047,,4972.0,6.48,1.53,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2915.054,40.0
258,258,HD 27969 b,HD 27969,CJ,1,1,654.5,1.552,,,1525.5763536,4.8,0.182,0.019,-0.019,G0 V,5966.0,1.27,1.16,0.18,1.0,0.0,Radial Velocity,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,880.6215599999996,25.0
259,259,HD 25723 b,HD 25723,CJ,1,1,457.01,1.49,,,794.5710175,2.5,0.04,0.05,-0.03,K1 III,4766.0,13.76,2.12,-0.03,1.0,0.0,Radial Velocity,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,4464.799999999814,107.0
260,260,HD 240210 b,HD 240210,CJ,1,1,501.75,1.16,,,1655.82,5.21,0.15,0.02,-0.02,K3 III,4297.0,,0.82,-0.18,1.0,0.0,Radial Velocity,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,1654.6461899999995,38.0
261,261,HD 238914 b,HD 238914,CJ,1,1,4100.0,5.7,,,1906.98,6.0,0.56,0.07,-0.05,,4769.0,12.73,1.47,-0.25,1.0,0.0,Radial Velocity,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,3943.957030999998,86.0
262,262,HD 233832 b,HD 233832,CJ,2,1,2058.0,2.827,,,565.7374,1.78,0.359,0.046,-0.039,,4981.0,0.68,0.71,-0.66,1.0,0.0,Radial Velocity,<a refstr=BARBATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...621A.110B/abstract target=ref>Barbato et al. 2019</a>,1924.7564230002463,80.0
263,263,HD 233604 b,HD 233604,WJ,1,1,192.0,0.747,,,2089.644,6.575,0.05,0.03,-0.03,K5,4791.0,10.9,1.5,-0.36,1.0,0.0,Radial Velocity,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,2955.9011600000013,33.0
264,264,HD 231701 b,HD 231701,WJ,1,1,141.63,0.567,,,359.1479,1.13,0.13,0.032,-0.032,F8 V,6101.0,1.53,1.21,0.05,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4019.151,28.0
265,265,HD 22781 b,HD 22781,CJ,1,1,528.07,1.167,,,4338.2,13.65,0.8191,0.0023,-0.0023,K1,5027.0,,0.75,-0.37,1.0,0.0,Radial Velocity,<a refstr=DIAZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.113D/abstract target=ref> D&iacute;az et al. 2012 </a>,1365.2266999999993,32.0
266,266,HD 224693 b,HD 224693,WJ,1,1,26.6904,0.191,,,222.481,0.7,0.104,0.017,-0.017,G2 V,5894.0,1.93,1.31,0.27,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4407.008,40.0
267,267,HD 222237 b,HD 222237,CJ,1,1,14892.0,10.8,,,1649.52943233,5.19,0.56,0.03,-0.03,K3 V,4751.0,0.71,0.76,-0.32,1.0,0.0,Radial Velocity,<a refstr=XIAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240908067X/abstract target=ref>Xiao et al. 2024</a>,4339.1901599997655,63.0
268,268,HD 222076 b,HD 222076,CJ,1,1,871.0,1.83,,,495.8148,1.56,0.08,0.05,-0.05,K0 III,4806.0,4.1,1.07,0.05,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,2330.290589999997,37.0
269,269,HD 221585 b,HD 221585,CJ,1,1,1173.0,2.306,,,511.7063,1.61,0.123,0.069,-0.069,G8 IV,5620.0,,1.19,0.29,1.0,0.0,Radial Velocity,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>,3982.0107000000003,35.0
270,270,HD 221287 b,HD 221287,CJ,1,1,456.1,1.25,,,982.05,3.09,0.08,0.17,-0.05,,6304.0,,1.25,-0.03,1.0,0.0,Radial Velocity,<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>,1128.8738999999987,26.0
271,271,HD 220773 b,HD 220773,CJ,1,1,3724.7,4.94,,,460.8,1.45,0.51,0.1,-0.1,F9,5940.0,,1.16,0.09,1.0,0.0,Radial Velocity,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,3311.092317,43.0
272,272,HD 219415 b,HD 219415,CJ,1,1,2093.3,3.2,,,317.83,1.0,0.4,0.09,-0.09,K0 III,4820.0,2.9,1.0,-0.04,1.0,0.0,Radial Velocity,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,2652.9056599999967,57.0
273,273,HD 219139 b,HD 219139,WJ,1,1,275.5,0.94,,,247.90615746,0.78,0.11,0.087,-0.081,G5 III,4831.0,11.22,1.46,-0.2,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,5075.00540000014,111.0
274,274,HD 213472 b,HD 213472,CJ,1,1,17000.0,13.0,,,1112.3994245,3.5,0.53,0.12,-0.085,,5729.54,1.433902,1.048132,0.1249,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,6762.805782999843,61.0
275,275,HD 212771 b,HD 212771,CJ,1,1,380.7,1.19,,,759.6137,2.39,0.076,0.051,-0.051,,5003.0,5.27,1.56,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3258.2670000000016,31.0
276,276,HD 211810 b,HD 211810,CJ,1,1,1558.0,2.656,,,212.9461,0.67,0.68,0.14,-0.14,G5,5652.0,1.13,1.03,0.17,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4021.151,48.0
277,277,HD 211403 b,HD 211403,WJ,1,1,223.8,0.768,,,1760.76937478,5.54,0.084,0.057,-0.044,F7 V,6273.0,1.206,1.2,0.18,1.0,0.0,Radial Velocity,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,4920.651769999997,52.0
278,278,HD 210702 b,HD 210702,CJ,1,1,355.5,1.079,,,481.5100366,1.515,0.071,0.019,-0.051,K1 IV,4912.0,4.54,1.33,-0.02,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,5977.8063400001265,85.0
279,279,HD 208897 b,HD 208897,CJ,1,1,358.27,1.063,,,379.48711796,1.194,0.02,0.049,-0.01,K0,4860.0,4.98,1.25,0.21,1.0,0.0,Radial Velocity,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,4326.7952499999665,129.0
280,280,HD 208527 b,HD 208527,CJ,1,1,875.5,2.1,,,3146.4,9.9,0.08,0.04,-0.04,M1 III,4035.0,51.1,1.6,-0.09,1.0,0.0,Radial Velocity,<a refstr=LEE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A...2L/abstract target=ref> Lee et al. 2013 </a>,1352.199501,24.0
281,281,HD 206610 b,HD 206610,CJ,1,1,673.2,1.74,,,647.10188,2.036,0.1,0.042,-0.042,,4842.0,6.12,1.55,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3274.1589999999997,39.0
282,282,HD 205739 b,HD 205739,WJ,1,1,279.8,0.896,,,435.41,1.37,0.27,0.07,-0.07,,6176.0,1.33,1.22,0.19,1.0,0.0,Radial Velocity,<a refstr=LOPEZ_MORALES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008AJ....136.1901L/abstract target=ref> Lopez-Morales et al. 2008 </a>,1208.6984999999995,24.0
283,283,HD 19994 b,HD 19994,CJ,3,1,466.2,1.305,,,435.41,1.37,0.063,0.062,-0.062,F8 V,6188.0,,1.365,0.27,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,891.2934000000023,68.0
284,284,HD 197037 b,HD 197037,CJ,2,1,1035.7,2.07,,,251.0,0.79,0.22,0.07,-0.07,F7 V,6150.0,,1.11,-0.2,1.0,0.0,Radial Velocity,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,3924.23263289,113.0
285,285,HD 196885 A b,HD 196885 A,CJ,2,1,1333.0,2.37,,,819.97,2.58,0.48,0.06,-0.06,,6254.0,1.31,1.28,0.22,1.0,0.0,Radial Velocity,<a refstr=FISCHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703.1545F/abstract target=ref> Fischer et al. 2009 </a>,3779.7257899999986,76.0
286,286,HD 19615 b,HD 19615,CJ,1,1,402.0,1.1,,,2701.5414595,8.5,0.2,0.1,-0.1,K0,4263.0,32.3,1.1,-0.31,1.0,0.0,Radial Velocity,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,4048.861525000001,52.0
287,287,HD 190984 b,HD 190984,CJ,1,1,4885.0,5.5,,,985.2,3.1,0.57,0.1,-0.1,F8 V,5988.0,1.53,0.91,-0.48,1.0,0.0,Radial Velocity,<a refstr=SANTOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..47S/abstract target=ref> Santos et al. 2010 </a>,1948.7223640000448,47.0
288,288,HD 18742 b,HD 18742,CJ,1,1,766.0,1.82,,,1080.622,3.4,0.04,0.035,-0.035,,4940.0,5.13,1.36,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3044.6759999999995,74.0
289,289,HD 185269 b,HD 185269,HJ,3,1,6.83776,0.077,,,321.0083,1.01,0.229,0.014,-0.014,,5923.0,2.0,1.3,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2086.0369999999984,73.0
290,290,HD 181342 b,HD 181342,CJ,1,1,564.1,1.592,,,807.2882,2.54,0.022,0.051,-0.051,,4945.0,4.71,1.69,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3378.9209999999985,68.0
291,291,HD 180902 b,HD 180902,CJ,2,1,510.9,1.4,,,535.54355,1.685,0.107,0.022,-0.022,,4961.0,4.16,1.41,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3378.916000000001,84.0
292,292,HD 18015 b,HD 18015,CJ,1,1,2278.0,3.87,,,1010.6994,3.18,0.148,0.061,-0.061,,5603.0,3.13,1.49,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,3044.7890000000025,25.0
293,293,HD 180053 b,HD 180053,WJ,1,1,213.72,0.843,,,697.31902,2.194,0.081,0.029,-0.029,,5131.0,4.06,1.75,,1.0,0.0,Radial Velocity,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2990.987000000001,109.0
