,pl_name,hostname,pl_type,sy_snum,sy_pnum,companion_type,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_mass,st_met,discoverymethod
1049,HD 196050 b,HD196050,CJ,3,1,1.0,1321.0,2.43,,,959.8466,3.02,0.3,0.1,-0.1,1.1,0.22,Radial Velocity
1050,HD 2039 b,HD2039,CJ,1,1,1.0,1120.0,2.23,,,1941.86,6.11,0.715,0.046,-0.046,,0.3,Radial Velocity
1051,HD 20782 b,HD20782,CJ,2,5,1.0,597.065,1.397,,,454.4969,1.43,0.956,0.004,-0.004,1.02,0.01,Radial Velocity
1052,HD 213240 b,HD213240,CJ,2,1,1.0,951.0,2.03,,,1430.235,4.5,0.45,0.04,-0.04,1.22,0.16,Radial Velocity
1053,HD 214823 b,HD214823,BD,2,1,1.0,1854.4,3.23,,,6451.949,20.3,0.1641,0.0026,-0.0026,1.31,0.14,Radial Velocity
1054,HD 216437 b,HD216437,CJ,1,1,1.0,1256.0,2.32,,,578.4506,1.82,0.29,0.12,-0.12,1.06,0.25,Radial Velocity
1055,HD 216536 b,HD216536,WJ,1,1,1.0,148.6,0.609,,,467.19,1.47,0.38,0.12,-0.1,1.36,-0.17,Radial Velocity
1056,HD 221420 b,HD221420,BD,1,1,1.0,10090.0,10.15,,,7278.2705203,22.9,0.14,0.04,-0.03,1.351,0.33,Radial Velocity
1057,HD 222155 b,HD222155,CJ,1,1,1.0,3999.0,5.1,,,603.85,1.9,0.16,0.27,-0.22,1.13,-0.11,Radial Velocity
1058,HD 224538 b,HD224538,CJ,1,1,1.0,1189.1,2.28,,,1897.4451,5.97,0.464,0.022,-0.022,1.34,0.27,Radial Velocity
1059,HD 23127 b,HD23127,CJ,1,1,1.0,1214.0,2.4,,,476.7,1.5,0.44,0.07,-0.07,1.13,0.34,Radial Velocity
1060,HD 23596 b,HD23596,CJ,2,1,1.0,1561.0,2.772,,,2450.37,7.71,0.266,0.014,-0.014,1.159,0.33,Radial Velocity
1061,HD 25015 b,HD25015,CJ,1,1,1.0,6019.32,6.19,,,1423.8784,4.48,0.39,0.09,-0.07,0.86,0.04,Radial Velocity
1062,HD 25171 b,HD25171,CJ,2,1,1.0,1845.0,3.02,,,301.926,0.95,0.08,0.06,-0.06,1.09,-0.11,Radial Velocity
1063,HD 28254 b,HD28254,CJ,2,1,1.0,1116.0,2.15,,,368.67,1.16,0.81,0.05,-0.02,1.06,0.06,Radial Velocity
1064,HD 30562 b,HD30562,CJ,1,1,1.0,1157.0,2.3,,,410.0007,1.29,0.76,0.05,-0.05,1.219,0.243,Radial Velocity
1065,HD 38283 b,HD38283,CS,1,1,1.0,363.2,1.02,,,108.0622,0.34,0.41,0.16,-0.16,1.085,-0.12,Radial Velocity
1066,HD 38801 b,HD38801,CJ,1,1,1.0,686.8,1.66,,,3219.6179,10.13,0.059,0.026,-0.026,1.29,0.25,Radial Velocity
1067,HD 4113 b,HD4113,CJ,3,1,1.0,526.62,1.28,,,495.79,1.56,0.903,0.005,-0.005,0.99,0.2,Radial Velocity
1068,HD 43197 b,HD43197,WJ,1,2,1.0,327.8,0.92,,,190.69,0.6,0.83,0.05,-0.01,0.96,0.4,Radial Velocity
1069,HD 44219 b,HD44219,CJ,1,1,1.0,472.3,1.19,,,184.33,0.58,0.61,0.07,-0.09,1.0,0.03,Radial Velocity
1070,HD 45364 b,HD45364,CS,1,2,1.0,226.93,0.6813,,,59.4953,0.1872,0.1684,0.019,-0.019,0.82,-0.17,Radial Velocity
1071,HD 45364 c,HD45364,WJ,1,2,5.0,342.85,0.8972,,,209.0915,0.6579,0.0974,0.012,-0.012,0.82,-0.17,Radial Velocity
1072,HD 45652 b,HD45652,CS,1,1,1.0,43.6,0.23,,,150.0,0.47,0.38,0.06,-0.06,0.83,0.29,Radial Velocity
1073,HD 48265 b,HD48265,CJ,1,1,1.0,780.3,1.81,,,467.2101,1.47,0.08,0.05,-0.05,1.28,0.4,Radial Velocity
1074,HD 60532 b,HD60532,WJ,1,2,1.0,201.3,0.759,,,327.35,1.03,0.28,0.03,-0.03,1.44,-0.42,Radial Velocity
1075,HD 60532 c,HD60532,CJ,1,2,11.0,604.0,1.58,,,781.83,2.46,0.02,0.02,-0.02,1.44,-0.42,Radial Velocity
1076,HD 6434 b,HD6434,CS,1,1,1.0,22.017,0.148,,,139.8452,0.44,0.146,0.025,-0.025,0.89,-0.48,Radial Velocity
1077,HD 65216 b,HD65216,CJ,3,2,1.0,577.6,1.301,,,411.58985,1.295,0.27,0.02,-0.02,0.874,-0.16,Radial Velocity
1078,HD 65216 c,HD65216,CJ,3,2,13.0,5370.0,5.75,,,645.1949,2.03,0.17,0.04,-0.04,0.874,-0.16,Radial Velocity
1079,HD 6718 b,HD6718,CJ,1,1,1.0,2496.0,3.56,,,496.0,1.56,0.1,0.11,-0.04,0.96,-0.06,Radial Velocity
1080,HD 70642 b,HD70642,CJ,1,1,1.0,2068.0,3.23,,,626.0,1.97,0.034,0.043,-0.043,1.05,0.164,Radial Velocity
1081,HD 7199 b,HD7199,CS,1,1,1.0,615.0,1.36,,,92.1668,0.29,0.19,0.19,-0.13,0.89,0.28,Radial Velocity
1082,HD 72892 b,HD72892,WJ,1,1,1.0,39.475,0.228,,,1732.1735,5.45,0.423,0.006,-0.006,1.02,0.25,Radial Velocity
1083,HD 73267 b,HD73267,CJ,1,2,1.0,1257.2,2.195,,,1462.0106722,4.6,0.2625,0.0051,-0.005,0.89,0.03,Radial Velocity
1084,HD 73267 c,HD73267,DG,1,2,13.0,13900.0,11.0,,,1398.4449908,4.4,0.134,0.12,-0.095,0.89,0.03,Radial Velocity
1085,HD 7449 b,HD7449,CJ,2,1,1.0,1275.0,2.3,,,352.776,1.11,0.82,0.06,-0.06,1.05,-0.11,Radial Velocity
1086,HD 79498 b,HD79498,CJ,2,1,1.0,1966.1,3.13,,,425.9,1.34,0.59,0.02,-0.02,1.06,0.24,Radial Velocity
1087,HD 80869 b,HD80869,CJ,1,1,1.0,1711.7,2.878,,,1544.64605802,4.86,0.862,0.028,-0.018,1.08,0.17,Radial Velocity
1088,HD 81040 b,HD81040,CJ,1,1,1.0,1001.7,1.94,,,2180.3138,6.86,0.526,0.042,-0.042,0.96,-0.16,Radial Velocity
1089,HD 86264 b,HD86264,CJ,1,1,1.0,1480.0,2.873,,,3909.2894061,12.3,0.77,0.15,-0.17,1.42,0.202,Radial Velocity
1090,HD 8673 b,HD8673,CJ,2,1,1.0,1634.0,3.02,,,4513.0,14.2,0.723,0.016,-0.016,1.28,0.1474,Radial Velocity
1091,HD 89307 b,HD89307,CJ,1,1,1.0,2199.0,3.34,,,635.6,2.0,0.25,0.09,-0.09,1.03,-0.14,Radial Velocity
1092,HD 95544 b,HD95544,CJ,1,1,1.0,2172.0,3.386,,,2173.94630388,6.84,0.043,0.017,-0.016,1.09,0.11,Radial Velocity
1093,HD 95544 b,HD95544,CJ,1,1,1.0,2170.0,3.383,,,2459.99187018,7.74,0.037,0.016,-0.016,1.09,0.11,Radial Velocity
1094,HD 95872 b,HD95872,CJ,1,1,1.0,4375.0,5.2,,,1462.018,4.6,0.06,0.04,-0.04,0.95,0.41,Radial Velocity
1095,HD 98649 b,HD98649,CJ,1,1,1.0,6022.9725,6.57,,,2158.0657,6.79,0.86,0.04,-0.02,1.03,0.05,Radial Velocity
1096,HIP 12961 b,HIP12961,CS,1,1,1.0,57.435,0.25,,,111.2405,0.35,0.166,0.034,-0.034,0.62,-0.14,Radial Velocity
1097,HR 810 b,HR810,WJ,1,1,1.0,320.1,0.925,,,718.2958,2.26,0.161,0.069,-0.069,1.03,0.16,Radial Velocity
1098,KOI-12 b,KOI12,WJ,1,2,1.0,17.8552333,0.151,16.02887,1.43,3178.3,10.0,0.72,0.1,-0.1,1.452,0.09,Transit
1099,TOI-1338 b,TOI1338A,CS,2,2,1.0,95.174,0.4607,,,21.8,0.0685,0.088,0.0043,-0.0043,1.127,0.01,Transit
1100,TOI-1338 c,TOI1338A,CS,2,2,5.0,215.5,0.794,,,65.2,0.205,0.16,0.1,-0.1,1.127,0.01,Radial Velocity
1101,TOI-1669 b,TOI1669,CJ,1,2,2.0,502.0,1.2367271693281128,,,182.11567721,0.573,0.14,0.13,-0.13,1.0,0.26,Radial Velocity
1102,TOI-1669 c,TOI1669,SE,1,2,1.0,2.6800535,0.0376,2.2963977,0.20487123,13.0,0.04090257,0.0,0.1,-0.1,0.9867,0.274,Transit
1103,TOI-1836 b,TOI1836,CS,1,2,2.0,20.380799,0.1597,8.00321222,0.714,38.45723725,0.121,0.0,0.1,-0.1,1.307,-0.101,Transit
1104,TOI-1836 c,TOI1836,SE,1,2,1.0,1.7727471,0.03089,2.59987579,0.23194578,8.0,0.02517081,0.0,0.1,-0.1,1.2518,-0.136,Transit
1105,TOI-677 b,TOI677,WJ,1,1,1.0,11.236168,0.10314616676008315,,,400.46379282,1.26,0.436,0.019,-0.019,1.158,-0.02,Transit
1106,eps Ind A b,epsIndA,DG,3,1,1.0,16510.0,11.55,,,1032.9475,3.25,0.26,0.07,-0.03,0.754,0.22,Radial Velocity
1107,nu Oct A b,nuOctA,CJ,2,1,1.0,414.8,1.276,,,670.61793877,2.11,0.086,0.043,-0.036,1.61,0.18,Radial Velocity
1108,CoRoT-7 b,CoRoT7,SE,1,3,1.0,0.8535,0.017103335121898766,1.528,0.13631926,6.056,0.01905431,,0.1,-0.1,0.915,0.03,Transit
1109,CoRoT-7 c,CoRoT7,SE,1,3,2.0,3.697,0.04544764899462476,,,13.289,0.04181187,,0.1,-0.1,0.915,0.03,Radial Velocity
1110,CoRoT-7 d,CoRoT7,SE,1,3,4.0,8.966,0.08203722184253212,,,17.142,0.05393476,,0.1,-0.1,0.915,0.03,Radial Velocity
1111,HAT-P-26 b,HATP26,NA,1,1,1.0,,,,,18.910885,0.0595,0.14,0.12,-0.08,0.816,0.1,Transit
1112,HAT-P-4 b,HATP4,HJ,2,1,1.0,3.056328,0.0445,,,208.17865,0.655,0.084,0.014,-0.014,1.26,0.33,Transit
1113,HD 102195 b,HD102195,HS,1,1,1.0,4.11434,0.0491,,,155.10104,0.488,0.14,0.1,-0.1,0.926,0.096,Radial Velocity
1114,HD 149026 b,HD149026,HS,1,1,1.0,2.8758911,0.0432,,,103.61258,0.326,0.051,0.019,-0.019,1.3,0.36,Radial Velocity
1115,HD 212301 b,HD212301,HS,2,1,1.0,2.245715,0.036,,,143.017,0.45,0.0,0.1,-0.1,1.27,0.18,Radial Velocity
1116,HD 25463 b,HD25463,SE,1,2,2.0,7.0491423,0.076,2.54535814,0.22708203,8.7,0.02737326,0.0,0.1,-0.1,1.251,-0.018,Transit
1117,HD 25463 c,HD25463,SE,1,2,1.0,3.04405,0.0443,1.36354953,0.12164795,4.3,0.01352931,0.0,0.1,-0.1,1.251,-0.018,Transit
1118,HD 2638 b,HD2638,HS,3,1,1.0,3.4442,0.044,,,152.55,0.48,0.0,0.1,-0.1,0.93,0.16,Radial Velocity
1119,HD 75289 b,HD75289,HS,2,1,1.0,3.509267,0.0482,,,148.42661,0.467,0.034,0.029,-0.029,1.21,0.217,Radial Velocity
1120,HD 76700 b,HD76700,HS,1,1,1.0,3.97097,0.0511,,,74.05439,0.233,0.095,0.075,-0.075,1.13,0.345,Radial Velocity
1121,HIP 65 A b,HIP65A,HJ,2,1,1.0,0.981,0.017,,,937.59380065,2.95,0.009,0.1,-0.1,0.74,0.18,Transit
1122,KELT-11 b,KELT11,HS,1,1,1.0,4.73626,0.0626,,,70.55826,0.222,0.7,0.17,-0.17,1.46,0.17,Transit
1123,TOI-1478 b,TOI1478,HJ,1,1,1.0,10.180249,0.0903,11.88154,1.06,270.47333,0.851,0.024,0.032,-0.017,0.947,0.078,Transit
1124,TOI-1694 b,TOI1694,HS,1,2,1.0,3.77015,0.04475108871224129,5.44,0.48532513,26.1,0.08211978,0.0,0.1,-0.1,0.84,0.12,Transit
1125,TOI-1694 c,TOI1694,WJ,1,2,33.0,389.2,0.984796296715678,,,333.71982735,1.05,0.18,0.048,-0.048,0.84,0.12,Radial Velocity
1126,TOI-1694 c,TOI1694,WJ,1,2,33.0,393.1,0.1,,,297.0,0.9344665,0.0,0.1,-0.1,0.853,0.131,Radial Velocity
1127,TOI-2025 b,TOI2025,HJ,1,1,1.0,8.872078,0.092,12.52043144,1.117,1398.4449908,4.4,0.41,0.02,-0.02,1.32,0.18,Transit
1128,TOI-238 b,TOI238,SE,1,2,1.0,1.2730991,0.02118,1.402,0.12507828,3.4,0.0106976,0.18,0.1,-0.1,0.79,-0.114,Transit
1129,TOI-238 c,TOI238,SE,1,2,2.0,8.465651,0.0749,2.18,0.19448691,6.7,0.02108056,0.36,0.1,-0.1,0.79,-0.114,Radial Velocity
1130,WASP-10 b,WASP10,HJ,1,1,1.0,3.09272932,0.0378,11.960003,1.067,1020.2343,3.21,0.0601,0.0064,-0.0046,0.752,0.03,Transit
1131,WASP-127 b,WASP127,HS,2,1,1.0,4.178062,0.052,15.35633,1.37,57.2094,0.18,,0.1,-0.1,1.08,-0.18,Transit
1132,WASP-28 b,WASP28,HJ,1,1,1.0,3.40883,0.04469,13.597,1.213,288.26,0.907,0.0,0.1,-0.1,1.021,-0.29,Transit
1133,WASP-52 b,WASP52,HS,1,1,1.0,1.7497798,0.0272,14.24,1.27,146.2,0.46,0.0,0.1,-0.1,0.87,0.03,Transit
1134,WASP-79 b,WASP79,HJ,1,1,1.0,3.6623866,0.0535,23.43,2.09,286.03,0.9,0.0,0.1,-0.1,1.52,0.03,Transit
1135,WASP-82 b,WASP82,HJ,1,1,1.0,2.705782,0.0447,18.71903,1.67,394.1092,1.24,0.0,0.1,-0.1,1.63,0.12,Transit
1136,XO-2 N b,XO2N,HJ,2,3,1.0,2.61585922,0.03673,11.422,1.019,189.737,0.597,0.006,0.1,-0.1,0.97,0.43,Transit
1137,TOI-1184 b,TOI1184,SE,1,1,1.0,5.748432,0.056,2.40974309,0.21498325,6.8,0.02139519,0.0,0.1,-0.1,0.7271,0.017,Transit
1138,TOI-1798.01,TOI1798,SE,1,2,2.0,8.02154,0.074,2.38506569,0.21278168,6.5,0.02045129,0.0,0.1,-0.1,0.8543,0.073,Transit
1139,TOI-1798.02,TOI1798,SE,1,2,1.0,0.4378146,0.0107,1.39939037,0.12484546,5.6,0.01761957,0.0,0.1,-0.1,0.8543,0.073,Transit
1140,TOI-1799 b,TOI1799,SE,1,1,1.0,7.085738,0.071,1.42238884,0.12689725,4.0,0.01258541,0.0,0.1,-0.1,0.9406,-0.064,Transit
1141,TOI-2076 b,TOI2076,SE,1,4,1.0,10.355096,0.088,2.77062554,0.24717908,16.1,0.05065626,0.0,0.1,-0.1,0.8557,0.02,Transit
1142,TOI-2076 c,TOI2076,CS,1,4,2.0,21.015327,0.142,3.69441587,0.32959428,55.0,0.17304935,0.0,0.1,-0.1,0.8557,0.02,Transit
1143,TOI-2076 d,TOI2076,CS,1,4,10.0,35.125686,0.199,3.43087751,0.30608292,29.0,0.0912442,0.0,0.1,-0.1,0.8557,0.02,Transit
1144,Kepler-100 b,Kepler100,SE,1,4,1.0,6.88706037,0.0730630817,1.344,0.11990386,5.44491567,0.01713162,0.0,0.1,-0.1,1.097,0.02,Transit
1145,Kepler-100 c,Kepler100,SE,1,4,2.0,12.81588378,0.1105370236,2.34,0.20876118,4.00223465,0.01259244,0.0,0.1,-0.1,1.097,0.02,Transit
1146,Kepler-100 d,Kepler100,SE,1,4,4.0,35.3330866,0.2173350533,1.536,0.13703298,1.773084,0.00557875,0.0,0.1,-0.1,1.097,0.02,Transit
1147,Kepler-100 e,Kepler100,CS,1,4,8.0,60.888588,0.312391586,,,24.14271827,0.07596149,0.026437,0.127095,-0.127095,1.097,0.02,Radial Velocity
1148,Kepler-106 b,Kepler106,SE,1,4,1.0,6.16491696,0.0648879729,0.86,0.07672419,,,0.0,0.1,-0.1,0.959,-0.12,Transit
1149,Kepler-106 c,Kepler106,SE,1,4,2.0,13.57076622,0.1098033606,2.387,0.21295424,13.32345722,0.04192028,0.0,0.1,-0.1,0.959,-0.12,Transit
1150,Kepler-106 d,Kepler106,SE,1,4,4.0,23.9802348,0.1604901342,1.008,0.08992789,,,0.0,0.1,-0.1,0.959,-0.12,Transit
1151,Kepler-106 e,Kepler106,SE,1,4,8.0,43.84444353,0.2399693421,2.621,0.23383036,6.59062512,0.02073643,0.0,0.1,-0.1,0.959,-0.12,Transit
1152,Kepler-11 b,Kepler11,SE,1,6,1.0,10.30400497,0.0922365099,1.92,0.17129122,7.45449199,0.02345445,0.0,0.1,-0.1,0.986,0.05,Transit
1153,Kepler-11 c,Kepler11,SE,1,6,2.0,13.02492819,0.1078323443,3.051,0.27219246,11.14626911,0.03507001,0.0,0.1,-0.1,0.986,0.05,Transit
1154,Kepler-11 d,Kepler11,SE,1,6,4.0,22.68714105,0.156105667,3.382,0.30172235,8.35379462,0.02628397,0.0,0.1,-0.1,0.986,0.05,Transit
1155,Kepler-11 e,Kepler11,SE,1,6,8.0,31.99550624,0.1963171072,4.037,0.36015764,7.94932235,0.02501124,0.0,0.1,-0.1,0.986,0.05,Transit
1156,Kepler-11 f,Kepler11,SE,1,6,16.0,46.6858024,0.2525546526,2.845,0.25381434,18.46561699,0.05809261,0.0,0.1,-0.1,0.986,0.05,Transit
1157,Kepler-11 g,Kepler11,SE,1,6,32.0,118.378379,0.4696205373,3.588,0.32010047,8.82602991,0.02776977,0.0,0.1,-0.1,0.986,0.05,Transit
1158,Kepler-113 b,Kepler113,SE,1,2,1.0,4.75400115,0.0511942399,2.001,0.17851757,7.52748,0.02368141,0.0,0.1,-0.1,0.792,0.05,Transit
1159,Kepler-113 c,Kepler113,SE,1,2,2.0,8.925076369,0.0779093423,2.662,0.23748814,1.05528989,0.0033181,0.0,0.1,-0.1,0.792,0.05,Transit
1160,Kepler-126 b,Kepler126,SE,1,3,1.0,10.49567752,0.0970793268,1.579,0.14086919,4.11726105,0.0129436,0.0,0.1,-0.1,1.108,-0.16,Transit
1161,Kepler-126 c,Kepler126,SE,1,3,2.0,21.86967617,0.1583730712,1.608,0.1434564,1.27942148,0.00402415,0.0,0.1,-0.1,1.108,-0.16,Transit
1162,Kepler-126 d,Kepler126,CS,1,3,4.0,100.2828693,0.4371236171,2.538,0.22642558,54.59018723,0.17175992,0.0,0.1,-0.1,1.108,-0.16,Transit
1163,Kepler-131 b,Kepler131,SE,1,2,1.0,16.09197176,0.1278252886,2.064,0.18413806,6.85501121,0.02156828,0.0,0.1,-0.1,1.076,0.12,Transit
1164,Kepler-131 c,Kepler131,SE,1,2,2.0,25.5170646,0.1738192011,0.806,0.07190663,,,0.0,0.1,-0.1,1.076,0.12,Transit
1165,Kepler-1710 b,Kepler1710,SE,1,1,1.0,14.91094205,0.1157692266,2.587,0.23079708,3.49494179,0.01099626,0.0,0.1,-0.1,0.931,-0.04,Transit
1166,Kepler-18 b,Kepler18,SE,1,3,1.0,3.504687554,0.0448976793,1.809,0.16138845,12.75110304,0.03997961,0.0,0.1,-0.1,0.983,0.19,Transit
1167,Kepler-18 c,Kepler18,SE,1,3,2.0,7.641571533,0.0754940651,4.267,0.3806769,19.74151127,0.06211373,0.0,0.1,-0.1,0.983,0.19,Transit
1168,Kepler-18 d,Kepler18,CS,1,3,4.0,14.85891269,0.1176112981,5.112,0.45606288,24.07517665,0.07574894,0.0,0.1,-0.1,0.983,0.19,Transit
1169,Kepler-19 b,Kepler19,SE,1,3,1.0,9.286968825,0.0835766756,2.301,0.20528182,7.3982811,0.0232776,0.0,0.1,-0.1,0.903,-0.13,Transit
1170,Kepler-19 c,Kepler19,SE,1,3,2.0,28.519071,0.1765736996,,,16.58028128,0.0521674,0.0,0.1,-0.1,0.903,-0.13,Transit Timing Variations
1171,Kepler-25 b,Kepler25,SE,2,3,1.0,6.238534771,0.0694451968,2.704,0.24123514,10.79716709,0.03397169,0.0,0.1,-0.1,1.148,-0.04,Transit
1172,Kepler-25 c,Kepler25,CS,2,3,2.0,12.72037435,0.1116658582,4.627,0.412794,24.06546146,0.07571841,0.0,0.1,-0.1,1.148,-0.04,Transit
1173,Kepler-25 d,Kepler25,CS,2,3,10.0,91.605187,0.4164221832,,,68.70989671,0.21618551,0.0,0.1,-0.1,1.148,-0.04,Radial Velocity
1174,Kepler-36 b,Kepler36,SE,1,2,1.0,13.84984283,0.1141326567,1.486,0.13257227,1.08548813,0.00341507,0.0,0.1,-0.1,1.034,-0.18,Transit
1175,Kepler-36 c,Kepler36,SE,1,2,2.0,16.23192004,0.1268702979,3.962,0.35346657,16.27285379,0.05116611,0.0,0.1,-0.1,1.034,-0.18,Transit
1176,Kepler-37 b,Kepler37,SE,1,4,1.0,13.3669309,0.1017698723,0.276,0.02462311,,,0.0,0.1,-0.1,0.787,-0.36,Transit
1177,Kepler-37 c,Kepler37,SE,1,4,2.0,21.30199109,0.1388496833,0.718,0.06405578,,,0.0,0.1,-0.1,0.787,-0.36,Transit
1178,Kepler-37 d,Kepler37,SE,1,4,4.0,39.79223792,0.210602572,1.91,0.17039908,,,0.0,0.1,-0.1,0.787,-0.36,Transit
1179,Kepler-37 e,Kepler37,SE,1,4,8.0,50.25,0.25,,,8.1,0.02548545,0.0,0.1,-0.1,0.787,-0.36,Transit Timing Variations
1180,Kepler-406 b,Kepler406,SE,1,2,1.0,2.426300839,0.0359738651,1.451,0.12944977,5.33198229,0.01676985,0.0,0.1,-0.1,1.055,0.18,Transit
1181,Kepler-406 c,Kepler406,SE,1,2,2.0,4.62333557,0.0552918279,0.834,0.07440462,,,0.0,0.1,-0.1,1.055,0.18,Transit
1182,Kepler-409 b,Kepler409,SE,1,1,1.0,68.958608,0.3224992549,0.981,0.08751911,1.38461937,0.0043565,0.0,0.1,-0.1,0.941,0.05,Transit
1183,Kepler-50 b,Kepler50,SE,1,2,1.0,7.8128584,0.0808255041,1.542,0.13756826,4.02572362,0.01266129,0.0,0.1,-0.1,1.154,0.03,Transit
1184,Kepler-50 c,Kepler50,SE,1,2,2.0,9.37664325,0.0912795272,1.825,0.16281587,10.20332706,0.03207198,0.0,0.1,-0.1,1.154,0.03,Transit
1185,Kepler-507 b,Kepler507,SE,1,1,1.0,3.568096926,0.0477939532,1.284,0.114551,5.69692195,0.01792452,0.0,0.1,-0.1,1.144,0.06,Transit
1186,Kepler-92 b,Kepler92,SE,1,3,1.0,13.7488263,0.1222681958,3.704,0.33044932,19.35002566,0.06084242,0.0,0.1,-0.1,1.29,0.138,Transit
1187,Kepler-92 c,Kepler92,SE,1,3,2.0,26.72320599,0.1904271174,2.452,0.21875316,12.70107412,0.03996054,0.0,0.1,-0.1,1.29,0.138,Transit
1188,Kepler-92 d,Kepler92,SE,1,3,4.0,49.3568849,0.2866607602,2.062,0.18395964,11.8666806,0.0373364,0.0,0.1,-0.1,1.29,0.138,Transit
1189,Kepler-95 b,Kepler95,SE,1,1,1.0,11.52306995,0.1022793919,3.115,0.27790216,10.22179722,0.03216113,0.0,0.1,-0.1,1.075,0.3,Transit
1190,Kepler-96 b,Kepler96,SE,1,1,1.0,16.23846777,0.1260394106,2.373,0.21170524,12.96756068,0.04080035,0.0,0.1,-0.1,1.013,0.04,Transit
1191,Kepler-97 b,Kepler97,SE,1,2,1.0,2.586638081,0.0356181937,1.623,0.14479461,3.40678037,0.01066696,0.0,0.1,-0.1,0.901,-0.2,Transit
1192,Kepler-98 b,Kepler98,SE,1,1,1.0,1.541676628,0.0261264299,1.87,0.16683051,2.07243356,0.0064503,0.0,0.1,-0.1,1.001,0.18,Transit
1193,Kepler-99 b,Kepler99,SE,2,1,1.0,4.603578042,0.0506922391,1.812,0.16165609,3.81256654,0.0119738,0.0,0.1,-0.1,0.82,0.18,Transit
1194,KOI-351 b,KOI351,SE,1,8,1.0,7.00828076,0.0741641627,1.3,0.11597843,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1195,KOI-351 c,KOI351,SE,1,8,2.0,8.71982853,0.0857942931,1.445,0.12891449,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1196,KOI-351 d,KOI351,SE,1,8,8.0,59.7370348,0.309467855,2.866,0.25568783,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1197,KOI-351 e,KOI351,SE,1,8,16.0,91.9404603,0.412531915,2.612,0.23302743,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1198,KOI-351 f,KOI351,SE,1,8,32.0,124.916337,0.5060567991,2.77,0.24712327,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1199,KOI-351 g,KOI351,CS,1,8,64.0,210.6031105,0.7168522035,7.718,0.68855503,22.70577859,0.07144037,0.0,0.1,-0.1,1.108,-0.12,Transit
1200,KOI-351 h,KOI351,WJ,1,8,320.0,331.6011081,0.9702055452,11.252,1.00383793,235.7495194,0.74174671,0.0,0.1,-0.1,1.108,-0.12,Transit
1201,Kepler-90 i,KOI351,SE,1,8,4.0,14.44912,0.1201380843,1.32,0.11776272,,,0.0,0.1,-0.1,1.108,-0.12,Transit
1202,Kepler-139 b,Kepler139,SE,1,5,2.0,15.77111583,0.1261985558,2.377,0.2120621,5.28789847,0.01663759,0.0,0.1,-0.1,1.078,0.35,Transit
1203,Kepler-139 c,Kepler139,CS,1,5,4.0,157.0654802,0.5841619538,2.451,0.21866395,23.25579681,0.07317092,0.0,0.1,-0.1,1.078,0.35,Transit
1204,Kepler-139 d,Kepler139,SE,1,5,1.0,7.305699922,0.0755533961,1.695,0.15121803,4.65807623,0.01465595,0.0,0.1,-0.1,1.078,0.35,Transit
1205,Kepler-139 e,Kepler139,CJ,1,5,20.0,2047.635373,3.23579639,,,426.1158152,1.34071029,0.013121,0.046302,-0.046302,1.078,0.35,Radial Velocity
1206,Kepler-65 b,Kepler65,SE,1,4,1.0,2.154909039,0.0351625172,1.521,0.13569476,2.45456926,0.00772294,0.0,0.1,-0.1,1.249,0.17,Transit
1207,Kepler-65 c,Kepler65,SE,1,4,2.0,5.859938722,0.0685050697,2.585,0.23061865,4.9831792,0.01567884,0.0,0.1,-0.1,1.249,0.17,Transit
1208,Kepler-65 d,Kepler65,SE,1,4,4.0,8.13122484,0.0852245355,1.78,0.15880124,4.24829257,0.01336662,0.0,0.1,-0.1,1.249,0.17,Transit
1209,Kepler-65 e,Kepler65,WJ,1,4,8.0,257.895039,0.8539307544,,,216.8198657,0.68219159,0.298885,0.019958,-0.019958,1.249,0.17,Radial Velocity
1210,HAT-P-17 b,HATP17,HJ,1,2,1.0,10.338523,0.0882,11.32109,1.01,170.67471,0.537,0.3417,0.0036,-0.0036,0.857,0.0,Transit
1211,HAT-P-17 c,HATP17,CJ,1,2,7.0,3972.0,4.67,,,915.3504,2.88,0.295,0.021,-0.021,0.857,0.0,Radial Velocity
1212,WASP-7 b,WASP7,HJ,1,1,1.0,4.9546416,0.06188,15.277867,1.363,344.20989,1.083,0.049,0.1,-0.1,1.285,0.0,Transit
1213,WASP-5 b,WASP5,HJ,1,1,1.0,1.62842953,0.02739,13.170575,1.175,505.3497,1.59,0.012,0.1,-0.1,1.033,0.09,Transit
1214,WASP-48 b,WASP48,HJ,1,1,1.0,2.143634,0.03449,18.71903,1.67,327.68273,1.031,0.014,0.1,-0.1,1.19,-0.12,Transit
1215,WASP-50 b,WASP50,HJ,1,1,1.0,1.9550938,0.02945,12.923977,1.153,464.0318,1.46,0.022,0.1,-0.1,0.892,-0.12,Transit
1216,WASP-4 b,WASP4,HJ,1,1,1.0,1.338231624,0.02287,14.90797,1.33,371.8611,1.17,0.0033,0.1,-0.1,0.89,-0.05,Transit
