,hostname,st_met,ref
240,HD142,0.09
241,HD142,0.09
242,HD141399,0.35
243,HD141399,0.35
244,HD141399,0.35
245,HD141399,0.35
246,HD140901,
247,HD13908,0.01
248,HD13908,0.01
249,HD137496,-0.03
250,HD137496,-0.03
251,HD134987,0.28
252,HD134987,0.28
253,HD128311,0.133805924451
254,HD128311,0.133805924451
255,HD12661,0.36
256,HD12661,0.36
257,HD125612,0.23
258,HD125612,0.23
259,HD125612,0.23
260,HD11964,0.1
261,HD11964,0.1
262,HD118203,0.22
263,HD118203,0.22
264,HD116029,0.09
265,HD116029,0.09
266,HD11506,0.3
267,HD11506,0.3
268,HD11506,0.3
269,HD114783,0.21
270,HD114783,0.21
271,HD113538,-0.24
272,HD113538,-0.24
273,HD113337,0.07
274,HD113337,0.07
275,HD111232,-0.36
276,HD111232,-0.36
277,HD108874,0.26
278,HD108874,0.19
279,HD102329,0.05
280,HD102329,0.05
281,HATS59,0.18
282,HATS59,0.18
283,HATP44,0.33
284,HATP44,0.33
285,HATP2,0.18
286,HATP2,0.18
287,HATP17,0.0
288,HATP17,0.051
289,HATP13,0.41
290,HATP13,0.41
291,HATP11,0.31
292,HATP11,0.31
293,GJ876,0.212863544703
294,GJ876,0.212863544703
295,GJ876,0.212863544703
296,GJ876,0.212863544703
297,GJ849,0.09
298,GJ849,0.09
299,GJ676,0.23
300,GJ676,0.23
301,GJ676,0.23
302,GJ676,0.23
303,GJ328,-0.06
304,GJ328,-0.06
305,GJ317,0.300677973249
306,GJ317,0.300677973249
307,CoRoT20,0.14
308,CoRoT20,0.14
309,BD210397,0.12
310,BD210397,0.12
311,BD114672,-0.35
312,BD114672,-0.35
313,BD202457,-1.0
314,BD202457,-1.0
315,75Cet,0.1
316,75Cet,0.1
317,7CMa,0.21
318,7CMa,0.21
319,55Cnc,0.35
320,55Cnc,0.35
321,55Cnc,0.35
322,55Cnc,0.35
323,55Cnc,0.35
324,47UMa,0.04
325,47UMa,0.04
326,47UMa,0.04
327,24Sex,-0.03
328,24Sex,-0.03
329,14Her,0.4052125518154999
330,HD145675,0.4052125518154999
331,xiAql,-0.11
332,upsLeo,-0.2
333,tauBoo,0.264
334,omeSer,-0.12
335,muLeo,0.36
336,gam1Leo,
337,gamPsc,-0.62
338,gamCep,0.18
339,epsEri,-0.04388701594695
340,epsCrB,-0.094
341,betUMi,-0.27
342,betCnc,-0.29
343,alfTau,-0.27
344,alfAri,
345,XO7,0.432
346,XO5,0.05
347,XO4,-0.04
348,XO3,-0.18
349,WASP93,0.07
350,WASP89,0.15
351,WASP81,-0.36
352,WASP80,-0.13
353,WASP76,0.366
354,WASP74,0.39
355,WASP73,0.14
356,WASP70A,-0.006
357,WASP7,0.0
358,WASP68,0.22
359,WASP66,-0.31
360,WASP62,0.04
361,WASP60,-0.04
362,WASP54,-0.27
363,WASP50,-0.12
364,WASP5,0.09
365,WASP48,-0.12
366,WASP42,0.29
367,WASP4,-0.07
368,WASP38,-0.02
369,WASP34,-0.02
370,WASP32,-0.13
371,WASP3,0.0
372,WASP26,0.16
373,WASP24,0.0
374,WASP22,-0.05
375,WASP2,0.12
376,WASP118,0.16
377,WASP106,-0.09
378,TrES4,0.14
379,TrES2,-0.15
380,TrES1,0.02
381,TYC4282006051,-0.07
382,TYC366712801,-0.08
383,TYC3318013331,-0.06
384,TYC0434045381,-0.38
385,TOI778,0.0
386,TOI6029,0.37
387,TOI5153,0.12
388,TOI481,0.26
389,TOI4603,0.342
390,TOI3321,-0.103
391,TOI2589,0.12
392,TOI2529,0.1
393,TOI2497,0.094
394,TOI2485,0.12
395,TOI2420,-0.18
396,TOI2368,0.1
397,TOI2338,0.22
398,TOI2180,0.253
399,TOI2107,0.07
400,TOI2010,0.168
401,TOI1899,0.28
402,TOI1855,0.399
403,TOI1516,-0.05
404,TOI1181,0.38
405,TIC4672985,0.14
406,TIC241249530,0.09
407,Qatar2,0.02
408,NGTS30,-0.03
409,NGTS20,0.15
410,NGC2682Sand978,-0.14,Chen+25
411,NGC2682Sand1429,-0.013
412,Kepler447,0.07
413,Kepler43,0.33
414,Kepler423,-0.1
415,Kepler1658,-0.18
416,KOI3680,0.16
417,KIC8121913,0.252
418,KIC3526061,0.12
419,KELT4,-0.116
420,KELT24,0.138
421,KELT19,-0.12
422,KELT17,-0.018
423,KELT12,0.19
424,K297,0.328
425,K2419A,-0.11
426,IC46519122,0.12
427,HSPsc,-0.05
428,HR5183,0.1
429,HIP75092,-0.01
430,HIP74890,0.2
431,HIP63242,-0.31
432,HIP114933,0.06
433,HIP109600,-0.12
434,HIP109384,-0.26
435,HIP107773,0.03
436,HIP105854,0.31
437,HD99283,-0.16
438,HD98736,0.36
439,HD98219,-0.02
440,HD96992,-0.45
441,HD96167,0.34
442,HD96063,-0.3
443,HD94834,0.13,Sourbiran+22
444,HD94771,0.22
445,HD9174,0.39
446,HD89744,0.26
447,HD87883,0.11
448,HD87646,-0.17
449,HD86950,0.04
450,HD86081,0.22
451,HD8574,0.01
452,HD8535,0.06
453,HD81688,-0.32
454,HD80606,0.35
455,HD79181,-0.28
456,HD76920,-0.19
457,HD73534,0.232
458,HD72490,-0.12,Sourbiran+22
459,HD70573,-0.18
460,HD68402,0.29
461,HD66141,-0.323
462,HD62509,0.103
463,HD60292,-0.17
464,HD59686A,0.15
465,HD5583,-0.5
466,HD55696,0.37
467,HD52265,0.19074500045
468,HD50554,-0.04
469,HD4917,0.24,Sourbiran+22
470,HD4760,-0.91
471,HD47536,-0.65
472,HD43691,0.33
473,HD4313,0.14
474,HD42012,-0.09
475,HD36384,-0.16
476,HD360,-0.06
477,HD35759,0.04
478,HD331093,0.17
479,HD32963,0.11
480,HD32518,-0.15
481,HD30856,-0.06
482,HD2952,0.0
483,HD29021,-0.24
484,HD28678,-0.11
485,HD27969,0.18
486,HD25723,-0.03
487,HD240210,-0.18
488,HD238914,-0.25
489,HD233832,-0.66
490,HD233604,-0.36
491,HD231701,0.05
492,HD22781,-0.37
493,HD224693,0.27
494,HD222237,-0.32
495,HD222076,0.05
496,HD221585,0.29
497,HD221287,-0.03
498,HD220842,-0.17
499,HD220773,0.09
500,HD219415,-0.04
501,HD219139,-0.2
502,HD213472,0.125
503,HD212771,-0.21
504,HD211810,0.17
505,HD211403,0.18
506,HD210702,-0.02
507,HD209458,0.01
508,HD208897,0.21
509,HD208527,-0.09
510,HD206610,0.14
511,HD205739,0.19
512,HD19994,0.27
513,HD197037,-0.2
514,HD196885A,0.22
515,HD19615,-0.31
516,HD196067,0.18
517,HD190984,-0.48
518,HD189733,-0.02
519,HD18742,-0.04
520,HD185269,0.11
521,HD181342,0.2
522,HD180902,0.04
523,HD18015,-0.14
524,HD180053,0.29,Sourbiran+22
525,HD17674,-0.16
526,HD175541,0.0978422901136
527,HD174205,-0.28
528,HD173416,-0.22
529,HD17156,0.19
530,HD167768,-0.67
531,HD167042,-0.01
532,HD166724,-0.09
533,HD1666,0.37
534,HD165155,0.09
535,HD161178,-0.21
536,HD158996,-0.2
537,HD156411,-0.12
538,HD155193,0.05
539,HD154391,0.1
540,HD152581,-0.46
541,HD150706,-0.01
542,HD1502,0.09
543,HD150010,-0.25
544,HD149143,0.29
545,HD148156,0.29
546,HD14787,0.02,Sourbiran+22
547,HD147513,0.06
548,HD145457,-0.14
549,HD143105,0.15
550,HD14067,-0.1
551,HD136925,-0.217
552,HD132563,-0.17,Sourbiran+22
553,HD131496,0.25
554,HD130322,0.08626321443325
555,HD128356,0.17
556,HD12484,0.05
557,HD124330,0.22
558,HD120084,0.1
559,HD11977,-0.21
560,HD115954,0.34
561,HD114082,0.0
562,HD113996,0.13
563,HD112640,-0.09
564,HD112570,-0.4
565,HD112300,-0.06
566,HD110014,0.19
567,HD109286,0.05
568,HD108863,0.2
569,HD108341,0.04
570,HD10647,0.0
571,HD106270,0.06
572,HD105779,-0.25
573,HD104985,-0.32
574,HD10442,0.11
575,HD103891,-0.19
576,HD103720,-0.02
577,HD102956,0.19
578,HATS70,0.041
579,HATS68,0.21
580,HATS64,0.22
581,HATS62,0.133
582,HATS56,0.19
583,HATS54,0.37
584,HATS51,0.3,
585,HATS50,0.3,
586,HATS41,0.47
587,HATS40,0.01
588,HATS33,0.29
589,HATS27,0.09
590,HATS15,0.0
591,HATS14,0.33
592,HATS10,0.15
593,HATP70,-0.059
594,HATP69,-0.069
595,HATP66,0.035
596,HATP64,-0.113
597,HATP63,0.251
598,HATP61,0.194
599,HATP60,0.037
600,HATP50,-0.18
601,HATP39,0.19
602,HATP34,0.22
603,HATP33,0.05
604,HATP32,-0.16
605,HATP31,0.15
606,HATP30,0.13
607,HATP3,0.27
608,HATP29,0.21
609,HATP27,0.3
610,HATP24,-0.16
611,HATP22,0.24
612,HATP21,0.01
613,HATP20,0.35
614,HATP16,0.17
615,HATP15,0.22
616,HATP14,0.11
617,HATP1,0.13
618,GJ3021,0.1
619,GJ179,0.3
620,CoRoT9,-0.01
621,CoRoT29,0.2
622,CoRoT26,0.01
623,CoRoT16,0.19
624,CoRoT12,0.16
626,BD550362,0.18
627,BD490828,-0.19
628,BD480740,-0.13
629,BD480738,-0.2
630,BD200274,-0.46
631,BD152940,0.28
632,BD152375,-0.22
633,BD032562,-0.71
634,91Aqr,-0.03
635,81Cet,-0.11
636,70Vir,-0.0401746424666999
637,6Lyn,-0.17
639,4UMa,-0.25
640,24Boo,-0.78
641,18Del,-0.06
642,17Sco,-0.01
643,14And,-0.21
644,11Com,-0.26
645,rhoCrB,-0.2
646,rhoCrB,-0.2
647,rhoCrB,-0.2
648,WASP96,0.14
649,WASP94,0.26
650,WASP88,-0.08
651,WASP83,0.29
652,WASP69,0.15
653,WASP63,0.08
654,WASP6,-0.2
655,WASP49,-0.23
656,WASP21,-0.46
657,WASP20,-0.008
658,WASP193,-0.06
659,WASP182,0.27
660,WASP181,0.09
661,WASP172,-0.1
662,WASP168,-0.01
663,WASP166,0.19
664,WASP160B,0.27
665,WASP156,0.305
666,WASP153,0.34
667,WASP148,0.099
668,WASP148,0.099
669,WASP147,0.092
670,WASP139,0.2
671,WASP131,-0.18
672,WASP13,0.0
673,WASP117,-0.11
674,WASP107,0.02
675,WASP107,0.02
676,TYC21875121,0.08
677,TOI849,0.19
678,TOI815,-0.09
679,TOI815,-0.09
680,TOI622,0.09
681,TOI615,-0.1
682,TOI544,-0.17
683,TOI544,-0.17
684,TOI5398,0.09
685,TOI5398,0.09
686,TOI500,0.12
687,TOI500,0.12
688,TOI500,0.12
689,TOI500,0.12
690,TOI4994,0.165
691,TOI4860,0.27
692,TOI4406,0.1
693,TOI3629,0.4
694,TOI257,0.175
695,TOI2447,0.18
696,TOI2141,-0.12
697,TOI2134,0.12
698,TOI2134,0.12
699,TOI201,0.24
700,TOI2000,0.439
701,TOI2000,0.439
702,TOI199,0.22
703,TOI199,0.22
704,TOI1853,0.11
705,TOI181,0.272
706,TOI1273,0.07
707,TOI1268,0.36
708,TOI1199,0.44
709,TOI1173,0.139
710,NGTS5,0.12
711,NGC2682YBP401,0.04,Sourbiran+22
712,NGC2682YBP1514,0.03
713,NGC2682YBP1194,0.023
714,Kepler77,0.2
715,Kepler68,0.11
716,Kepler68,0.11
717,Kepler68,0.11
718,Kepler68,0.11
719,Kepler1656,0.19
720,Kepler1656,0.19
721,Kepler129,0.29
722,Kepler129,0.29
723,Kepler129,0.29
724,Kepler103,0.16
725,Kepler103,0.16
726,Kepler101,0.33
727,Kepler101,0.33
728,Kepler100,0.02
729,Kepler100,0.02
730,Kepler100,0.02
731,Kepler100,0.02
732,KOI94,0.023
733,KOI94,0.023
734,KOI94,0.023
735,KOI94,0.023
736,K266,-0.047
737,K2329,0.098
738,K2280,0.33
739,K227,0.13
740,K225,0.15
741,K2100,0.22
742,HIP48714,
743,HD99492,0.3
744,HD99492,0.3
745,HD95338,0.04
746,HD88133,0.33
747,HD86226,0.018
748,HD86226,0.018
749,HD85390,-0.07
750,HD74698,0.07
751,HD74698,0.07
752,HD63433,0.079
753,HD63433,0.079
754,HD63433,0.03
755,HD564,-0.2
756,HD47186,0.24
757,HD47186,0.24
758,HD46375,0.24
759,HD3765,0.172
760,HD3651,0.167750672155
761,HD33283,0.35
762,HD332231,0.043
763,HD30669,0.13
764,HD220197,-0.55
765,HD21411,-0.26,Sourbiran+22
766,HD210193,0.13,Sourbiran+22
767,HD206255,
768,HD192310,-0.04
769,HD192310,-0.04
770,HD18599,0.0
771,HD184010,-0.17
772,HD184010,-0.17
773,HD184010,-0.17
774,HD183579,-0.038
775,HD179079,0.24
776,HD164922,0.18
777,HD164922,0.18
778,HD164922,0.18
779,HD164922,0.197
780,HD164509,0.2
781,HD16417,0.06
782,HD156668,0.05
783,HD156668,0.049
784,HD147379,0.16
785,HD134606,0.343
786,HD134606,0.343
787,HD134606,0.343
788,HD134606,0.343
789,HD134606,0.343
790,HD134060,0.14
791,HD134060,0.14
792,HD133131,-0.306
793,HD133131,-0.306
794,HD117618,0.03
795,HD10975,-0.21
796,HD109749,0.24
797,HD109271,0.1
798,HD109271,0.1
799,HD108147,0.18
800,HD107148,0.314
801,HD107148,0.296
802,HD103774,0.28
803,HD10180,0.08
804,HD10180,0.08
805,HD10180,0.08
806,HD10180,0.08
807,HD10180,0.08
808,HD10180,0.08
809,HATS72,0.099
810,HATS62,0.133
811,HATS50,
812,HATS46,-0.06
813,HATP46,0.3
814,HATP18,0.1
815,HATP12,-0.29
816,GJ9066,-0.13
817,GJ649,-0.15
818,GJ433,-0.17
819,GJ433,-0.17
820,GJ433,-0.17
821,GJ414A,0.24
822,GJ414A,0.24
823,GJ3512,-0.07
824,GJ3512,-0.07
825,GJ3293,0.02
826,GJ3293,0.02
827,GJ3293,0.02
828,GJ3293,0.02
829,GJ163,0.03,Antoniadis-Karnavas+24
830,GJ163,0.03,Antoniadis-Karnavas+24
831,GJ163,0.03,Antoniadis-Karnavas+24
832,GJ15A,-0.34
833,GJ143,0.003
834,HD21749,0.003
835,GJ1148,0.159555100809
836,GJ1148,0.159555100809
837,DMPP2,
838,CoRoTID223977153,0.0
839,CoRoT28,0.15
840,CoRoT25,-0.01
841,CoRoT24,0.3
842,CoRoT24,0.3
843,BD082823,-0.06
844,BD082823,-0.07
845,BD061339,-0.14
846,51Peg,0.18
847,61Vir,-0.01
848,61Vir,-0.01
849,61Vir,-0.01
850,DMPP1,0.15,Perdelwitz+24
851,DMPP1,0.15,
852,DMPP1,0.15,
853,DMPP1,0.15,
854,DMPP4,-0.007
855,EPIC220674823,0.11
856,EPIC220674823,0.11
857,EPIC229004835,-0.12
858,EPIC249893012,0.2
859,EPIC249893012,0.2
860,EPIC249893012,0.2
861,GJ160,-0.54,Perdelwitz+24
862,GJ2056,0.4,Kuznetsov+19
863,GJ3942,-0.04
864,GJ9404,-0.13,Maldonado+20
865,GJ9827,-0.29
866,GJ9827,-0.29
867,GJ9827,-0.29
868,HD102365,-0.26
869,HD103949,-0.05,Sourbiran+22
870,HD110067,-0.2
871,HD110067,-0.2
872,HD110067,-0.2
873,HD110067,-0.2
874,HD110067,-0.2
875,HD110067,-0.2
876,HD125595,0.08
877,HD136352,-0.24
878,HD136352,-0.24
879,HD136352,-0.24
880,HD13808,-0.21
881,HD13808,-0.21
882,HD141004,0.025
883,HD1461,0.19
884,HD1461,0.19
885,HD15337,0.15
886,HD15337,0.15
887,HD154088,0.28
888,HD158259,0.0,Sourbiran+22
889,HD158259,0.0,Sourbiran+22
890,HD158259,0.0,Sourbiran+22
891,HD158259,0.0,Sourbiran+22
892,HD158259,0.0,Sourbiran+22
893,HD164595,-0.04
894,HD168009,0.018
895,HD175607,-0.62
896,HD176986,0.03
897,HD176986,0.03
898,HD177565,0.08,Sourbiran+22
899,HD189567,-0.24
900,HD189567,-0.24
901,HD190007,0.16
902,HD20003,0.04
903,HD20003,0.04
904,HD20781,-0.11
905,HD20781,-0.11
906,HD20781,-0.11
907,HD20781,-0.11
908,HD207897,-0.03
909,HD211970,-0.50,Houdebine+16
910,HD213885,-0.04
911,HD213885,-0.04
912,HD215497,0.2
913,HD215497,0.2
914,HD216520,-0.16
915,HD216520,-0.16
916,HD21693,0.0
917,HD21693,0.0
918,HD219134,0.11
919,HD219134,0.11
920,HD219134,0.11
921,HD219134,0.08
922,HD219134,0.08
923,HD22496,-0.08
924,HD23472,-0.2
925,HD23472,-0.2
926,HD23472,-0.2
927,HD23472,-0.2
928,HD23472,-0.2
929,HD24085,0.17,Sourbiran+22
930,TOI784,-0.13
931,HD31527,-0.17
932,HD31527,-0.17
933,HD31527,-0.17
934,HD3167,0.04
935,HD3167,0.04
936,HD3167,0.04
937,HD3167,0.04
938,HD39194,-0.61
939,HD39194,-0.61
940,HD39194,-0.61
941,HD39855,-0.55,Perdelwitz+24
942,HD40307,-0.31
943,HD40307,-0.31
944,HD40307,-0.31
945,HD40307,-0.31
946,HD42618,-0.09
947,HD4308,-0.35
948,HD45184,0.04
949,HD45184,0.04
950,HD51608,-0.07
951,HD51608,-0.07
952,HD5278,-0.12
953,HD5278,-0.12
954,HD64114,
955,HD69830,-0.05
956,HD69830,-0.05
957,HD69830,-0.05
958,HD73583,0.0
959,HD73583,0.0
960,HD77338,0.32
961,HD7924,-0.21
962,HD7924,-0.15
963,HD7924,-0.15
964,HD86226,0.018
965,HD86226,0.018
966,HD90156,-0.24
967,HD93385,0.02
968,HD93385,0.02
969,HD93385,0.02
970,HD96700,-0.18
971,HD96700,-0.18
972,HD96700,-0.18
973,HD97658,-0.23
974,HD99492,0.3
975,HD99492,0.3
976,HIP107772,0.0,Kuznetsov+19
977,HD42813,0.24
978,HIP29442,0.24
979,HIP29442,0.24
980,HIP35173,0.13,Deka-Szymankiewicz+18
981,HIP38594,
982,HIP38594,
983,HIP4845,0.1,Antoniadis-Karnavas+24
984,HIP9618,-0.018
985,HIP9618,-0.018
986,HIP116454,0.0
987,K2110,-0.34
988,K2111,-0.46
989,K2111,-0.46
990,K212,0.0
991,K2131,-0.04
992,K2136,-0.02
993,K2136,-0.02
994,K2136,-0.02
995,K2141,0.0
996,K2141,0.0
997,K2167,-0.456
998,K219,0.06
999,K219,0.06
1000,K219,0.06
1001,K2199,-0.01
1002,K2199,-0.01
1003,K2216,0.0
1004,K2222,-0.315
1005,K2263,-0.08
1006,K2265,0.033
1007,K232,-0.06
1008,K232,-0.06
1009,K232,-0.06
1010,K232,-0.06
1011,K236,-0.09
1012,K236,-0.09
1013,K238,0.235
1014,K238,0.235
1015,K266,-0.047
1016,Kepler10,-0.15
1017,Kepler10,-0.15
1018,Kepler10,-0.15
1019,Kepler102,0.11
1020,Kepler102,0.11
1021,Kepler102,0.11
1022,Kepler102,0.11
1023,Kepler102,0.11
1024,Kepler104,-0.42
1025,Kepler104,-0.42
1026,Kepler104,-0.42
1027,Kepler106,-0.12
1028,Kepler106,-0.12
1029,Kepler106,-0.12
1030,Kepler106,-0.12
1031,Kepler107,0.321
1032,Kepler107,0.321
1033,Kepler107,0.321
1034,Kepler107,0.321
1035,Kepler109,-0.02
1036,Kepler109,-0.02
1037,Kepler11,0.05
1038,Kepler11,0.05
1039,Kepler11,0.05
1040,Kepler11,0.05
1041,Kepler11,0.05
1042,Kepler11,0.05
1043,Kepler113,0.05
1044,Kepler113,0.05
1045,Kepler126,-0.16
1046,Kepler126,-0.16
1047,Kepler126,-0.16
1048,Kepler131,0.12
1049,Kepler131,0.12
1050,Kepler1655,-0.24
1051,Kepler1710,-0.04
1052,Kepler18,0.19
1053,Kepler18,0.19
1054,Kepler18,0.19
1055,Kepler19,-0.13
1056,Kepler19,-0.08
1057,Kepler19,-0.08
1058,Kepler20,0.07
1059,Kepler20,0.07
1060,Kepler20,0.07
1061,Kepler20,0.07
1062,Kepler20,0.07
1063,Kepler20,0.07
1064,Kepler21,-0.03
1065,Kepler22,-0.255
1066,Kepler25,-0.04
1067,Kepler25,-0.04
1068,Kepler25,-0.04
1069,Kepler323,-0.14
1070,Kepler323,-0.14
1071,Kepler36,-0.18
1072,Kepler36,-0.18
1073,Kepler37,-0.36
1074,Kepler37,-0.36
1075,Kepler37,-0.36
1076,Kepler37,-0.36
1077,Kepler406,0.18
1078,Kepler406,0.18
1079,Kepler409,0.05
1080,Kepler50,0.03
1081,Kepler50,0.03
1082,Kepler507,0.06
1083,Kepler538,-0.09
1084,Kepler78,-0.18
1085,Kepler92,0.138
1086,Kepler92,0.138
1087,Kepler92,0.138
1088,Kepler95,0.3
1089,Kepler96,0.04
1090,Kepler97,-0.2
1091,Kepler97,-0.2
1092,Kepler98,0.18
1093,Kepler99,0.18
1094,TOI1246,0.17
1095,TOI1246,0.168
1096,TOI1246,0.168
1097,TOI1246,0.168
1098,TOI1416,0.08
1099,TOI1422,-0.09
1100,TOI1759,0.05
1101,TOI1807,0.044
1102,TOI1853,0.11
1103,TOI2134,0.12
1104,TOI2134,0.12
1105,TOI431,0.2
1106,TOI431,0.2
1107,TOI431,0.2
1108,TOI500,0.12
1109,TOI500,0.12
1110,TOI500,0.12
1111,TOI500,0.12
1112,TOI5398,0.09
1113,TOI5398,0.09
1114,TOI561,-0.4
1115,TOI561,-0.4
1116,WASP132,0.18
1117,WASP132,0.18
1118,Wolf503,-0.47
