,pl_name,hostname,sy_snum,sy_pnum,pl_type,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,se_companion,ss_companion,gg_companion
968,HD 93385 c,HD 93385,1,3,SE,13.18,0.112,7.1,0.02234,0.2,G2/G3 V,5977.0,,1.04,0.02,0,0,0
969,HD 93385 d,HD 93385,1,3,SE,45.85,0.2565,8.7,0.02737,0.09,G2/G3 V,5977.0,,1.04,0.02,0,0,0
970,HD 96700 b,HD 96700,1,3,SE,8.1245,0.0777,8.9,0.028,0.138,G0 V,5845.0,,0.89,-0.18,0,0,0
971,HD 96700 c,HD 96700,1,3,SE,19.88,0.141,3.5,0.01101,0.293,G0 V,5845.0,,0.89,-0.18,0,0,0
972,HD 96700 d,HD 96700,1,3,SE,103.5,0.424,12.7,0.03996,0.27,G0 V,5845.0,,0.89,-0.18,0,0,0
973,HD 97658 b,HD 97658,1,1,SE,9.4897116,10.793597249286266,8.3,0.02611,0.05,K1 V,5212.0,0.73,0.85,-0.23,0,0,0
974,HD 99492 b,HD 99492,2,2,CS,17.0503,7.303205733247246,25.5,0.08023,0.034,K2 V,4929.0,,0.85,0.3,0,0,0
975,HD 99492 c,HD 99492,2,2,SE,95.233,2.3199390465572627,17.9,0.05632,0.063,K2 V,4929.0,,0.85,0.3,0,0,0
976,HIP 107772 b,HIP 107772,1,1,SE,55.199,0.243,12.9,0.04059,0.18,M0 V,,,0.63,,0,0,0
977,HD 42813 b,HD 42813,1,3,SE,13.6308205,0.111,9.1,0.02863,,,5289.0,0.98,0.9,0.24,0,0,0
978,HIP 29442 c,HD 42813,1,3,SE,3.5379559,0.04518,4.5,0.01416,,,5289.0,0.98,0.9,0.24,0,0,0
979,HIP 29442 d,HD 42813,1,3,SE,6.429575,0.0673,5.14,0.01617,,,5289.0,0.98,0.9,0.24,0,0,0
980,HIP 35173 b,HIP 35173,1,1,SE,41.516,0.217,12.7,0.03996,0.16,K2 V,4881.0,,0.79,,0,0,0
981,HIP 38594 b,HIP 38594,2,2,SE,60.722,0.256,8.1,0.02549,0.17,M0,,,0.61,,0,0,0
982,HIP 38594 c,HIP 38594,2,2,CS,3477.768,3.805,48.4,0.15228,0.16,M0,,,0.61,,0,0,0
983,HIP 4845 b,HIP 4845,1,1,SE,34.15,0.176,14.4,0.04531,0.25,,,,0.62,,0,0,0
984,HIP 9618 b,HIP 9618,1,2,SE,20.772858,0.145,8.3,0.02611,0.0,,5649.0,0.96,0.94,-0.018,0,0,0
985,HIP 9618 c,HIP 9618,1,2,SE,52.56363,0.269,7.0,0.02202,0.0,,5649.0,0.96,0.94,-0.018,0,0,0
986,HIP 116454 b,HIP 116454,2,1,SE,9.1004157,0.0792,9.7,0.03052,0.215,,5048.0,0.76,0.8,0.0,0,0,0
987,K2-110 b,K2-110,1,1,SE,13.86375,0.10207,15.9,0.05003,0.13,,5010.0,0.71,0.74,-0.34,0,0,0
988,K2-111 b,K2-111,1,2,SE,5.3518,0.0565,5.58,0.01756,0.1,,5775.0,1.25,0.84,-0.46,0,0,0
989,K2-111 c,K2-111,1,2,SE,15.6805,0.11569,11.08,0.03486,0.071,,5775.0,1.25,0.84,-0.46,0,0,0
990,K2-12 b,K2-12,1,1,SE,8.28246,0.0792,5.2,0.01636,0.5,,5672.0,1.12,0.96,0.0,0,0,0
991,K2-131 b,K2-131,1,1,SE,0.3693038,0.00936,7.9,0.02486,0.0,,5120.0,0.76,0.8,-0.04,0,0,0
992,K2-136 b,K2-136,2,3,SE,7.9752,0.0707,4.3,0.01353,0.14,,4500.0,0.68,0.74,-0.02,0,0,0
993,K2-136 c,K2-136,2,3,SE,17.30713,0.1185,18.1,0.05695,0.047,,4500.0,0.68,0.74,-0.02,0,0,0
994,K2-136 d,K2-136,2,3,SE,25.575,0.1538,3.0,0.00944,0.071,,4500.0,0.68,0.74,-0.02,0,0,0
995,K2-141 b,K2-141,1,2,SE,0.2803244,0.00747,4.97,0.01564,0.0,,4570.0,0.68,0.71,0.0,0,0,0
996,K2-141 c,K2-141,1,2,SE,7.7485,0.0683,8.0,0.02517,0.092,,4570.0,0.68,0.71,0.0,0,0,0
997,K2-167 b,K2-167,1,1,CJ,9.978541,0.0932,,,0.48,,6310.0,1.5,1.08,-0.456,0,0,0
998,K2-19 b,K2-19,1,3,CS,7.9222,12.315695204966321,32.4,0.10194,0.2,,5322.0,0.82,0.88,0.06,0,0,0
999,K2-19 c,K2-19,1,3,SE,11.8993,9.390207540946125,10.8,0.03398,0.21,,5322.0,0.82,0.88,0.06,0,0,0
1000,K2-19 d,K2-19,1,3,SE,2.5081,26.513042515058938,10.0,0.03146,,,5322.0,0.82,0.88,0.06,0,0,0
1001,K2-199 b,K2-199,1,2,SE,3.2253993,0.0382,6.9,0.02171,0.02,,4491.0,0.68,0.71,-0.01,0,0,0
1002,K2-199 c,K2-199,1,2,SE,7.3744897,0.0662,12.4,0.03901,0.03,,4491.0,0.68,0.71,-0.01,0,0,0
1003,K2-216 b,K2-216,1,1,SE,2.1748,0.028,8.0,0.02517,0.0,K5 V,4503.0,0.72,0.7,0.0,0,0,0
1004,K2-222 b,K2-222,1,1,SE,15.38857,0.1206,8.7,0.02737,0.16,,5942.0,1.11,0.99,-0.315,0,0,0
1005,K2-263 b,K2-263,1,1,SE,50.818947,0.2573,14.9,0.04688,0.15,,5368.0,0.85,0.88,-0.08,0,0,0
1006,K2-265 b,K2-265,2,1,SE,2.36902,0.03359,7.34184,0.0231,0.16,,5420.0,0.92,0.9,0.033,0,0,0
1007,K2-32 b,K2-32,2,4,SE,8.992,0.0795,15.0,0.0472,0.03,,5271.0,0.86,0.83,-0.06,0,0,0
1008,K2-32 c,K2-32,2,4,SE,20.66093,0.13843,8.1,0.02549,0.049,,5271.0,0.86,0.83,-0.06,0,0,0
1009,K2-32 d,K2-32,2,4,SE,31.71701,0.18422,6.7,0.02108,0.05,,5271.0,0.86,0.83,-0.06,0,0,0
1010,K2-32 e,K2-32,2,4,SE,4.34934,0.04899,2.1,0.00661,0.043,,5271.0,0.86,0.83,-0.06,0,0,0
1011,K2-36 b,K2-36,1,2,SE,1.422614,0.02288,4.3,0.01353,0.093,,4916.0,0.72,0.79,,0,0,0
1012,K2-36 c,K2-36,1,2,SE,5.340888,0.05528,7.9,0.02486,0.089,,4916.0,0.72,0.79,,0,0,0
1013,K2-38 b,K2-38,1,2,SE,4.01593,0.0503,7.7,0.02423,0.11,,5705.0,1.14,1.05,0.235,0,0,0
1014,K2-38 c,K2-38,1,2,SE,10.56103,0.0959,7.4,0.02328,0.086,,5705.0,1.14,1.05,0.235,0,0,0
1015,K2-66 b,K2-66,1,1,HS,5.06963,0.05983,21.3,0.06702,0.0,,5887.0,1.67,1.11,-0.047,0,0,0
1016,Kepler-10 b,Kepler-10,1,3,SE,0.8374907,0.01685,3.26,0.01026,0.0,,5708.0,1.06,0.91,-0.15,0,0,0
1017,Kepler-10 c,Kepler-10,1,3,SE,45.294301,0.241,11.4,0.03587,0.13,,5708.0,1.06,0.91,-0.15,0,0,0
1018,Kepler-10 d,Kepler-10,1,3,SE,151.04,0.5379,12.68,0.0399,0.26,,5708.0,1.06,0.91,-0.15,0,0,0
1019,Kepler-102 b,Kepler-102,1,5,SE,5.286965,0.05521,1.1,0.00346,0.1,,4909.0,0.72,0.8,0.11,0,0,0
1020,Kepler-102 c,Kepler-102,1,5,SE,7.071392,0.06702,1.7,0.00535,0.094,,4909.0,0.72,0.8,0.11,0,0,0
1021,Kepler-102 d,Kepler-102,1,5,SE,10.311767,0.08618,3.0,0.00944,0.092,,4909.0,0.72,0.8,0.11,0,0,0
1022,Kepler-102 e,Kepler-102,1,5,SE,16.1456994,0.1162,4.7,0.01479,0.089,,4909.0,0.72,0.8,0.11,0,0,0
1023,Kepler-102 f,Kepler-102,1,5,SE,27.453592,0.1656,4.3,0.01353,0.1,,4909.0,0.72,0.8,0.11,0,0,0
1024,Kepler-104 b,Kepler-104,2,3,CJ,11.427548,0.094,,,,,5711.0,1.35,,,0,0,0
1025,Kepler-104 c,Kepler-104,2,3,CJ,23.668205,0.153,,,,,5711.0,1.35,,,0,0,0
1026,Kepler-104 d,Kepler-104,2,3,CJ,51.755394,0.257,,,,,5711.0,1.35,,,0,0,0
1027,Kepler-106 b,Kepler-106,1,4,SE,6.16486,15.190769151479211,5.3,0.01668,,,5858.0,1.04,1.0,-0.12,0,0,0
1028,Kepler-106 c,Kepler-106,1,4,SE,13.5708,8.976870144071027,10.44,0.033,,,5858.0,1.04,1.0,-0.12,0,0,0
1029,Kepler-106 d,Kepler-106,1,4,SE,23.9802,6.1417675530643985,8.1,0.02549,,,5858.0,1.04,1.0,-0.12,0,0,0
1030,Kepler-106 e,Kepler-106,1,4,SE,43.8445,4.107571782834836,11.17,0.035,,,5858.0,1.04,1.0,-0.12,0,0,0
1031,Kepler-107 b,Kepler-107,1,4,SE,3.1800218,0.04544,3.8,0.01196,0.1,,5854.0,1.45,1.24,0.321,0,0,0
1032,Kepler-107 c,Kepler-107,1,4,SE,4.901452,0.06064,10.0,0.03146,0.08,,5854.0,1.45,1.24,0.321,0,0,0
1033,Kepler-107 d,Kepler-107,1,4,SE,7.95839,0.08377,7.7,0.02423,0.11,,5854.0,1.45,1.24,0.321,0,0,0
1034,Kepler-107 e,Kepler-107,1,4,SE,14.749143,0.12638,14.1,0.04436,0.1,,5854.0,1.45,1.24,0.321,0,0,0
1035,Kepler-109 b,Kepler-109,1,2,SE,6.4816307,0.0701,4.9,0.01542,0.11,,5950.0,1.39,1.09,-0.02,0,0,0
1036,Kepler-109 c,Kepler-109,1,2,SE,21.22265,0.1546,8.2,0.0258,0.098,,5950.0,1.39,1.09,-0.02,0,0,0
1037,Kepler-11 b,Kepler-11,1,6,SE,10.3039,0.091,1.9,0.006,0.045,,5663.0,1.06,0.96,,0,0,0
1038,Kepler-11 c,Kepler-11,1,6,SE,13.0241,0.107,2.9,0.009,0.026,,5663.0,1.06,0.96,,0,0,0
1039,Kepler-11 d,Kepler-11,1,6,SE,22.6845,0.155,7.3,0.023,0.004,,5663.0,1.06,0.96,,0,0,0
1040,Kepler-11 e,Kepler-11,1,6,SE,31.9996,0.195,8.0,0.025,0.012,,5663.0,1.06,0.96,,0,0,0
1041,Kepler-11 f,Kepler-11,1,6,SE,46.6888,0.25,2.0,0.006,0.013,,5663.0,1.06,0.96,,0,0,0
1042,Kepler-11 g,Kepler-11,1,6,CS,118.3807,0.466,25.0,0.079,0.15,,5663.0,1.06,0.96,,0,0,0
1043,Kepler-113 b,Kepler-113,1,2,SE,4.754,16.412555681965063,11.7,0.037,,,4725.0,0.69,0.75,0.05,0,0,0
1044,Kepler-113 c,Kepler-113,1,2,SE,8.92507,10.784696060138218,8.7,0.02737,,,4725.0,0.69,0.75,0.05,0,0,0
1045,Kepler-126 b,Kepler-126,1,3,CJ,10.495711,0.099,,,,,6239.0,1.36,,,0,0,0
1046,Kepler-126 c,Kepler-126,1,3,CJ,21.869741,0.162,,,,,6239.0,1.36,,,0,0,0
1047,Kepler-126 d,Kepler-126,1,3,CJ,100.283134,0.448,,,,,6239.0,1.36,,,0,0,0
1048,Kepler-131 b,Kepler-131,1,2,SE,16.092,8.065945519549974,16.13,0.051,,,5685.0,1.03,1.02,0.12,0,0,0
1049,Kepler-131 c,Kepler-131,1,2,SE,25.5169,5.931666049953846,8.25,0.026,,,5685.0,1.03,1.02,0.12,0,0,0
1050,Kepler-1655 b,Kepler-1655,1,1,SE,11.8728787,0.1029,5.4,0.01699,0.19,,6148.0,1.03,1.03,-0.24,0,0,0
1051,Kepler-1710 b,Kepler-1710,1,1,CJ,14.91110039,8.229051173732227,,,,,5650.0,0.9,0.93,-0.04,0,0,0
1052,Kepler-18 b,Kepler-18,1,3,SE,3.504725,0.0447,6.9,0.022,0.0,,5345.0,1.11,0.97,0.19,0,0,0
1053,Kepler-18 c,Kepler-18,1,3,SE,7.64159,0.0752,17.3,0.054,0.0,,5345.0,1.11,0.97,0.19,0,0,0
1054,Kepler-18 d,Kepler-18,1,3,SE,14.85888,0.1172,16.4,0.052,0.0,,5345.0,1.11,0.97,0.19,0,0,0
1055,Kepler-19 b,Kepler-19,1,3,SE,9.28699,0.0846,6.1,0.01919,0.41,,5541.0,0.86,0.94,-0.13,0,0,0
1056,Kepler-19 c,Kepler-19,1,3,SE,28.731,5.333398479183109,13.1,0.04122,0.21,,5544.0,0.86,0.94,-0.08,0,0,0
1057,Kepler-19 d,Kepler-19,1,3,CS,62.95,3.1616032635653375,22.5,0.07079,0.05,,5544.0,0.86,0.94,-0.08,0,0,0
1058,Kepler-20 b,Kepler-20,2,6,SE,3.6961049,0.04565,9.7,0.03052,0.083,,5495.0,0.92,0.93,0.07,0,0,0
1059,Kepler-20 c,Kepler-20,2,6,SE,10.8540774,0.0936,11.1,0.03492,0.076,,5495.0,0.92,0.93,0.07,0,0,0
1060,Kepler-20 d,Kepler-20,2,6,SE,77.611455,0.3474,13.4,0.04216,0.082,,5495.0,0.92,0.93,0.07,0,0,0
1061,Kepler-20 e,Kepler-20,2,6,SE,6.0984882,0.0637,0.76,0.00239,0.092,,5495.0,0.92,0.93,0.07,0,0,0
1062,Kepler-20 f,Kepler-20,2,6,SE,19.578328,0.1387,1.4,0.0044,0.094,,5495.0,0.92,0.93,0.07,0,0,0
1063,Kepler-20 g,Kepler-20,2,6,SE,34.94,0.2055,19.96,0.0628,0.15,,5495.0,0.96,0.95,0.07,0,0,0
1064,Kepler-21 b,Kepler-21,2,1,SE,2.7858212,0.0434,7.5,0.0236,0.0,,6305.0,1.9,1.41,-0.03,0,0,0
1065,Kepler-22 b,Kepler-22,1,1,SE,289.863876,0.812,9.1,0.02863,0.72,,5596.0,0.87,0.86,-0.255,0,0,0
1066,Kepler-25 b,Kepler-25,2,3,SE,6.238297,15.881072632749857,8.7,0.0275,0.0029,,,1.32,1.17,,0,0,0
1067,Kepler-25 c,Kepler-25,2,3,SE,12.7207,9.876047950852348,15.2,0.0479,0.0061,,,1.32,1.17,,0,0,0
1068,Kepler-25 d,Kepler-25,2,3,CS,122.4,2.183079668666905,71.9,0.226,0.13,,,1.32,1.17,,0,0,0
1069,Kepler-323 b,Kepler-323,1,2,SE,1.678328,0.02778,3.9,0.01227,0.095,,6004.0,1.12,1.01,-0.14,0,0,0
1070,Kepler-323 c,Kepler-323,1,2,SE,3.5538229,0.0458,6.8,0.0214,0.095,,6004.0,1.12,1.01,-0.14,0,0,0
1071,Kepler-36 b,Kepler-36,1,2,SE,13.86825,8.935658098976056,3.83,0.01205,0.0,,5979.0,1.63,1.03,-0.18,0,0,0
1072,Kepler-36 c,Kepler-36,1,2,SE,16.21865,8.050036509052855,7.13,0.02243,0.0,,5979.0,1.63,1.03,-0.18,0,0,0
1073,Kepler-37 b,Kepler-37,1,4,SE,13.36702,0.1019,0.79,0.00249,0.098,,5357.0,0.79,0.79,-0.36,0,0,0
1074,Kepler-37 c,Kepler-37,1,4,SE,21.301848,0.139,1.3,0.00409,0.099,,5357.0,0.79,0.79,-0.36,0,0,0
1075,Kepler-37 d,Kepler-37,1,4,SE,39.7922622,0.2109,2.0,0.00629,0.1,,5357.0,0.79,0.79,-0.36,0,0,0
1076,Kepler-37 e,Kepler-37,1,4,CJ,51.196,3.4387548693808982,,,,,,0.77,0.8,,0,0,0
1077,Kepler-406 b,Kepler-406,1,2,SE,2.42629,28.93086130954695,6.35,0.02,,,5538.0,1.07,1.07,0.18,0,0,0
1078,Kepler-406 c,Kepler-406,1,2,SE,4.62332,18.8229288062029,2.71,0.009,,,5538.0,1.07,1.07,0.18,0,0,0
1079,Kepler-409 b,Kepler-409,1,1,SE,68.9583216,0.3192,6.0,0.01888,0.69,,5421.0,0.9,0.91,0.05,0,0,0
1080,Kepler-50 b,Kepler-50,1,2,CJ,7.81254,0.077,,,,,6225.0,1.58,1.24,0.03,0,0,0
1081,Kepler-50 c,Kepler-50,1,2,CJ,9.37647,0.087,,,,,6225.0,1.58,1.24,0.03,0,0,0
1082,Kepler-507 b,Kepler-507,1,1,CJ,3.56809693,22.982122939624986,,,,,6113.0,1.32,1.16,0.06,0,0,0
1083,Kepler-538 b,Kepler-538,2,1,SE,81.73778,0.3554,12.9,0.04059,0.21,,5534.0,0.87,0.89,-0.09,0,0,0
1084,Kepler-78 b,Kepler-78,2,1,SE,0.35500745,0.00901,1.68,0.00529,0.0,,5058.0,0.75,0.78,-0.18,0,0,0
1085,Kepler-92 b,Kepler-92,1,3,CS,13.749,9.48293903297325,64.3,0.202,,,,1.7,1.21,,0,0,0
1086,Kepler-92 c,Kepler-92,1,3,SE,26.723,6.088825932721715,6.1,0.019,,,,1.7,1.21,,0,0,0
1087,Kepler-92 d,Kepler-92,1,3,CJ,49.3568,3.8823245565960813,,,0.07,,5904.34,1.82,1.07,0.138,0,0,0
1088,Kepler-95 b,Kepler-95,1,1,SE,11.5231,10.27125727523756,13.0,0.041,,,5699.0,1.41,1.08,0.3,0,0,0
1089,Kepler-96 b,Kepler-96,1,1,SE,16.2385,7.964612233965583,8.46,0.027,,,5690.0,1.02,1.0,0.04,0,0,0
1090,Kepler-97 b,Kepler-97,1,2,SE,2.58664,26.550978721768228,3.51,0.011,,,5779.0,0.98,0.94,-0.2,0,0,0
1091,Kepler-97 c,Kepler-97,1,2,WJ,789.0,0.5859400611198682,344.0,1.08,,,5779.0,0.98,0.94,-0.2,0,0,0
1092,Kepler-98 b,Kepler-98,1,1,SE,1.54168,38.142645850597205,3.55,0.011,,,5539.0,1.11,0.99,0.18,0,0,0
1093,Kepler-99 b,Kepler-99,2,1,SE,4.60358,17.061104523469083,6.15,0.019,,,4782.0,0.73,0.79,0.18,0,0,0
1094,TOI-1246 b,TOI-1246,1,4,SE,4.30744,0.049,8.1,0.02549,,K V,5151.0,0.86,0.87,0.17,0,0,0
1095,TOI-1246 c,TOI-1246,1,4,SE,5.904137,0.061,9.1,0.02863,0.0,,5213.0,0.86,0.89,0.168,0,0,0
1096,TOI-1246 d,TOI-1246,1,4,SE,18.654874,0.132,5.4,0.01699,0.0,,5213.0,0.86,0.89,0.168,0,0,0
1097,TOI-1246 e,TOI-1246,1,4,SE,37.92548,0.212,14.5,0.04562,0.0,,5213.0,0.86,0.89,0.168,0,0,0
1098,TOI-1416 b,TOI-1416,1,1,SE,1.0697568,0.019,3.48,0.01095,0.0,G9 V,4884.0,0.79,0.8,0.08,0,0,0
1099,TOI-1422 b,TOI-1422,1,1,SE,12.9972,0.108,9.0,0.02832,0.04,G2 V,5840.0,1.02,0.98,-0.09,0,0,0
1100,TOI-1759 b,TOI-1759,1,1,SE,18.85019,0.1177,10.8,0.03398,0.0,M0.0 V,4065.0,0.6,0.61,0.05,0,0,0
1101,TOI-1807 b,TOI-1807,1,1,SE,0.54937097,0.0122,2.44,0.00768,0.0,,4914.0,0.75,0.8,0.044,0,0,0
1102,TOI-1853 b,TOI-1853,1,1,HS,1.2436258,0.0213,73.2,0.23031,0.03,K2.5 V,4985.0,0.81,0.84,0.11,0,0,0
1103,TOI-2134 b,TOI-2134,1,2,SE,9.2292005,0.078,9.13,0.02873,0.06,K5 V,4580.0,0.71,0.74,0.12,0,0,0
1104,TOI-2134 c,TOI-2134,1,2,CS,95.5,0.371,41.89,0.1318,0.67,K5 V,4580.0,0.71,0.74,0.12,0,0,0
1105,TOI-431 b,TOI-431,1,3,SE,0.490047,0.0113,3.07,0.00966,0.0,,4850.0,0.73,0.78,0.2,0,0,0
1106,TOI-431 c,TOI-431,1,3,SE,4.8494,0.052,2.83,0.0089,0.0,,4850.0,0.73,0.78,0.2,0,0,0
1107,TOI-431 d,TOI-431,1,3,SE,12.46103,0.098,9.9,0.03115,0.0,,4850.0,0.73,0.78,0.2,0,0,0
1108,TOI-500 b,TOI-500,1,4,SE,0.548177,0.01189,1.42,0.00447,0.063,K6 V,4440.0,0.68,0.74,0.12,0,0,0
1109,TOI-500 c,TOI-500,1,4,SE,6.6356,13.082347590270462,5.03,0.01583,0.072,K6 V,4440.0,0.68,0.74,0.12,0,0,0
1110,TOI-500 d,TOI-500,1,4,CS,26.233,5.2324751770415165,33.12,0.10421,0.016,K6 V,4440.0,0.68,0.74,0.12,0,0,0
1111,TOI-500 e,TOI-500,1,4,SE,61.3,2.9714299734884135,15.05,0.04735,0.073,K6 V,4440.0,0.68,0.74,0.12,0,0,0
1112,TOI-5398 b,TOI-5398,1,2,HS,10.590547,0.098,58.7,0.18469,0.13,G V,6000.0,1.05,1.15,0.09,0,0,0
1113,TOI-5398 c,TOI-5398,1,2,SE,4.77271,0.057,11.8,0.03713,0.14,G V,6000.0,1.05,1.15,0.09,0,0,0
1114,TOI-561 b,TOI-561,1,4,SE,0.4465688,0.0106,2.0,0.00629,0.0,G9 V,5372.0,0.84,0.81,-0.4,0,0,0
1115,TOI-561 c,TOI-561,1,4,SE,10.778831,0.0884,5.39,0.01696,0.03,G9 V,5372.0,0.84,0.81,-0.4,0,0,0
1116,WASP-132 b,WASP-132,1,2,CJ,7.133514,0.067,,,0.07,K4,4714.0,0.75,0.78,0.18,0,0,0
1117,WASP-132 c,WASP-132,1,2,HS,1.011534,0.0182,37.35,0.11752,0.13,K4,4714.0,0.75,0.78,0.18,0,0,0
1118,Wolf 503 b,Wolf 503,1,1,SE,6.00127,0.05712,6.27,0.01973,0.409,,4716.0,0.69,0.69,-0.47,0,0,0
